"ST","AGEP","race","hispanic","female","logwage","logearn","field","mfield"
"06",30,1,0,1,6.32793678372919,10.2399597891573,50,7
"06",40,3,0,1,6.39692965521615,10.0858091093301,62,6
"06",31,3,0,1,7.07138470276394,10.8780471925343,62,6
"06",39,4,0,1,7.22983877815125,11.1418617835794,62,6
"06",31,1,0,1,6.74523634948436,10.4341158035983,60,8
"06",29,2,0,0,6.77422388635761,10.4631033404715,54,10
"06",35,3,0,0,8.39941015575985,12.2060726455302,19,1
"06",32,3,0,1,7.13089883029635,10.8197782844103,60,8
"06",30,1,0,1,6.63809171203303,10.6454248972655,33,8
"06",35,1,0,1,6.90775527898214,10.5966347330961,33,8
"06",30,1,0,0,7.13089883029635,10.8197782844103,19,1
"06",31,1,0,1,7.16153579975824,10.9681982895286,55,5
"06",34,2,0,1,6.04275784149553,9.68034400122192,34,8
"06",30,1,0,0,7.10191129342309,10.8395809117065,55,5
"06",39,1,0,1,7.79701733846837,11.8913619006905,36,7
"06",30,3,0,0,7.4730690880322,11.3850920934603,21,2
"06",40,1,0,0,7.24422751560335,11.1562505210315,11,7
"06",37,1,0,0,8.00636756765025,12.1007121298723,62,6
"06",33,1,0,1,7.27931883541462,10.9681982895286,15,8
"06",34,4,0,0,6.71538338633468,10.4042628404486,64,8
"06",34,1,0,0,6.21460809842219,9.95227771670556,52,5
"06",33,4,0,1,6.92755790627832,10.8395809117065,36,7
"06",29,3,0,1,7.51389108255245,11.0974100210086,61,9
"06",29,3,0,1,6.68461172766793,10.4912742174382,19,1
"06",31,3,0,0,6.5792512120101,10.4912742174382,50,7
"06",27,2,0,1,6.49223983502047,10.4042628404486,24,4
"06",38,2,0,0,7.34958803126118,11.1562505210315,53,10
"06",37,1,1,0,7.86326672400957,11.7752897294377,24,4
"06",28,1,0,1,7.46737106691756,11.1562505210315,56,10
"06",35,1,0,0,7.51993339700842,11.3265958867787,24,4
"06",35,1,1,1,7.13089883029635,10.8197782844103,19,1
"06",28,1,0,0,6.80239476332431,10.7144177687525,19,1
"06",28,4,1,0,5.7037824746562,9.39266192877014,60,8
"06",37,1,1,0,6.72543372218818,10.8197782844103,11,7
"06",37,3,0,0,6.62007320653036,10.3089526606443,36,7
"06",27,1,0,1,7.3132203870903,11.0020998412042,19,1
"06",38,3,0,1,7.3132203870903,11.0020998412042,62,6
"06",31,1,0,0,7.00306545878646,10.9150884642146,19,1
"06",39,3,0,1,7.72973533138505,11.418614785499,62,6
"06",26,1,0,1,6.45973055645518,10.0432494949113,61,9
"06",40,1,0,1,7.87283617502572,11.5617156291397,29,10
"06",40,1,0,0,7.3132203870903,11.2252433925184,60,8
"06",37,1,0,0,8.75883132536661,12.8531758875887,64,8
"06",38,1,0,1,8.75883132536661,12.8531758875887,19,1
"06",37,3,0,0,7.9373746961633,11.6262541502772,21,2
"06",27,3,0,1,7.48538957242024,11.4927227576527,62,6
"06",40,2,0,0,7.27931883541462,10.9681982895286,23,3
"06",26,1,0,1,6.85118492749374,10.5400643816077,36,7
"06",39,2,0,1,6.73340189183736,10.6454248972655,55,5
"06",30,1,1,1,7.82404601085629,11.5129254649702,24,4
"06",36,1,1,1,7.60090245954208,11.289781913656,24,4
"06",33,1,0,0,6.78997224332575,10.5966347330961,62,6
"06",31,1,0,1,7.3132203870903,11.0020998412042,23,3
"06",35,3,0,0,7.3132203870903,11.0020998412042,55,5
"06",35,1,0,1,7.0475172213573,10.7363966754712,54,10
"06",34,3,0,0,7.46737106691756,11.1562505210315,13,7
"06",40,1,0,1,7.22360822840061,11.47210347045,19,1
"06",35,1,0,0,7.08799132928507,10.776870783399,60,8
"06",36,3,0,0,7.60090245954208,11.1844213979982,61,9
"06",39,1,1,0,7.54481299289104,11.5521461781235,62,6
"06",40,1,0,0,7.48155570190952,11.1704351560235,24,4
"06",28,1,0,0,6.87650273547803,11.0508900053737,62,6
"06",28,4,1,1,6.5510803350434,10.2399597891573,53,10
"06",36,3,0,0,7.82404601085629,11.5129254649702,21,2
"06",29,4,1,1,6.99872705718786,10.7363966754712,29,10
"06",28,3,0,0,7.60090245954208,11.289781913656,24,4
"06",33,4,0,0,7.01211529430638,10.7009947484203,53,10
"06",35,1,1,0,6.77422388635761,10.4631033404715,60,8
"06",38,3,0,1,7.3132203870903,11.0020998412042,60,8
"06",28,1,0,1,7.39326309476384,11.0821425488778,62,6
"06",28,1,0,0,7.13089883029635,10.8197782844103,64,8
"06",34,1,0,0,7.4831194238857,11.289781913656,21,2
"06",39,1,0,1,7.22620901010067,10.9150884642146,55,5
"06",28,1,1,1,6.77422388635761,10.4631033404715,61,9
"06",40,3,0,1,7.17438394223609,11.4510500612521,61,9
"06",27,4,1,1,6.39692965521615,10.0858091093301,23,3
"06",38,4,0,1,7.80384330353877,11.4927227576527,14,7
"06",27,2,0,1,6.68461172766793,10.3734911817819,34,8
"06",28,1,1,1,6.49223983502047,10.1811192891344,36,7
"06",38,1,0,0,7.46737106691756,11.1562505210315,33,8
"06",34,3,0,1,6.90775527898214,10.5966347330961,52,5
"06",32,1,0,0,7.37775890822787,11.289781913656,24,4
"06",36,1,0,1,6.96602418710611,10.8780471925343,62,6
"06",28,3,0,0,7.49554194388426,11.1844213979982,21,2
"06",27,3,0,1,7.26443022292087,11.0020998412042,21,2
"06",27,3,0,1,6.73340189183736,10.4222813459513,62,6
"06",40,1,0,0,7.89303888234324,11.9183905730784,13,7
"06",33,3,0,1,7.14037757425089,10.8780471925343,55,5
"06",38,3,0,1,7.22620901010067,10.9150884642146,62,6
"06",33,1,0,1,7.60090245954208,11.4075649493124,61,9
"06",36,3,0,1,7.82404601085629,11.5129254649702,24,4
"06",29,1,0,0,6.39692965521615,10.3089526606443,19,1
"06",35,1,1,0,7.53636393840451,11.2252433925184,21,2
"06",40,3,0,0,7.66152708135852,11.3504065354725,62,6
"06",27,1,0,1,6.85646198459459,10.5453414387085,62,6
"06",28,3,0,1,7.71868549519847,11.4075649493124,61,9
"06",38,1,0,1,7.13089883029635,11.2252433925184,36,7
"06",36,4,0,1,7.91935619066062,11.6082356447746,36,7
"06",30,3,0,0,6.68461172766793,10.3734911817819,62,6
"06",39,1,0,0,7.3132203870903,11.4075649493124,52,5
"06",35,3,0,1,6.93000588791696,10.6188853420309,60,8
"06",39,1,0,0,7.60090245954208,11.7752897294377,60,8
"06",28,1,0,1,7.34601020991329,11.0348896640272,50,7
"06",31,3,0,1,7.39326309476384,11.0821425488778,19,1
"06",28,3,0,0,7.91935619066062,11.6082356447746,55,5
"06",33,1,0,0,7.62559507213245,11.3144745262464,62,6
"06",37,3,0,1,6.21460809842219,9.90348755253613,61,9
"06",32,1,0,1,7.60090245954208,11.289781913656,23,3
"06",33,1,0,0,6.84587987526405,10.7579028806922,11,7
"06",34,3,0,0,7.82404601085629,11.5129254649702,24,4
"06",28,1,1,1,6.82551718074517,10.4631033404715,34,8
"06",33,3,0,1,8.03376654183836,11.6172854802945,61,9
"06",35,1,0,1,7.09007683577609,10.77895628989,62,6
"06",33,2,0,0,6.90775527898214,10.5966347330961,62,6
"06",32,1,0,0,6.2925696398919,9.90348755253613,60,8
"06",28,1,1,0,7.34958803126118,11.1562505210315,55,5
"06",32,1,0,0,7.26192709270275,10.9508065468167,55,5
"06",37,2,0,0,7.70626297519991,11.5129254649702,19,1
"06",40,3,0,1,7.60090245954208,11.289781913656,37,2
"06",38,3,0,0,7.60090245954208,11.289781913656,53,10
"06",37,3,0,1,6.90775527898214,10.5966347330961,23,3
"06",36,4,1,0,7.3132203870903,11.0020998412042,23,3
"06",26,1,0,0,4.56434819146784,8.47637119689598,62,6
"06",33,4,0,1,6.50229017087397,10.3089526606443,60,8
"06",26,3,0,1,7.15070145759253,10.8395809117065,36,7
"06",31,3,0,0,6.90775527898214,10.5966347330961,62,6
"06",29,1,0,0,6.90775527898214,10.5966347330961,62,6
"06",37,3,0,0,6.88243747099785,10.5713169251118,61,9
"06",29,4,0,1,7.46737106691756,11.1562505210315,40,10
"06",30,1,0,0,7.77275271646874,11.4616321705827,21,2
"06",36,3,0,0,6.90775527898214,10.5966347330961,52,5
"06",30,1,0,1,7.13089883029635,10.8197782844103,13,7
"06",29,1,0,0,7.98956044933387,11.6784399034478,55,5
"06",39,3,0,1,7.3132203870903,11.4075649493124,24,4
"06",39,3,0,0,7.50933526601659,11.1982147201305,50,7
"06",30,1,0,1,6.68461172766793,10.3734911817819,21,2
"06",28,4,1,1,6.56877991214281,10.2576593662567,54,10
"06",30,2,0,1,7.02553831463852,10.7144177687525,19,1
"06",31,1,0,0,6.82074390199251,10.9150884642146,55,5
"06",27,1,0,1,7.27548005910745,11.0821425488778,62,6
"06",37,1,0,1,7.53636393840451,11.2252433925184,40,10
"06",36,3,0,1,6.85646198459459,10.5453414387085,52,5
"06",32,1,0,0,6.85646198459459,10.5453414387085,62,6
"06",28,3,0,0,7.82404601085629,11.5129254649702,21,2
"06",39,1,0,0,7.80157315500423,11.6082356447746,62,6
"06",27,1,0,0,7.60090245954208,11.289781913656,24,4
"06",31,4,1,0,7.27931883541462,10.9681982895286,24,4
"06",33,3,0,0,5.99146454710798,10.0858091093301,62,6
"06",34,1,0,1,6.95427529461703,10.6919449129004,36,7
"06",27,3,0,1,7.13089883029635,10.8197782844103,61,9
"06",37,1,0,0,7.3132203870903,11.0020998412042,41,10
"06",35,1,0,0,7.26192709270275,10.9508065468167,52,5
"06",36,1,0,1,6.5792512120101,10.4912742174382,60,8
"06",35,3,0,0,6.94857727350239,10.8197782844103,62,6
"06",33,3,0,0,7.71868549519847,11.4075649493124,61,9
"06",34,3,0,1,6.90775527898214,10.5966347330961,62,6
"06",36,3,0,1,7.70626297519991,11.289781913656,61,9
"06",33,3,0,0,6.62007320653036,10.3089526606443,62,6
"06",38,3,0,1,7.92840602618053,11.6172854802945,54,10
"06",39,3,0,1,7.71868549519847,11.4075649493124,14,7
"06",37,4,1,0,7.17011954344963,10.8589989975636,62,6
"06",37,3,0,0,7.67322312112171,11.3621025752356,62,6
"06",39,1,0,0,7.17708821276572,11.1844213979982,40,10
"06",29,3,0,1,6.10426004125333,10.3089526606443,37,2
"06",29,4,1,0,8.02471670631844,11.6082356447746,61,9
"06",36,4,1,1,6.73042126369922,10.4193007178132,62,6
"06",34,3,0,1,6.39692965521615,10.0858091093301,61,9
"06",28,1,0,0,6.84161547647759,10.7536384819057,26,8
"06",36,3,0,0,7.80384330353877,11.4927227576527,24,4
"06",28,1,0,0,6.95654544315157,10.6454248972655,19,1
"06",37,1,0,0,6.72543372218818,10.8197782844103,19,1
"06",38,3,0,0,7.12286665859908,11.0348896640272,62,6
"06",29,1,1,1,6.73340189183736,10.4222813459513,33,8
"06",35,1,0,0,8.75883132536661,12.8531758875887,52,5
"06",34,1,0,1,6.96086510429609,10.9681982895286,23,3
"06",40,1,0,0,7.68708015578313,11.5991031612113,61,9
"06",38,1,0,1,7.10842597444429,10.9150884642146,23,3
"06",27,3,0,1,7.26443022292087,11.0020998412042,64,8
"06",29,3,0,1,6.4377516497364,10.1266311038503,21,2
"06",34,3,0,0,6.39692965521615,10.0858091093301,24,4
"06",30,1,0,0,7.3132203870903,11.0020998412042,62,6
"06",26,4,1,1,6.47697236288968,10.1658518170036,62,6
"06",35,1,0,1,7.66152708135852,11.3504065354725,62,6
"06",36,3,0,1,7.13089883029635,10.8197782844103,52,5
"06",40,1,0,1,7.3132203870903,11.2252433925184,19,1
"06",37,1,0,0,7.60090245954208,11.5129254649702,62,6
"06",37,1,0,0,8.00636756765025,11.9183905730784,21,2
"06",37,1,1,0,6.80239476332431,10.4912742174382,14,7
"06",37,1,0,0,8.94115288216057,12.8531758875887,55,5
"06",36,4,0,1,8.94115288216057,12.8531758875887,19,1
"06",28,1,0,0,7.49554194388426,11.4075649493124,21,2
"06",29,1,0,0,6.95654544315157,10.6454248972655,60,8
"06",35,3,0,1,7.36728760836058,10.9508065468167,61,9
"06",34,4,1,0,7.39326309476384,11.0821425488778,55,5
"06",39,1,0,0,8.11172808330807,11.9183905730784,55,5
"06",29,1,0,1,7.08210866612691,10.8197782844103,33,8
"06",38,1,0,1,7.60090245954208,11.5129254649702,34,8
"06",35,1,1,1,7.32974968904151,11.0186291431554,52,5
"06",31,1,0,0,6.68461172766793,10.6919449129004,62,6
"06",37,1,0,0,7.98104975966596,11.6699292137799,21,2
"06",26,4,0,1,6.68461172766793,10.3734911817819,60,8
"06",28,1,0,0,6.89517649677528,10.5840559508892,13,7
"06",34,1,0,1,7.49554194388426,11.1844213979982,62,6
"06",40,3,0,0,7.82404601085629,11.5129254649702,21,2
"06",37,1,1,0,7.49554194388426,11.1844213979982,24,4
"06",32,1,0,0,7.3132203870903,11.4075649493124,19,1
"06",32,3,0,0,6.96837990079857,10.6572593549125,55,5
"06",35,3,0,1,7.11069612297883,10.7995755770928,62,6
"06",35,4,1,0,6.39692965521615,10.0858091093301,13,7
"06",33,1,0,1,6.95654544315157,10.6454248972655,61,9
"06",35,3,0,0,7.02553831463852,10.7144177687525,21,2
"06",31,3,0,0,7.29641326877392,10.9852927228879,23,3
"06",30,3,0,1,7.09215800197992,10.7810374560939,23,3
"06",40,2,0,1,7.69621263934641,11.6082356447746,62,6
"06",31,1,0,0,7.69621263934641,11.3850920934603,62,6
"06",34,3,0,1,7.37775890822787,11.289781913656,62,6
"06",30,3,0,1,7.60090245954208,11.289781913656,60,8
"06",30,3,0,0,7.60090245954208,11.289781913656,62,6
"06",37,1,0,0,7.25606197325035,11.3504065354725,50,7
"06",36,1,1,0,7.49554194388426,11.1844213979982,14,7
"06",38,1,0,0,8.00636756765025,11.9183905730784,21,2
"06",40,4,1,1,7.3132203870903,11.0020998412042,52,5
"06",40,3,0,0,7.70751219460034,11.3963916487143,24,4
"06",28,1,1,0,7.13089883029635,10.8197782844103,23,3
"06",38,3,0,0,7.02553831463852,10.7144177687525,62,6
"06",27,1,1,1,6.68461172766793,10.5966347330961,60,8
"06",34,1,0,1,7.3132203870903,11.0020998412042,23,3
"06",39,1,0,0,8.0471895621705,11.7360690162844,62,6
"06",33,1,1,0,7.3132203870903,11.0020998412042,50,7
"06",29,1,0,1,7.56268124672188,11.2515607008358,55,5
"06",30,3,0,1,7.4730690880322,11.3850920934603,24,4
"06",28,3,0,0,7.34958803126118,11.1562505210315,62,6
"06",35,3,0,1,7.69621263934641,11.3850920934603,61,9
"06",26,1,0,0,6.68461172766793,10.5966347330961,19,1
"06",38,1,0,0,7.05617528410041,10.9681982895286,64,8
"06",28,1,1,1,6.80239476332431,10.4912742174382,54,10
"06",31,4,1,0,6.4377516497364,10.1266311038503,21,2
"06",29,1,0,0,6.68461172766793,10.3734911817819,19,1
"06",30,1,0,0,6.68461172766793,10.3734911817819,60,8
"06",39,4,0,0,7.3132203870903,11.0020998412042,19,1
"06",31,1,0,0,6.68461172766793,10.3734911817819,33,8
"06",39,3,0,0,5.74015011882708,9.5468126085974,55,5
"06",28,1,0,0,6.77572651624215,10.4133126759685,52,5
"06",26,1,0,1,6.90775527898214,10.5966347330961,33,8
"06",39,1,0,0,7.24124688746521,11.1124478983731,53,10
"06",38,3,0,1,7.82404601085629,11.4075649493124,61,9
"06",34,1,0,1,7.39155223036021,11.1982147201305,14,7
"06",33,1,0,0,6.30991827822652,9.99879773234045,49,10
"06",29,3,0,0,7.07138470276394,10.8780471925343,62,6
"06",39,1,0,0,8.41183267575841,12.1007121298723,62,6
"06",29,1,0,0,7.68791383653171,11.6952470217642,62,6
"06",31,1,0,0,7.37775890822787,11.0666383623418,48,10
"06",30,1,0,0,8.08641027532378,11.7752897294377,62,6
"06",32,3,0,1,7.3132203870903,11.0020998412042,61,9
"06",27,1,0,1,6.95654544315157,10.6454248972655,62,6
"06",37,3,0,0,6.5792512120101,10.268130666124,24,4
"06",35,1,0,0,7.84602491757507,11.6526874073454,60,8
"06",28,2,0,0,6.4377516497364,10.1266311038503,62,6
"06",33,2,0,1,6.5510803350434,10.4631033404715,62,6
"06",33,4,0,0,6.50229017087397,10.3734911817819,55,5
"06",40,1,0,0,8.84584270235624,12.8531758875887,37,2
"06",37,1,0,1,7.3132203870903,11.0020998412042,19,1
"06",40,1,0,1,6.74523634948436,10.4341158035983,48,10
"06",37,1,0,1,7.09007683577609,10.77895628989,62,6
"06",27,3,0,1,6.75402117904009,10.442900633154,62,6
"06",27,1,0,0,7.70751219460034,11.3963916487143,19,1
"06",26,1,1,1,5.7037824746562,9.61580548008435,62,6
"06",40,1,0,0,8.18072095479502,11.9183905730784,61,9
"06",40,4,1,0,7.6377164326648,11.3265958867787,32,10
"06",40,1,0,0,6.96384474563318,10.9150884642146,60,8
"06",40,1,0,1,6.86853456582886,10.8197782844103,52,5
"06",26,1,1,0,7.40023176407993,11.4075649493124,21,2
"06",36,3,0,0,7.27548005910745,11.0821425488778,62,6
"06",38,3,0,0,7.70626297519991,11.982929094216,61,9
"06",31,1,0,1,6.95654544315157,10.6454248972655,62,6
"06",32,1,0,0,7.3132203870903,11.0020998412042,11,7
"06",38,1,0,0,7.80157315500423,11.6082356447746,24,4
"06",37,1,0,0,7.98956044933387,11.6784399034478,55,5
"06",32,3,0,0,8.0471895621705,11.7360690162844,24,4
"06",29,1,0,0,6.62007320653036,10.3089526606443,19,1
"06",32,1,0,1,6.72235205565077,10.8967393255464,37,2
"06",37,1,0,1,7.13089883029635,10.8197782844103,61,9
"06",28,1,0,0,7.24422751560335,11.1562505210315,53,10
"06",27,3,0,0,5.7037824746562,9.39266192877014,36,7
"06",37,1,0,1,7.39326309476384,11.0821425488778,52,5
"06",30,1,0,1,7.02553831463852,10.7144177687525,55,5
"06",27,3,0,0,6.47697236288968,10.1658518170036,55,5
"06",34,3,0,0,8.00636756765025,11.6952470217642,21,2
"06",29,3,0,1,7.27931883541462,10.9681982895286,62,6
"06",26,3,0,0,7.60090245954208,11.289781913656,33,8
"06",37,4,1,0,7.22620901010067,10.9150884642146,34,8
"06",26,1,0,0,7.17011954344963,11.0821425488778,62,6
"06",32,1,0,1,7.49554194388426,11.3022044336546,62,6
"06",38,3,0,1,7.17011954344963,10.8589989975636,62,6
"06",39,4,1,0,7.71868549519847,11.4075649493124,24,4
"06",31,1,0,1,6.78997224332575,10.5966347330961,60,8
"06",30,3,0,0,7.3132203870903,11.0020998412042,24,4
"06",37,1,1,0,7.49554194388426,11.1844213979982,53,10
"06",33,1,0,0,7.18916773842032,10.8780471925343,34,8
"06",30,3,0,0,7.3132203870903,11.0020998412042,62,6
"06",40,1,0,0,8.24275634571448,12.1547793511426,62,6
"06",26,1,0,1,6.83876240749519,10.6454248972655,14,7
"06",35,1,0,1,6.94347336158422,10.9508065468167,21,2
"06",31,3,0,0,7.57558465155779,11.2644641056717,25,10
"06",31,3,0,1,7.53636393840451,11.2252433925184,62,6
"06",29,3,0,1,7.56268124672188,11.2515607008358,25,10
"06",29,4,0,1,6.16054087715192,9.7981270368783,34,8
"06",33,3,0,1,7.13089883029635,10.8197782844103,53,10
"06",29,3,0,0,6.57128304236092,10.8197782844103,55,5
"06",38,1,0,0,7.60090245954208,11.289781913656,25,10
"06",27,1,0,0,7.70626297519991,11.5129254649702,24,4
"06",26,1,0,1,7.09007683577609,11.0020998412042,62,6
"06",32,1,0,1,7.26192709270275,10.9508065468167,55,5
"06",29,3,0,0,7.46737106691756,11.1562505210315,55,5
"06",40,1,1,1,7.17011954344963,10.8589989975636,61,9
"06",37,1,0,1,7.02553831463852,10.7144177687525,62,6
"06",36,4,1,0,7.0475172213573,10.7363966754712,62,6
"06",26,1,0,0,6.88243747099785,10.5713169251118,53,10
"06",35,1,0,1,7.80384330353877,11.4927227576527,36,7
"06",38,1,0,0,8.25228022722573,12.2596134124582,24,4
"06",40,1,0,1,8.1605182474775,11.8493977015914,26,8
"06",26,1,1,0,7.3132203870903,11.0020998412042,24,4
"06",38,3,0,1,7.75505313936934,11.5617156291397,21,2
"06",26,3,0,1,6.45577015523908,10.4631033404715,55,5
"06",28,1,0,0,7.37775890822787,11.289781913656,14,7
"06",37,1,0,1,7.57558465155779,11.2644641056717,11,7
"06",31,4,1,1,7.50933526601659,11.1982147201305,62,6
"06",30,1,1,1,7.09007683577609,11.0020998412042,11,7
"06",40,1,1,0,7.53636393840451,11.2252433925184,62,6
"06",37,1,0,1,7.53636393840451,11.2252433925184,62,6
"06",32,1,0,1,4.60517018598809,8.51719319141624,53,10
"06",36,3,0,1,5.88610403145016,9.57498348556409,61,9
"06",30,1,0,1,6.90775527898214,11.0020998412042,62,6
"06",35,1,0,0,7.29979736675816,11.2118203721863,33,8
"06",35,1,0,1,7.10842597444429,10.9150884642146,34,8
"06",34,1,0,0,7.66152708135852,11.3504065354725,62,6
"06",31,1,0,1,7.03878354138854,10.7276629955025,52,5
"06",34,1,1,0,7.00306545878646,10.6919449129004,62,6
"06",33,4,0,1,7.70751219460034,11.3963916487143,62,6
"06",38,3,0,1,6.95892356555654,10.6478030196705,55,5
"06",29,3,0,0,7.37775890822787,11.0666383623418,24,4
"06",38,1,0,0,7.3132203870903,11.0020998412042,62,6
"06",32,1,0,1,7.3132203870903,11.0020998412042,23,3
"06",38,1,0,0,7.4831194238857,11.289781913656,55,5
"06",30,4,0,0,7.27548005910745,11.0821425488778,62,6
"06",27,1,0,0,6.31996861408002,10.1266311038503,19,1
"06",28,3,0,1,7.29641326877392,10.9852927228879,62,6
"06",26,1,0,0,7.46737106691756,11.1562505210315,64,8
"06",26,1,1,1,6.31996861408002,10.1266311038503,33,8
"06",38,1,0,0,7.46737106691756,11.5617156291397,11,7
"06",36,1,0,0,7.18916773842032,10.8780471925343,24,4
"06",30,1,0,0,6.50229017087397,10.4912742174382,64,8
"06",26,1,0,0,6.80239476332431,10.7144177687525,62,6
"06",37,1,0,1,6.62340099662303,10.312280450737,33,8
"06",33,1,0,1,7.39326309476384,11.0821425488778,21,2
"06",32,1,0,0,7.35404238161056,11.2252433925184,24,4
"06",33,1,0,0,5.40367788220586,9.21034037197618,23,3
"06",32,1,0,0,7.82404601085629,11.8493977015914,11,7
"06",32,1,1,1,6.4377516497364,10.1266311038503,62,6
"06",28,1,0,1,6.51571319120611,10.1266311038503,54,10
"06",32,1,0,0,7.37775890822787,11.1844213979982,53,10
"06",40,1,0,1,7.95312305313143,11.7597855429018,62,6
"06",37,3,0,1,7.37775890822787,11.3850920934603,62,6
"06",27,3,0,1,7.3132203870903,11.0020998412042,24,4
"06",39,1,0,1,7.0475172213573,10.7363966754712,52,5
"06",38,1,0,0,7.88858453199386,11.6952470217642,60,8
"06",31,1,0,0,7.72312009226633,11.6351430976945,56,10
"06",30,1,0,1,7.76688759701634,11.3504065354725,61,9
"06",29,3,0,1,6.73933662735717,10.4282160814711,33,8
"06",30,3,0,1,8.00636756765025,11.9183905730784,55,5
"06",27,4,1,0,6.77422388635761,10.4631033404715,24,4
"06",27,1,0,1,6.65929391968364,10.3481733737976,62,6
"06",30,4,1,0,6.26530121273771,10.1773242181659,60,8
"06",39,4,1,0,7.02553831463852,10.7144177687525,52,5
"06",36,1,0,0,7.60090245954208,11.289781913656,61,9
"06",30,1,0,0,7.20785987143248,10.8967393255464,60,8
"06",27,1,0,0,7.41858090274813,11.289781913656,14,7
"06",26,1,0,1,7.00306545878646,10.9150884642146,36,7
"06",27,3,0,0,7.3132203870903,11.0020998412042,13,7
"06",34,4,1,1,8.1605182474775,11.8493977015914,62,6
"06",40,1,0,1,8.22951111896446,11.9183905730784,55,5
"06",27,2,0,1,6.93839224844403,10.7450547382143,52,5
"06",30,4,1,1,7.22620901010067,10.9150884642146,53,10
"06",33,4,0,1,7.66989533102903,11.9183905730784,62,6
"06",32,1,0,1,7.34958803126118,11.1562505210315,62,6
"06",35,1,1,1,7.81399567500279,11.5028751291167,55,5
"06",38,3,0,1,6.61102337101044,10.2219412836547,62,6
"06",28,4,1,0,6.8589651148127,10.5966347330961,62,6
"06",29,1,0,0,7.41858090274813,11.5129254649702,55,5
"06",39,1,0,0,7.39326309476384,11.0821425488778,33,8
"06",40,1,0,1,7.53636393840451,11.2252433925184,19,1
"06",31,1,0,0,7.66152708135852,11.3504065354725,21,2
"06",30,1,1,0,6.90775527898214,10.5966347330961,37,2
"06",33,1,1,0,7.27931883541462,10.9681982895286,62,6
"06",36,1,0,0,7.36201055125973,11.0508900053737,53,10
"06",38,1,1,0,7.97559590898349,11.982929094216,21,2
"06",38,1,0,1,7.66152708135852,11.3504065354725,29,10
"06",28,3,0,1,7.24422751560335,10.9331069697173,24,4
"06",30,1,0,1,7.41858090274813,11.2252433925184,62,6
"06",40,1,0,0,8.12415060330663,11.8130300574206,24,4
"06",35,3,0,1,7.46737106691756,11.1562505210315,54,10
"06",26,3,0,1,7.02553831463852,10.7144177687525,61,9
"06",27,3,0,0,7.46737106691756,11.1562505210315,40,10
"06",33,3,0,1,7.39018142822643,11.3022044336546,55,5
"06",32,2,0,0,6.77422388635761,10.4631033404715,62,6
"06",36,1,0,0,8.11172808330807,11.9183905730784,33,8
"06",28,1,0,0,7.08210866612691,10.8197782844103,24,4
"06",29,1,0,1,7.22620901010067,10.9150884642146,14,7
"06",26,1,1,0,6.80239476332431,10.4912742174382,21,2
"06",37,1,1,0,7.60090245954208,11.289781913656,36,7
"06",34,1,0,0,7.60090245954208,11.5129254649702,55,5
"06",29,1,0,0,7.27548005910745,11.0821425488778,60,8
"06",40,1,0,0,8.00636756765025,11.6952470217642,53,10
"06",39,1,0,1,7.53636393840451,11.2252433925184,23,3
"06",32,1,0,0,7.01311579463996,10.8197782844103,13,7
"06",29,1,0,1,7.51389108255245,11.0974100210086,61,9
"06",31,1,0,1,7.12286665859908,10.811746112713,48,10
"06",39,1,0,0,7.88858453199386,11.6952470217642,62,6
"06",27,1,0,0,7.05085612262281,11.2252433925184,62,6
"06",31,1,0,1,7.24422751560335,11.1562505210315,55,5
"06",33,3,0,1,8.08641027532378,11.7752897294377,21,2
"06",27,3,0,1,5.85793315448346,9.5468126085974,55,5
"06",39,4,1,1,8.00636756765025,11.6952470217642,55,5
"06",28,3,0,0,7.39326309476384,11.0821425488778,21,2
"06",38,3,0,1,7.60090245954208,11.289781913656,61,9
"06",38,1,0,1,7.60090245954208,11.5129254649702,62,6
"06",37,3,0,1,7.53636393840451,11.2252433925184,62,6
"06",27,1,0,1,7.46737106691756,11.1562505210315,62,6
"06",29,1,0,0,7.49554194388426,11.1844213979982,62,6
"06",40,1,0,0,7.82404601085629,11.5129254649702,19,1
"06",33,1,0,1,7.82404601085629,11.5129254649702,37,2
"06",30,4,0,1,6.90775527898214,10.5966347330961,52,5
"06",32,1,0,0,6.92973418570091,10.7363966754712,24,4
"06",40,3,0,1,7.60090245954208,11.289781913656,23,3
"06",36,1,1,0,6.93973832483519,10.6286177789491,24,4
"06",27,4,0,0,7.13089883029635,10.8197782844103,24,4
"06",39,1,1,1,7.49554194388426,11.1844213979982,62,6
"06",26,3,0,1,7.0475172213573,10.7363966754712,19,1
"06",37,3,0,0,7.22620901010067,10.9150884642146,53,10
"06",30,3,0,1,7.32974968904151,11.0186291431554,62,6
"06",29,1,0,1,7.77485576666552,11.6868787720937,55,5
"06",30,1,0,0,7.34601020991329,11.0348896640272,62,6
"06",35,1,0,1,7.13089883029635,10.8197782844103,52,5
"06",27,1,0,1,5.7037824746562,9.39266192877014,60,8
"06",36,2,1,1,7.18916773842032,10.8780471925343,52,5
"06",38,1,0,1,7.46737106691756,11.1562505210315,29,10
"06",40,1,0,0,8.41183267575841,12.1007121298723,62,6
"06",31,1,0,1,6.80239476332431,10.4912742174382,49,10
"06",28,1,0,1,7.19543735143392,11.0020998412042,19,1
"06",31,1,0,0,7.09007683577609,11.0020998412042,62,6
"06",39,1,1,0,8.00636756765025,11.6952470217642,64,8
