ST,PWGTP,AGEP,WAGP,WKHP,YOEP,FOD1P,NATIVITY,WAOB,weeks,race,hispanic,ftfy,fulltime,female,baby
13,79,38,80000,60,,5003,1,1,1,1,0,1,1,0,
13,80,37,30000,40,,6203,1,1,1,1,0,1,1,0,
13,97,37,62000,40,,3600,1,1,1,1,0,1,1,1,0
13,195,39,85000,45,2000,2406,2,4,1,3,0,1,1,1,0
13,82,33,53000,50,,6002,1,1,1,1,0,1,1,0,
13,80,31,15000,40,,2307,1,1,5,1,0,0,1,1,0
13,105,38,44000,40,2001,6105,2,4,1,3,0,1,1,0,
13,130,36,43000,40,2001,6105,2,4,1,3,0,1,1,1,0
13,118,36,13000,35,2005,1901,2,3,1,1,1,0,0,0,
13,220,32,65000,40,1999,3301,2,4,1,1,0,1,1,1,1
13,67,35,34000,42,2009,2400,2,6,4,2,0,0,1,0,
13,82,31,12000,12,,6004,1,1,4,1,0,0,0,1,0
13,255,40,61000,40,,6201,1,1,1,2,0,1,1,1,0
13,240,35,85000,45,,6203,1,1,1,1,0,1,1,0,
13,283,32,30000,40,,5200,1,1,1,2,0,1,1,1,0
13,245,35,175000,40,,3600,1,1,1,1,0,1,1,1,0
13,91,36,21000,40,,2100,1,1,5,2,0,0,1,1,0
13,67,31,26000,40,,6207,1,1,3,2,0,0,1,1,0
13,50,33,127000,45,,1901,1,1,1,1,0,1,1,1,0
13,56,33,50000,45,,5503,1,1,1,1,0,1,1,0,
13,164,32,105000,40,,6402,1,1,1,2,0,1,1,0,
13,55,35,44000,44,,5200,1,1,1,2,0,1,1,1,0
13,58,37,24000,46,,3600,1,1,1,2,0,1,1,1,0
13,65,34,90000,45,,2414,1,1,1,1,0,1,1,0,
13,80,40,115000,40,,5200,1,1,1,1,0,1,1,0,
13,13,37,10000,50,,2304,1,1,3,1,0,0,1,1,0
13,35,33,42500,40,,3301,1,1,1,2,0,1,1,0,
13,377,38,16000,40,2002,6203,2,3,1,4,1,1,1,0,
13,65,34,100000,40,,6212,1,1,1,1,0,1,1,0,
13,74,33,40000,40,2004,1902,2,3,1,1,0,1,1,1,0
13,63,37,69000,40,,2102,1,1,1,2,0,1,1,0,
13,42,39,53000,40,1975,6201,2,4,1,3,0,1,1,0,
13,97,35,50000,40,,2309,1,1,1,1,0,1,1,1,0
13,60,39,150000,45,,2407,1,1,1,1,0,1,1,0,
13,79,30,40000,40,,6004,1,1,1,1,0,1,1,1,1
13,90,30,59000,40,,2402,1,1,1,1,0,1,1,0,
13,147,38,23000,40,,6203,1,1,1,1,0,1,1,1,0
13,72,31,86000,40,,2100,1,1,2,3,0,0,1,1,0
13,132,31,60000,40,,3600,1,1,1,4,0,1,1,1,0
13,63,36,42000,35,,6207,1,1,1,1,0,0,0,0,
13,189,31,55000,48,,3600,1,1,1,2,0,1,1,0,
13,74,39,10000,5,,5507,1,1,1,1,0,0,0,1,0
13,80,40,72000,40,,6201,1,1,1,1,0,1,1,0,
13,310,30,13400,40,2008,6000,2,3,1,4,1,1,1,1,0
13,72,34,88000,50,,6201,1,1,1,4,1,1,1,0,
13,109,37,104000,40,1995,6109,2,4,1,3,0,1,1,1,0
13,52,30,76000,40,,5506,1,1,1,1,0,1,1,0,
13,89,40,140000,40,,2102,1,1,1,1,0,1,1,0,
13,77,37,314000,50,,1102,1,1,1,1,0,1,1,0,
13,98,39,14000,24,,3600,1,1,3,2,0,0,0,1,0
13,82,33,86000,52,,3600,1,1,1,1,0,1,1,0,
13,73,34,75000,40,2000,2414,2,4,3,3,0,0,1,0,
13,93,39,32000,45,,5200,1,1,1,2,0,1,1,0,
13,53,32,120000,40,,2504,1,1,1,1,0,1,1,0,
13,49,31,5600,40,,2304,1,1,5,1,0,0,1,1,0
13,187,36,87000,40,1998,6203,2,5,1,1,0,1,1,0,
13,49,36,2000,15,,3301,1,1,5,1,0,0,0,1,0
13,61,31,40000,40,,2304,1,1,1,1,0,1,1,1,0
13,50,35,71000,55,1998,2400,2,5,1,1,0,1,1,1,0
13,80,40,45000,40,,6206,1,1,1,1,0,1,1,0,
13,122,40,45000,40,1997,5200,2,3,1,2,0,1,1,0,
13,86,37,61000,40,,5200,1,1,1,1,0,1,1,1,0
13,82,31,30000,40,,5200,1,1,1,1,0,1,1,1,1
13,96,38,35000,40,,2304,1,1,1,1,0,1,1,1,0
13,65,33,40000,40,,2307,1,1,1,1,0,1,1,1,0
13,220,36,24700,40,1990,2400,2,6,1,2,0,1,1,0,
13,109,39,65000,40,,6203,1,1,1,1,0,1,1,0,
13,63,33,49500,40,,1903,1,1,1,2,0,1,1,0,
13,73,33,100000,40,,6204,1,1,3,1,0,0,1,0,
13,137,38,150000,40,,3401,1,1,1,1,0,1,1,1,0
13,86,38,22600,40,,4101,1,1,3,1,0,0,1,0,
13,66,33,68000,58,,6200,1,1,1,1,0,1,1,1,0
13,110,32,80000,36,,6212,1,1,1,1,0,1,1,0,
13,181,40,130000,40,,6402,1,1,1,1,0,1,1,1,0
13,37,36,52000,50,1975,5003,1,5,1,1,0,1,1,0,
13,82,37,30000,30,,1105,1,1,1,1,0,0,0,0,
13,96,37,52000,50,,6206,1,1,1,2,0,1,1,1,0
13,61,37,100000,55,,6200,1,1,1,3,0,1,1,0,
13,132,31,80000,40,2002,6206,2,3,1,1,0,1,1,1,1
13,151,33,55000,40,,6000,1,1,3,4,0,0,1,1,0
13,71,31,72000,40,1996,2102,2,3,1,4,1,1,1,0,
13,188,36,30000,50,,5007,1,1,3,2,0,0,1,1,0
13,74,40,77000,40,,2102,1,1,1,1,0,1,1,0,
13,300,32,49500,36,,6107,1,1,1,1,0,1,1,1,0
13,62,31,50000,50,,6200,1,1,1,1,0,1,1,0,
13,71,40,3000,40,,6206,1,1,6,4,0,0,1,0,
13,67,33,35000,50,,4901,1,1,1,1,0,1,1,0,
13,66,39,20000,40,,6205,1,1,1,2,0,1,1,1,0
13,62,35,40000,50,,5200,1,1,1,2,0,1,1,0,
13,84,36,127000,40,,5500,1,1,1,1,0,1,1,0,
13,72,34,80000,40,,6203,1,1,1,1,0,1,1,0,
13,54,38,80000,40,,2100,1,1,1,1,0,1,1,0,
13,52,38,70000,40,,3202,1,1,1,1,0,1,1,1,0
13,229,32,43200,45,,3301,1,1,1,2,0,1,1,1,0
13,75,31,46000,60,,6402,1,1,1,1,0,1,1,1,0
13,88,35,93000,40,,6212,1,1,1,1,0,1,1,1,0
13,24,35,45000,40,1988,6203,2,4,1,3,0,1,1,0,
13,63,34,79000,70,,6211,1,1,1,1,0,1,1,0,
13,142,34,24000,35,,6000,1,1,1,1,0,0,0,1,0
13,226,36,3800,30,,3301,1,1,6,1,0,0,0,1,0
13,83,36,24000,40,,5301,1,1,1,1,0,1,1,0,
13,309,35,135000,50,,3301,1,1,1,1,0,1,1,1,0
13,219,32,15000,40,,6206,1,1,1,1,0,1,1,0,
13,36,30,51000,50,,6402,1,1,1,1,0,1,1,0,
13,58,39,30000,40,,2599,1,1,1,4,0,1,1,0,
13,67,37,35000,40,,2312,1,1,1,1,0,1,1,1,0
13,122,40,65000,50,,5098,1,1,1,4,1,1,1,1,0
13,64,38,36000,50,,5500,1,1,1,1,0,1,1,0,
13,41,35,62000,50,,5901,1,1,1,1,0,1,1,1,0
13,110,32,84000,40,,2901,1,1,1,1,0,1,1,1,0
13,67,35,18500,40,,4101,1,1,1,1,0,1,1,0,
13,78,36,81000,40,,6207,1,1,1,1,0,1,1,0,
13,214,34,37000,40,,6107,1,1,1,1,0,1,1,1,0
13,115,38,26000,40,,6203,1,1,1,2,0,1,1,1,0
13,87,39,32000,40,,2300,1,1,1,1,0,1,1,1,0
13,73,39,60000,40,2000,6109,2,4,1,3,0,1,1,0,
13,75,33,46000,44,,3401,1,1,1,1,0,1,1,0,
13,64,40,36000,26,,5404,1,1,1,1,0,0,0,1,0
13,71,38,2500,20,,1901,1,1,4,1,0,0,0,1,1
13,87,37,36000,40,2000,2407,2,4,1,3,0,1,1,0,
13,220,39,53000,40,,6108,1,1,1,1,0,1,1,0,
13,79,36,41000,40,,1903,1,1,1,1,0,1,1,1,0
13,78,36,79000,40,,6402,1,1,1,1,0,1,1,0,
13,283,31,48000,40,,5200,1,1,1,1,0,1,1,0,
13,58,35,120000,50,,6206,1,1,1,1,0,1,1,0,
13,87,37,100000,40,1999,6203,2,5,1,2,0,1,1,1,0
13,85,35,45000,40,2002,2400,2,3,1,1,1,1,1,1,0
13,183,34,88000,60,,6107,1,1,1,1,0,1,1,1,0
13,68,30,50000,40,,1904,1,1,1,1,0,1,1,1,0
13,56,36,62000,40,,3600,1,1,1,1,0,1,1,1,0
13,96,31,130000,50,2006,2603,2,5,1,1,0,1,1,0,
13,81,33,106000,45,2006,6202,2,3,1,2,0,1,1,1,0
13,62,39,100000,50,,2408,1,1,1,2,0,1,1,0,
13,95,32,63000,40,,2100,1,1,1,1,0,1,1,1,0
13,233,36,314000,50,,1105,1,1,1,1,0,1,1,0,
13,244,34,63000,40,,6210,1,1,1,1,0,1,1,1,0
13,73,39,20000,40,,6211,1,1,1,1,0,1,1,0,
13,23,39,36000,40,,1904,1,1,1,1,0,1,1,1,0
13,69,35,11200,12,,6003,1,1,4,1,0,0,0,1,1
13,73,31,83000,60,,6203,1,1,2,1,0,0,1,0,
13,80,30,82000,55,,2300,1,1,1,1,0,1,1,1,0
13,53,39,22000,40,,2408,1,1,5,1,0,0,1,0,
13,60,40,85000,40,,6203,1,1,1,1,0,1,1,1,0
13,113,36,70000,40,1998,6207,2,3,1,1,1,1,1,0,
13,73,32,45000,50,,5200,1,1,1,1,0,1,1,1,0
13,85,31,48000,40,2000,1901,2,7,1,1,0,1,1,1,0
13,72,39,53000,40,,5301,1,1,1,1,0,1,1,0,
13,85,37,70000,45,,2100,1,1,1,4,0,1,1,0,
13,179,39,70000,40,1971,6203,1,4,1,4,0,1,1,0,
13,75,33,69000,99,,5200,1,1,1,1,0,1,1,0,
13,102,40,52000,40,1987,6201,2,3,1,2,0,1,1,1,0
13,162,30,6500,55,,3600,1,1,1,1,0,1,1,0,
13,61,34,30000,40,,6206,1,1,1,1,0,1,1,0,
13,66,39,30000,40,,6201,1,1,1,1,0,1,1,1,0
13,45,30,41000,40,,5003,1,1,1,2,0,1,1,1,0
13,74,31,45000,50,,6200,1,1,1,1,0,1,1,1,0
13,128,34,110000,60,,5301,1,1,1,1,0,1,1,0,
13,52,39,120000,65,,1103,1,1,1,1,0,1,1,0,
13,55,32,51000,40,,1901,1,1,1,1,0,1,1,0,
13,75,33,45000,45,,6201,1,1,4,1,0,0,1,0,
13,62,31,30000,40,,1902,1,1,1,3,0,1,1,1,0
13,59,31,70000,50,,6001,1,1,1,1,0,1,1,0,
13,79,39,100000,40,1999,5003,2,5,1,3,0,1,1,0,
13,68,38,70000,40,1985,6207,2,5,1,3,0,1,1,1,0
13,53,34,830,40,,2100,1,1,6,1,0,0,1,1,1
13,192,36,6000,27,,5200,1,1,4,2,0,0,0,1,0
13,68,30,37500,40,,6203,1,1,1,1,0,1,1,0,
13,137,35,24000,40,1984,6203,2,3,1,1,1,1,1,1,1
13,78,36,75000,40,,2100,1,1,1,1,0,1,1,0,
13,70,34,105000,45,,1904,1,1,1,1,0,1,1,1,0
13,90,39,55000,40,,5301,1,1,1,2,0,1,1,1,0
13,88,39,25500,55,,1902,1,1,1,1,0,1,1,0,
13,195,34,6700,20,,6002,1,1,1,2,0,0,0,0,
13,36,40,39000,50,1980,2102,2,4,1,3,0,1,1,1,0
13,31,37,60000,50,,4101,1,1,1,1,0,1,1,0,
13,284,36,19000,35,2000,1901,2,6,1,2,0,0,0,0,
13,79,37,55000,45,1983,6203,2,3,1,2,0,1,1,0,
13,99,33,12000,40,2005,2308,2,6,6,2,0,0,1,1,0
13,95,39,82000,40,,2409,1,1,1,1,0,1,1,0,
13,67,39,34600,40,,2408,1,1,5,1,0,0,1,0,
13,86,39,56000,45,,6203,1,1,1,2,0,1,1,0,
13,44,39,30000,40,,4801,1,1,4,1,0,0,1,1,0
13,94,38,32400,40,,6206,1,1,1,2,0,1,1,1,0
13,75,34,43500,40,,5003,1,1,1,2,0,1,1,1,0
13,63,37,150000,50,,5601,1,1,1,1,0,1,1,0,
13,65,37,150000,40,,2408,1,1,1,1,0,1,1,0,
13,65,37,15000,20,,1103,1,1,1,1,0,0,0,1,0
13,87,40,72000,40,1970,6203,1,4,1,1,0,1,1,1,0
13,86,33,5000,40,,2314,1,1,6,4,0,0,1,1,0
13,56,38,24000,48,,6203,1,1,1,1,0,1,1,1,0
13,93,40,30000,50,,2502,1,1,1,1,0,1,1,0,
13,77,40,72000,45,,1302,1,1,1,1,0,1,1,0,
13,99,40,25000,40,,1901,1,1,1,1,0,1,1,0,
13,273,40,35000,40,,3609,1,1,1,1,0,1,1,0,
13,183,36,50000,40,,6203,1,1,1,1,0,1,1,1,0
13,42,38,70000,40,,6203,1,1,1,1,0,1,1,1,0
13,50,37,95000,40,1998,2102,2,4,1,3,0,1,1,0,
13,75,30,5000,33,,6207,1,1,4,1,0,0,0,1,0
13,77,35,47000,40,,5200,1,1,1,1,0,1,1,1,0
13,65,30,72000,50,,2102,1,1,1,1,0,1,1,0,
13,69,32,54000,40,,6203,1,1,1,1,0,1,1,1,0
13,72,37,24000,60,,6200,1,1,1,1,0,1,1,0,
13,22,31,39000,60,,2901,1,1,4,1,0,0,1,1,0
13,96,34,38400,40,,6207,1,1,1,2,0,1,1,0,
13,96,38,100000,40,1993,2102,2,5,1,1,0,1,1,0,
13,90,30,60000,60,,4801,1,1,1,1,0,1,1,0,
13,107,39,29000,40,,6107,1,1,1,1,0,1,1,1,0
13,61,34,34000,40,,6200,1,1,1,1,0,1,1,1,0
13,93,33,94000,45,,2405,1,1,1,1,0,1,1,0,
13,76,30,32000,40,,5506,1,1,1,3,0,1,1,1,1
13,144,38,102000,36,,6107,1,1,1,1,0,1,1,1,0
13,85,33,58000,40,,1401,1,1,2,1,0,0,1,0,
13,82,32,50000,40,,5507,1,1,1,1,0,1,1,1,0
13,136,36,12000,40,,5301,1,1,5,2,0,0,1,0,
13,61,36,110000,60,2010,3602,2,6,3,2,0,0,1,0,
13,87,35,55000,50,,2400,1,1,1,2,0,1,1,0,
13,141,37,43000,65,,2300,1,1,1,1,0,1,1,0,
13,146,30,37500,40,,4801,1,1,1,2,0,1,1,1,0
13,83,32,8000,45,,6203,1,1,1,1,0,1,1,1,1
13,77,39,22600,40,1979,6201,2,4,1,3,0,1,1,1,0
13,77,38,55000,40,,2408,1,1,1,1,0,1,1,0,
13,235,30,90000,40,,5506,1,1,1,2,0,1,1,1,0
13,175,38,60000,40,,2399,1,1,1,2,0,1,1,1,0
13,267,36,40000,40,,6200,1,1,1,2,0,1,1,1,0
13,187,40,100000,60,,2102,1,1,1,1,0,1,1,0,
13,58,38,80000,43,,2100,1,1,1,1,0,1,1,0,
13,219,30,28000,40,,6203,1,1,1,2,0,1,1,1,0
13,280,34,4000,29,1994,6004,2,3,5,1,1,0,0,1,1
13,370,35,45000,40,,6207,1,1,1,2,0,1,1,1,0
13,105,38,85000,40,,1901,1,1,1,1,0,1,1,0,
13,71,30,75000,40,2008,1100,2,4,1,3,0,1,1,0,
13,435,30,90000,40,,3700,1,1,1,1,0,1,1,0,
13,79,31,45000,45,,6203,1,1,1,2,0,1,1,1,0
13,247,40,108000,45,,6207,1,1,1,1,0,1,1,0,
13,72,36,120000,70,,2408,1,1,1,1,0,1,1,0,
13,57,36,1100,40,,2901,1,1,6,1,0,0,1,1,0
13,69,37,68000,45,,2102,1,1,1,2,0,1,1,1,0
13,224,39,45000,40,,6200,1,1,2,1,0,0,1,1,0
13,147,30,15000,40,,6200,1,1,1,1,0,1,1,1,0
13,75,32,54000,50,,2306,1,1,1,1,0,1,1,1,0
13,46,39,32000,52,,6203,1,1,1,1,0,1,1,0,
13,51,39,50000,45,,1902,1,1,1,1,0,1,1,1,0
13,27,35,22500,50,,2100,1,1,3,4,0,0,1,0,
13,189,33,78000,40,2008,2400,2,4,1,3,0,1,1,0,
13,226,33,60000,50,,6201,1,1,1,1,0,1,1,1,0
13,281,31,85000,50,,2101,1,1,1,1,1,1,1,0,
13,85,30,33000,40,,5200,1,1,1,1,0,1,1,1,0
13,87,35,35000,40,1994,6212,2,4,1,3,0,1,1,0,
13,106,34,25000,40,2005,6107,2,4,1,3,0,1,1,1,0
13,56,39,26000,25,,2300,1,1,2,1,0,0,0,1,0
13,100,38,34000,40,,2312,1,1,1,1,0,1,1,1,0
13,24,33,35000,50,,6201,1,1,1,1,0,1,1,1,0
13,110,38,10000,20,,2312,1,1,5,1,0,0,0,1,0
13,95,36,140000,50,,6207,1,1,1,1,0,1,1,0,
13,58,31,38000,40,,5301,1,1,1,1,0,1,1,0,
13,95,33,32000,40,,2300,1,1,1,1,0,1,1,1,0
13,103,37,50000,40,,6207,1,1,1,1,0,1,1,0,
13,53,39,180000,45,,2901,1,1,1,1,0,1,1,0,
13,63,39,90000,45,,6203,1,1,1,2,0,1,1,1,0
13,59,35,70000,45,,6206,1,1,1,1,0,1,1,0,
13,125,38,160000,50,,1102,1,1,1,1,0,1,1,0,
13,58,36,314000,50,,5506,1,1,1,1,0,1,1,0,
13,55,40,42000,40,,2412,1,1,1,2,0,1,1,0,
13,77,40,40000,60,,6203,1,1,1,1,0,1,1,1,0
13,183,34,80000,40,,3700,1,1,1,1,0,1,1,0,
13,112,33,69000,40,,2408,1,1,1,1,1,1,1,0,
13,16,38,59000,32,,2406,1,1,1,1,0,0,0,0,
13,72,30,43000,40,,3600,1,1,1,1,0,1,1,1,1
13,76,30,82000,40,,2407,1,1,1,1,0,1,1,0,
13,149,32,30000,40,,6203,1,1,1,1,0,1,1,0,
13,107,37,54000,40,,4101,1,1,1,1,0,1,1,0,
13,143,37,70000,45,,5506,1,1,3,2,0,0,1,1,0
13,112,35,35000,50,,2602,1,1,3,1,1,0,1,1,1
13,64,35,60000,48,,5901,1,1,1,1,0,1,1,0,
13,53,39,18000,60,2007,5003,2,4,1,3,0,1,1,0,
13,75,33,80000,50,,6201,1,1,2,1,0,0,1,1,1
13,85,36,65000,40,,6203,1,1,1,1,0,1,1,0,
13,93,35,52000,40,,5404,1,1,1,1,0,1,1,0,
13,135,35,28700,40,,2501,1,1,1,1,0,1,1,0,
13,196,33,47000,42,1994,5003,1,2,1,4,1,1,1,1,0
13,77,34,32000,65,,6203,1,1,4,1,0,0,1,0,
13,13,37,29400,40,,5200,1,1,1,1,0,1,1,1,0
13,181,31,50000,40,1994,2412,2,3,1,2,0,1,1,0,
13,56,36,72000,40,,2901,1,1,1,1,0,1,1,1,0
13,199,37,25000,55,1994,3601,2,5,3,1,0,0,1,1,0
13,95,34,41000,40,,2312,1,1,1,2,0,1,1,1,0
13,52,40,60000,50,,3401,1,1,1,2,0,1,1,0,
13,72,37,13300,40,,6000,1,1,6,2,0,0,1,1,0
13,135,39,50000,40,,2300,1,1,1,1,0,1,1,0,
13,93,34,35000,40,,2300,1,1,1,1,0,1,1,1,0
13,59,35,120000,60,,2413,1,1,1,1,0,1,1,0,
13,76,30,30000,40,,3700,1,1,1,1,0,1,1,1,0
13,110,35,41600,32,,5200,1,1,1,1,0,0,0,1,0
13,88,32,76000,40,,1101,1,1,1,1,0,1,1,0,
13,129,31,46000,40,,1901,1,1,1,2,0,1,1,1,0
13,110,33,3000,3,,2313,1,1,5,1,0,0,0,1,0
13,98,40,120000,60,,6203,1,1,1,1,0,1,1,0,
13,70,40,314000,60,,3600,1,1,1,1,0,1,1,1,0
13,87,30,18000,40,1990,2304,2,3,1,1,1,1,1,1,0
13,231,40,55000,50,,2501,1,1,1,1,0,1,1,0,
13,80,40,107000,45,,6004,1,1,1,1,0,1,1,0,
13,124,33,36000,40,,6211,1,1,1,1,0,1,1,0,
13,73,39,50000,40,,6203,1,1,1,2,0,1,1,0,
13,70,30,116000,50,,3701,1,1,1,1,0,1,1,1,0
13,81,37,130000,30,,6005,1,1,1,1,0,0,0,0,
13,166,34,70000,25,,4101,1,1,1,1,0,0,0,0,
13,515,35,31600,40,,6206,1,1,1,2,0,1,1,1,0
13,288,30,39000,40,,5200,1,1,1,1,0,1,1,1,0
13,164,33,85000,45,,3600,1,1,1,1,0,1,1,0,
13,102,31,93000,70,,2406,1,1,1,1,0,1,1,0,
13,78,30,93000,50,,4801,1,1,1,1,0,1,1,1,1
13,83,32,36000,40,,1902,1,1,1,1,0,1,1,0,
13,55,37,23000,40,,5504,1,1,1,1,0,1,1,0,
13,112,37,40000,40,,6109,1,1,1,1,0,1,1,1,0
13,237,38,28000,40,2003,5501,2,6,1,2,0,1,1,0,
13,103,40,175000,30,,2100,1,1,1,1,0,0,0,1,0
13,210,37,35000,40,,2400,1,1,1,2,0,1,1,1,0
13,58,33,20000,30,,5506,1,1,3,2,0,0,0,1,0
13,104,35,62000,30,,1902,1,1,2,1,0,0,0,1,1
13,94,36,110000,50,1976,1903,1,4,2,1,0,0,1,0,
13,121,37,79000,40,,6203,1,1,1,1,0,1,1,0,
13,69,38,50000,30,,6100,1,1,1,1,0,0,0,1,0
13,51,40,75000,48,,6206,1,1,1,1,0,1,1,0,
13,59,39,56000,40,,6203,1,1,1,1,0,1,1,1,0
13,84,36,42000,45,,6002,1,1,4,1,0,0,1,1,0
13,80,38,103000,60,,2408,1,1,1,1,0,1,1,0,
13,77,39,2000,10,,3301,1,1,3,1,0,0,0,1,0
13,72,36,110000,45,,5200,1,1,1,1,0,1,1,1,0
13,4,40,42000,78,2004,6200,2,4,1,3,0,1,1,0,
13,6,39,25000,50,2004,6200,2,4,1,3,0,1,1,1,0
13,23,38,40000,48,,5200,1,1,1,1,0,1,1,0,
13,38,37,60000,40,,6206,1,1,1,1,0,1,1,0,
13,95,40,95000,40,,1901,1,1,1,1,0,1,1,0,
13,99,30,99000,45,,1105,1,1,1,1,0,1,1,1,0
13,89,40,25000,33,,5200,1,1,1,1,0,0,0,1,0
13,51,39,120000,50,,6200,1,1,1,1,0,1,1,0,
13,15,30,21700,60,,6206,1,1,1,1,0,1,1,0,
13,100,35,80000,50,,6207,1,1,1,1,0,1,1,0,
13,23,33,36000,50,,1101,1,1,1,1,0,1,1,0,
13,61,32,32000,40,,6107,1,1,1,1,0,1,1,1,1
13,142,32,16000,40,,6402,1,1,3,2,0,0,1,0,
13,59,33,19000,40,,3301,1,1,4,1,0,0,1,1,0
13,230,40,20000,30,,6203,1,1,1,1,0,0,0,1,0
13,56,35,50000,60,,4801,1,1,1,1,0,1,1,0,
13,72,38,90000,40,1998,2407,2,3,1,1,1,1,1,1,0
13,72,39,100000,40,1997,2407,2,3,1,1,1,1,1,0,
13,98,32,97000,60,,2105,1,1,1,1,0,1,1,0,
13,83,38,100000,40,,6007,1,1,1,1,0,1,1,0,
13,79,34,41000,45,,2304,1,1,1,1,0,1,1,1,0
13,83,37,20000,40,,2308,1,1,1,1,0,1,1,1,0
13,90,35,314000,40,,6206,1,1,1,1,0,1,1,0,
13,70,33,20000,40,,6003,1,1,1,1,0,1,1,1,0
13,64,39,190000,50,,2408,1,1,1,1,0,1,1,0,
13,65,32,15000,40,,5102,1,1,1,1,0,1,1,1,0
13,56,33,10300,30,,2100,1,1,5,1,0,0,0,0,
13,94,38,140000,40,,5003,1,1,1,1,0,1,1,0,
13,113,36,34000,40,,1302,1,1,1,1,0,1,1,0,
13,143,40,38000,40,,3600,1,1,1,1,0,1,1,1,0
13,88,38,42000,55,2009,2312,2,5,1,1,0,1,1,0,
13,78,30,70000,45,,2414,1,1,1,3,0,1,1,0,
13,53,40,22500,30,1995,6201,2,4,1,3,0,0,0,1,0
13,102,38,22800,40,,1401,1,1,1,2,0,1,1,0,
13,49,36,85000,50,,3801,1,1,1,2,1,1,1,0,
13,115,34,49000,42,,6299,1,1,1,2,0,1,1,1,0
13,71,33,74000,40,,5301,1,1,1,2,0,1,1,1,0
13,68,33,86000,40,,5301,1,1,1,2,0,1,1,0,
13,78,33,30000,40,,6102,1,1,1,2,0,1,1,1,0
13,77,32,20000,35,,5200,1,1,3,2,0,0,0,0,
13,165,34,30000,40,,5301,1,1,4,1,0,0,1,1,0
13,77,36,47000,40,,1302,1,1,1,1,0,1,1,0,
13,55,32,44000,40,,6201,1,1,1,1,0,1,1,1,0
13,99,31,64000,45,,4801,1,1,1,1,0,1,1,1,0
13,257,39,85000,50,,6206,1,1,1,2,0,1,1,0,
13,274,38,61000,45,1994,6203,2,6,1,2,0,1,1,1,0
13,55,38,45000,60,,6203,1,1,1,1,0,1,1,0,
13,181,39,55000,42,,5506,1,1,1,1,0,1,1,0,
13,66,35,107000,45,,6206,1,1,1,1,0,1,1,1,0
13,60,35,85000,40,,6200,1,1,1,1,0,1,1,0,
13,85,32,60000,36,,6107,1,1,1,1,0,1,1,1,1
15,23,32,42000,40,1982,2500,2,4,1,3,0,1,1,0,
15,93,40,54000,40,,5501,1,1,1,3,0,1,1,0,
15,77,40,92000,50,,6203,1,1,1,1,1,1,1,1,0
15,153,38,40000,4,,1902,1,1,1,1,0,0,0,0,
15,61,32,50000,40,,4101,1,1,1,3,0,1,1,0,
15,105,30,60000,24,,5200,1,1,1,1,0,0,0,1,1
15,71,36,31000,40,1990,6203,2,4,1,3,0,1,1,0,
15,53,33,50000,40,,5200,1,1,1,3,0,1,1,1,1
15,127,32,2600,36,2000,6107,1,4,4,3,0,0,1,1,0
15,86,35,90000,40,2007,5200,1,4,1,3,0,1,1,0,
15,86,40,80000,40,,1103,1,1,1,1,0,1,1,0,
15,85,35,81000,40,,2100,1,1,1,3,0,1,1,0,
15,94,36,56000,40,,2304,1,1,1,1,0,1,1,0,
15,209,35,80000,40,,5501,1,1,1,3,0,1,1,0,
15,218,35,50000,40,,2300,1,1,1,3,0,1,1,1,0
15,112,35,75000,40,,5504,1,1,1,4,0,1,1,0,
15,230,34,45000,50,,2307,1,1,1,1,0,1,1,1,0
15,74,38,57000,35,,2307,1,1,3,1,0,0,0,0,
15,92,36,58000,40,,6105,1,1,1,3,0,1,1,1,1
15,72,38,78000,40,1993,6107,2,4,1,3,0,1,1,0,
15,88,37,50000,40,,6200,1,1,1,1,0,1,1,0,
15,106,38,65000,38,,3301,1,1,1,3,0,1,1,0,
15,90,34,70000,50,,6199,1,1,1,3,0,1,1,1,0
15,68,33,49000,45,,6402,1,1,1,4,0,1,1,1,0
15,66,31,14000,32,,3301,1,1,3,4,0,0,0,1,1
15,70,34,56000,40,,6104,1,1,1,3,0,1,1,1,0
15,305,37,40000,40,1975,1901,2,4,1,3,0,1,1,0,
15,71,36,30000,40,,5507,1,1,1,4,0,1,1,1,0
15,143,39,80000,65,,1901,1,1,1,1,1,1,1,1,0
15,43,31,36000,40,,6207,1,1,1,1,0,1,1,1,0
15,84,38,45000,45,,6203,1,1,1,3,0,1,1,1,0
15,61,37,36400,40,2001,2405,2,4,1,3,0,1,1,1,0
15,98,31,5400,30,,6001,1,1,1,1,0,0,0,1,0
15,128,34,8000,30,,6203,1,1,3,1,0,0,0,1,0
15,53,40,10000,40,,3700,1,1,4,1,0,0,1,0,
15,53,35,36800,77,,1501,1,1,1,2,0,1,1,0,
15,67,35,38300,63,1994,2105,2,8,1,4,0,1,1,1,0
15,100,39,75000,40,,6107,1,1,1,1,0,1,1,1,0
15,76,30,55000,40,,5003,1,1,1,3,0,1,1,1,0
15,166,40,40000,20,,5098,1,1,2,1,0,0,0,0,
15,79,36,118000,36,1993,6107,2,4,1,3,0,1,1,0,
15,153,30,30000,40,,3600,1,1,1,1,0,1,1,1,0
15,72,40,125000,45,1972,2499,1,4,1,1,0,1,1,0,
15,73,35,90000,60,,6206,1,1,1,4,0,1,1,0,
15,89,38,50000,40,,6402,1,1,1,3,0,1,1,1,0
