ST,PWGTP,AGEP,WAGP,WKHP,YOEP,FOD1P,NATIVITY,WAOB,weeks,race,hispanic,ftfy,fulltime,female,baby
26,94,31,47800,44,,5098,1,1,1,1,0,1,1,0,
26,54,32,32000,40,,1901,1,1,1,1,0,1,1,1,0
26,171,30,65000,50,,5301,1,1,1,1,0,1,1,0,
26,57,38,22000,40,,1904,1,1,1,1,0,1,1,1,0
26,120,39,6700,40,,5601,1,1,6,1,0,0,1,0,
26,138,39,142000,60,,2414,1,1,1,1,0,1,1,0,
26,107,34,70000,40,,2102,1,1,1,1,1,1,1,0,
26,32,40,55000,35,,2304,1,1,1,1,0,0,0,1,0
26,407,30,54000,40,2007,2400,2,4,1,3,0,1,1,0,
26,95,38,69000,50,,2304,1,1,3,1,0,0,1,1,0
26,98,39,36000,80,,6109,1,1,3,1,0,0,1,0,
26,146,39,18000,40,,2313,1,1,3,1,0,0,1,1,0
26,86,34,34600,40,,6206,1,1,1,1,0,1,1,0,
26,99,32,45000,32,,6103,1,1,1,1,0,0,0,1,0
26,248,38,12000,3,,2311,1,1,1,2,0,0,0,0,
26,102,39,68000,40,,6201,1,1,3,2,0,0,1,0,
26,230,32,70000,50,,6200,1,1,1,1,0,1,1,0,
26,89,31,32900,40,,6206,1,1,3,1,0,0,1,1,1
26,73,38,85000,45,,1903,1,1,1,1,0,1,1,0,
26,183,34,58000,40,,6203,1,1,1,1,0,1,1,1,0
26,91,30,47000,40,,3600,1,1,1,1,0,1,1,1,0
26,117,39,87000,40,,6201,1,1,1,1,0,1,1,1,0
26,120,33,130000,80,,6200,1,1,1,1,0,1,1,0,
26,154,30,35000,40,,5200,1,1,1,1,0,1,1,1,0
26,32,31,39000,45,,2304,1,1,1,1,0,1,1,1,1
26,33,33,58000,42,,2313,1,1,1,1,0,1,1,0,
26,64,36,53000,60,,6203,1,1,1,1,1,1,1,0,
26,108,33,65000,40,,6203,1,1,1,1,0,1,1,0,
26,142,36,60000,45,,6209,1,1,1,1,0,1,1,1,0
26,122,36,52000,40,,6000,1,1,1,1,0,1,1,1,0
26,79,37,35000,50,,2412,1,1,1,1,0,1,1,1,0
26,88,30,81000,55,,2500,1,1,1,1,0,1,1,0,
26,64,31,5300,20,,2400,1,1,5,2,0,0,0,0,
26,143,34,25000,40,1976,6201,2,4,1,3,0,1,1,1,0
26,130,35,49400,40,,2001,1,1,2,1,0,0,1,1,0
26,82,30,42000,45,,6299,1,1,1,1,0,1,1,0,
26,51,40,8000,8,,1901,1,1,4,4,1,0,0,0,
26,52,40,25000,40,,6201,1,1,1,1,0,1,1,1,0
26,220,30,20000,60,,6207,1,1,5,1,0,0,1,0,
26,134,35,48000,37,,6109,1,1,1,1,0,1,1,1,0
26,79,35,64000,40,,5301,1,1,1,2,0,1,1,0,
26,111,36,56000,40,,6203,1,1,1,1,0,1,1,1,0
26,122,37,65000,40,,2414,1,1,1,1,0,1,1,0,
26,59,32,65000,50,,2414,1,1,1,1,0,1,1,0,
26,155,35,25000,25,,6109,1,1,4,1,0,0,0,1,0
26,140,38,294000,45,,5601,1,1,1,1,0,1,1,0,
26,33,32,53000,36,,3600,1,1,1,1,0,1,1,1,0
26,107,38,33300,24,,1901,1,1,1,1,0,0,0,1,0
26,58,32,8300,40,,3301,1,1,5,1,0,0,1,1,0
26,95,35,170000,50,,5200,1,1,1,1,0,1,1,0,
26,23,35,81000,40,,2406,1,1,1,1,0,1,1,0,
26,96,37,8000,25,,2309,1,1,1,1,0,0,0,1,0
26,32,33,40000,40,,6201,1,1,1,1,0,1,1,1,0
26,23,37,95000,50,,2412,1,1,1,1,0,1,1,0,
26,324,39,5000,40,,6203,1,1,5,1,1,0,1,1,0
26,106,35,51000,40,,6004,1,1,1,1,0,1,1,0,
26,422,38,101000,45,,2408,1,1,1,1,0,1,1,0,
26,153,31,4900,18,,6201,1,1,1,2,0,0,0,1,0
26,105,36,45000,40,,2305,1,1,1,1,0,1,1,0,
26,242,35,55000,40,,6200,1,1,1,1,0,1,1,1,0
26,100,34,14000,20,,6007,1,1,1,1,0,0,0,0,
26,107,31,58000,60,,4101,1,1,1,1,0,1,1,0,
26,40,33,54000,40,,5004,1,1,1,1,0,1,1,0,
26,86,38,12000,10,1977,6203,2,5,1,1,0,0,0,1,0
26,55,36,16000,20,,6109,1,1,1,1,0,0,0,1,0
26,85,38,100000,40,,6207,1,1,1,1,0,1,1,0,
26,128,35,84000,50,,6206,1,1,1,1,0,1,1,0,
26,120,35,60000,40,,2407,1,1,1,2,0,1,1,0,
26,168,31,80000,60,,2300,1,1,3,2,0,0,1,0,
26,98,39,43000,47,,6402,1,1,1,1,0,1,1,0,
26,99,40,18000,33,,2304,1,1,4,1,0,0,0,1,0
26,84,39,11000,50,,2406,1,1,1,1,0,1,1,0,
26,138,39,81000,50,,6203,1,1,1,1,0,1,1,0,
26,71,40,68000,40,,2406,1,1,1,1,1,1,1,0,
26,88,36,61000,60,,3700,1,1,1,1,0,1,1,0,
26,92,40,80000,40,,3700,1,1,1,1,0,1,1,1,0
26,137,40,39000,40,,5301,1,1,1,1,0,1,1,0,
26,134,38,9000,15,,5200,1,1,3,1,0,0,0,1,0
26,42,33,54000,45,,2304,1,1,1,1,0,1,1,1,0
26,81,33,76000,40,,2414,1,1,1,4,0,1,1,0,
26,24,34,83000,40,,2503,1,1,1,1,0,1,1,0,
26,116,34,20000,16,,6107,1,1,1,1,0,0,0,1,0
26,71,35,12800,40,,6107,1,1,6,1,0,0,1,1,0
26,36,36,4100,20,,5404,1,1,3,1,0,0,0,1,0
26,51,32,20000,35,,5507,1,1,1,4,0,0,0,1,0
26,110,30,52000,37,,5507,1,1,1,1,0,1,1,0,
26,154,37,23000,45,,6203,1,1,1,1,0,1,1,1,0
26,96,39,112000,40,,6203,1,1,1,1,0,1,1,0,
26,16,37,70000,40,,5301,1,1,1,1,0,1,1,1,0
26,68,34,30000,40,,3301,1,1,1,1,0,1,1,1,0
26,125,34,50000,50,,5301,1,1,1,1,0,1,1,0,
26,104,40,78000,40,,6201,1,1,1,2,0,1,1,0,
26,79,40,35000,80,,6211,1,1,1,1,0,1,1,0,
26,130,36,82000,40,,5601,1,1,1,1,0,1,1,0,
26,114,35,35000,40,2010,4801,2,4,3,3,0,0,1,1,0
26,179,40,91000,45,,5507,1,1,1,1,0,1,1,0,
26,79,38,30000,50,,6201,1,1,1,1,0,1,1,1,1
26,30,38,24000,40,,6207,1,1,1,1,0,1,1,1,0
26,39,37,15000,35,,6200,1,1,1,1,0,0,0,1,0
26,132,31,41000,44,,6203,1,1,1,1,0,1,1,1,0
26,127,36,22800,40,,5403,1,1,3,1,0,0,1,1,1
26,86,38,150000,60,,3301,1,1,1,1,0,1,1,0,
26,108,30,55000,55,,6203,1,1,1,1,0,1,1,0,
26,58,39,15300,50,1992,2407,2,4,1,3,0,1,1,1,0
26,70,33,55000,40,,5601,1,1,3,1,0,0,1,0,
26,89,31,66000,42,,5002,1,1,1,1,0,1,1,1,0
26,99,36,55000,45,,6206,1,1,1,1,0,1,1,1,0
26,89,32,66000,40,,2412,1,1,1,1,0,1,1,1,0
26,84,31,90000,40,,2414,1,1,1,1,0,1,1,0,
26,102,38,50000,45,,2408,1,1,1,1,0,1,1,0,
26,32,30,15000,25,,2312,1,1,4,1,0,0,0,0,
26,58,39,45000,40,,3600,1,1,1,1,0,1,1,1,0
26,84,31,42500,38,,6203,1,1,1,1,0,1,1,1,1
26,201,36,58000,40,,5301,1,1,1,2,0,1,1,1,0
26,23,36,24000,52,,1303,1,1,1,1,0,1,1,1,0
26,86,34,50000,40,,6006,1,1,1,1,0,1,1,1,0
26,138,36,12000,30,,6000,1,1,5,1,0,0,0,1,0
26,90,38,320,3,,6004,1,1,6,1,0,0,0,1,0
26,81,38,61000,50,,2304,1,1,1,1,0,1,1,0,
26,71,36,65000,40,1998,6107,2,4,1,3,0,1,1,0,
26,107,37,55000,40,1990,6206,2,4,1,3,0,1,1,1,0
26,101,35,18400,40,,3301,1,1,1,1,0,1,1,1,0
26,97,39,120000,52,,6107,1,1,1,1,0,1,1,0,
26,34,30,61000,40,,2414,1,1,1,1,0,1,1,0,
26,128,33,78000,50,,2414,1,1,1,1,0,1,1,0,
26,116,40,52000,45,,6203,1,1,1,1,0,1,1,1,0
26,98,39,60000,50,,5901,1,1,1,1,0,1,1,0,
26,17,31,70000,60,,5301,1,1,1,1,0,1,1,0,
26,254,40,20000,40,,6203,1,1,5,1,0,0,1,0,
26,100,30,9800,24,,3600,1,1,5,1,0,0,0,1,1
26,119,32,100000,60,,5601,1,1,1,1,0,1,1,0,
26,89,31,55000,52,,6201,1,1,1,1,0,1,1,1,0
26,128,32,35000,40,,1903,1,1,1,2,0,1,1,1,0
26,24,32,19000,40,,6000,1,1,1,1,0,1,1,0,
26,124,35,140000,60,,5301,1,1,1,1,0,1,1,0,
26,90,39,1200,15,,5200,1,1,5,1,0,0,0,1,0
26,91,38,70000,28,,1901,1,1,1,1,0,0,0,1,0
26,91,30,35000,40,,5401,1,1,1,1,0,1,1,1,0
26,90,34,28000,40,,2304,1,1,1,1,0,1,1,1,0
26,97,37,95000,50,,6201,1,1,1,1,0,1,1,0,
26,77,39,50000,40,,2100,1,1,1,2,0,1,1,1,0
26,86,39,112000,60,,2400,1,1,1,1,0,1,1,0,
26,124,40,80000,56,,6204,1,1,1,1,0,1,1,0,
26,34,38,70000,40,,1904,1,1,1,1,0,1,1,0,
26,79,35,23000,40,2003,6203,2,5,1,1,0,1,1,1,0
26,121,32,40000,35,,6206,1,1,1,1,0,0,0,1,0
26,117,30,70000,40,,5200,1,1,1,1,0,1,1,1,0
26,34,31,16000,30,,2901,1,1,1,1,0,0,0,1,0
26,414,40,86000,60,1978,2414,2,4,1,3,0,1,1,0,
26,83,35,26400,40,,1902,1,1,1,1,0,1,1,1,0
26,122,37,30000,45,,6005,1,1,1,1,0,1,1,0,
26,85,32,55000,40,,6206,1,1,1,1,0,1,1,0,
26,91,35,25500,40,,2300,1,1,4,1,0,0,1,1,0
26,161,30,46900,40,1995,5200,2,5,1,1,0,1,1,1,0
26,43,30,27000,50,,6201,1,1,1,1,0,1,1,1,0
26,92,36,91000,45,,5301,1,1,1,1,0,1,1,0,
26,34,33,47000,40,,2100,1,1,1,1,0,1,1,0,
26,27,31,32500,30,,6209,1,1,1,1,0,0,0,1,1
26,27,37,55000,40,,3608,1,1,1,1,0,1,1,1,0
26,139,35,40000,45,,3401,1,1,1,1,0,1,1,1,1
26,99,39,34000,45,,2300,1,1,1,1,0,1,1,0,
26,29,39,65000,50,,3202,1,1,1,1,0,1,1,0,
26,88,38,43000,40,,2300,1,1,1,1,0,1,1,1,0
26,191,31,56000,40,,5001,1,1,1,1,0,1,1,0,
26,108,31,32000,24,,2400,1,1,1,1,0,0,0,1,0
26,96,31,108000,50,,2406,1,1,1,1,0,1,1,0,
26,129,37,400,4,,1904,1,1,6,1,0,0,0,1,0
26,82,40,90000,40,,6203,1,1,1,1,0,1,1,0,
26,78,40,95000,47,,2100,1,1,1,1,0,1,1,0,
26,321,35,1200,40,,2101,1,1,6,2,0,0,1,1,0
26,121,31,56000,40,,5301,1,1,1,1,0,1,1,0,
26,29,37,7000,40,,5601,1,1,6,1,0,0,1,1,0
26,77,34,120000,32,,6203,1,1,1,1,0,0,0,0,
26,151,37,70000,40,1973,6203,2,4,1,3,0,1,1,0,
26,126,37,67000,40,,6200,1,1,1,1,0,1,1,1,0
26,24,37,31000,40,,6206,1,1,1,1,0,1,1,1,0
26,112,34,18000,32,2000,6203,2,6,1,2,0,0,0,1,0
26,83,40,52000,40,,6203,1,1,1,1,0,1,1,1,0
26,32,30,50000,82,,6203,1,1,1,4,0,1,1,1,0
26,112,32,89000,40,1999,2407,2,4,1,3,0,1,1,1,0
26,23,34,3200,40,,3600,1,1,6,1,0,0,1,1,1
26,112,36,45000,40,,6203,1,1,1,1,0,1,1,1,0
26,116,38,65000,40,,2414,1,1,1,1,0,1,1,0,
26,28,38,59000,40,,2311,1,1,4,1,0,0,1,1,0
26,116,39,16900,40,,6402,1,1,5,1,0,0,1,1,0
26,46,38,16000,70,,2416,1,1,1,1,0,1,1,0,
26,56,32,75000,40,,2406,1,1,1,1,0,1,1,0,
26,36,38,40000,40,,6105,1,1,1,1,0,1,1,1,0
26,64,30,32300,40,,4101,1,1,1,1,0,1,1,1,0
26,111,40,30000,35,,6206,1,1,1,3,0,0,0,1,0
26,117,34,48000,40,,6207,1,1,1,1,0,1,1,1,0
26,143,31,120000,80,,6200,1,1,1,1,0,1,1,0,
26,105,32,18000,40,,2100,1,1,1,1,0,1,1,1,0
26,24,39,56000,40,,2304,1,1,1,1,0,1,1,1,0
26,127,31,46000,40,,5506,1,1,1,2,0,1,1,0,
26,90,35,100000,55,,6402,1,1,1,1,0,1,1,0,
26,65,34,70000,45,,2499,1,1,1,1,0,1,1,0,
26,101,31,12000,30,,2304,1,1,4,1,0,0,0,1,1
26,29,39,84000,40,,2408,1,1,1,1,0,1,1,1,0
26,107,39,95000,50,,6203,1,1,1,1,0,1,1,0,
26,90,30,35000,45,,6203,1,1,1,1,0,1,1,0,
26,104,40,98000,45,,6203,1,1,1,1,0,1,1,0,
26,125,38,89000,42,,6200,1,1,1,1,0,1,1,1,0
26,133,39,10400,45,,2499,1,1,6,1,0,0,1,0,
26,138,38,41300,55,,2304,1,1,1,1,0,1,1,1,0
26,370,35,68000,40,,6109,1,1,1,1,0,1,1,1,0
26,198,33,4000,40,,5200,1,1,4,1,0,0,1,1,0
26,118,39,80000,40,,6203,1,1,1,1,0,1,1,0,
26,25,38,100000,50,,2599,1,1,1,1,0,1,1,0,
26,92,37,104000,45,2000,2414,2,5,1,1,0,1,1,0,
26,92,36,67000,45,,2412,1,1,2,1,0,0,1,0,
26,77,39,90000,45,,6203,1,1,1,1,0,1,1,1,0
26,42,37,49000,36,,6109,1,1,1,1,0,1,1,1,0
26,121,32,51000,45,,2311,1,1,1,1,0,1,1,0,
26,153,31,90000,40,2004,6109,2,4,3,4,0,0,1,0,
26,95,38,43000,45,,6103,1,1,1,1,0,1,1,0,
26,118,31,6000,20,,2304,1,1,2,1,0,0,0,1,0
26,120,39,60000,40,1975,6200,1,3,1,1,0,1,1,0,
26,126,39,124000,60,,6206,1,1,1,1,0,1,1,0,
26,61,38,80000,40,,2499,1,1,1,1,0,1,1,0,
26,85,36,99000,45,,6206,1,1,1,1,0,1,1,0,
26,101,34,70000,45,,2406,1,1,1,1,0,1,1,0,
26,88,33,40000,90,,6206,1,1,1,1,0,1,1,1,1
26,124,31,10000,25,,2307,1,1,2,1,0,0,0,1,0
26,97,35,80000,40,,6203,1,1,1,1,0,1,1,0,
26,89,34,55000,40,,3600,1,1,1,1,0,1,1,0,
26,90,34,52000,50,,6200,1,1,1,1,0,1,1,0,
26,101,31,76000,42,,2414,1,1,1,1,0,1,1,0,
26,50,31,40000,35,,6203,1,1,1,1,0,0,0,0,
26,89,38,30000,50,,4101,1,1,1,1,0,1,1,1,0
26,115,32,28000,45,,2602,1,1,1,1,0,1,1,1,0
26,23,35,20000,20,,2412,1,1,1,1,0,0,0,1,0
26,83,32,33000,45,,6004,1,1,3,1,0,0,1,1,0
26,256,33,60000,40,,3600,1,1,1,1,0,1,1,0,
26,101,30,36000,43,,3301,1,1,1,1,0,1,1,0,
26,83,39,43700,40,,6001,1,1,1,1,0,1,1,1,0
26,125,30,50000,40,,5301,1,1,1,1,0,1,1,1,0
26,27,34,38000,45,,2309,1,1,1,1,0,1,1,1,0
26,69,38,58000,40,,5007,1,1,1,4,0,1,1,0,
26,120,34,40000,32,,6107,1,1,1,1,0,0,0,1,1
26,32,35,16200,32,,3606,1,1,1,1,0,0,0,1,0
26,24,34,67000,40,,6212,1,1,1,1,0,1,1,1,0
26,80,36,100000,45,,3600,1,1,1,1,0,1,1,0,
26,32,36,38000,40,,5301,1,1,1,1,0,1,1,1,0
26,89,35,92000,60,,6203,1,1,1,2,0,1,1,0,
26,32,39,36000,40,,6203,1,1,1,1,0,1,1,0,
26,40,32,42000,36,,6107,1,1,1,1,0,1,1,1,0
26,42,34,61000,40,,5507,1,1,1,1,0,1,1,0,
26,91,36,12900,45,,4901,1,1,1,1,0,1,1,0,
26,46,39,60000,50,,5301,1,1,1,4,0,1,1,0,
26,75,34,22200,30,,6203,1,1,3,1,0,0,0,1,0
26,83,34,35000,36,,6109,1,1,1,1,0,1,1,1,0
26,128,33,57000,40,,6203,1,1,1,2,0,1,1,1,0
26,63,36,25000,40,,3202,1,1,1,1,0,1,1,1,0
26,114,39,60000,40,,1901,1,1,1,1,0,1,1,0,
26,173,30,37000,50,,6203,1,1,1,1,0,1,1,1,0
26,134,31,43500,60,,6203,1,1,1,1,0,1,1,0,
26,102,38,294000,40,,2406,1,1,1,1,0,1,1,0,
26,116,37,85000,45,,1901,1,1,1,1,0,1,1,1,0
26,109,36,77000,40,,6206,1,1,1,1,0,1,1,0,
26,110,32,43800,40,,2599,1,1,1,1,0,1,1,0,
26,60,33,60000,40,,2409,1,1,1,1,0,1,1,0,
26,55,36,39000,40,,6201,1,1,1,1,0,1,1,1,0
26,289,40,50000,50,,5200,1,1,1,2,0,1,1,1,0
26,240,35,28600,40,,6201,1,1,1,1,0,1,1,0,
26,39,40,50000,40,,1303,1,1,1,1,0,1,1,0,
26,81,33,23900,40,,6203,1,1,1,1,0,1,1,1,0
26,46,30,42500,35,,5301,1,1,1,1,0,0,0,1,0
26,87,36,70000,50,,5507,1,1,1,1,0,1,1,0,
26,103,33,80000,50,,6211,1,1,1,1,0,1,1,0,
26,212,31,70000,50,,2414,1,1,1,2,0,1,1,0,
26,98,33,92000,50,1978,5301,1,5,1,1,0,1,1,0,
26,48,30,80000,60,,2501,1,1,1,1,0,1,1,0,
26,38,38,20800,40,,6203,1,1,1,1,0,1,1,1,0
26,119,36,50000,40,,6200,1,1,1,1,0,1,1,1,0
26,111,36,15000,40,,2499,1,1,6,1,0,0,1,0,
26,93,38,55000,38,,6105,1,1,1,1,0,1,1,1,0
26,146,30,10000,30,,5502,1,1,3,1,0,0,0,1,0
26,25,37,22000,30,,6109,1,1,3,1,0,0,0,1,0
26,89,30,43000,50,,3301,1,1,1,1,0,1,1,1,0
26,84,39,8000,30,,5502,1,1,4,1,0,0,0,1,0
26,147,34,31000,35,,6107,1,1,1,1,0,0,0,1,0
26,99,35,100000,40,,6206,1,1,1,1,0,1,1,1,0
26,133,40,74000,70,,6402,1,1,1,1,0,1,1,0,
26,84,37,112000,40,,5200,1,1,1,1,0,1,1,0,
26,55,38,62000,40,,6000,1,1,2,1,0,0,1,0,
26,100,38,32000,22,,1903,1,1,4,2,0,0,0,0,
26,100,38,35000,20,1977,6201,2,5,2,1,0,0,0,1,0
26,128,39,50000,45,,6200,1,1,1,1,0,1,1,1,0
26,328,38,6000,15,,6102,1,1,6,1,0,0,0,1,0
26,52,30,14000,35,,6402,1,1,1,4,0,0,0,0,
26,257,34,55000,45,,2414,1,1,1,1,0,1,1,0,
26,52,33,4200,40,,6206,1,1,6,1,0,0,1,0,
26,120,38,72000,40,,6107,1,1,1,1,0,1,1,1,0
26,95,40,5000,50,,6203,1,1,6,1,0,0,1,1,0
26,31,40,39400,60,,6200,1,1,1,1,0,1,1,1,0
26,181,36,40000,50,,6000,1,1,1,1,0,1,1,0,
26,198,34,10000,40,,2414,1,1,1,1,0,1,1,0,
26,80,39,36000,37,,1902,1,1,5,1,0,0,1,0,
26,92,37,21900,18,1999,5200,2,7,5,1,0,0,0,1,0
26,86,31,15000,40,,5301,1,1,4,1,0,0,1,1,0
26,438,31,2500,25,,5200,1,1,5,1,0,0,0,1,0
26,33,36,47000,45,,6203,1,1,1,1,0,1,1,1,0
26,110,38,89000,40,,2500,1,1,1,1,0,1,1,0,
26,78,35,77000,48,,6107,1,1,1,1,0,1,1,1,0
26,93,37,84000,45,,6201,1,1,1,1,0,1,1,1,0
26,93,35,70000,45,,6200,1,1,1,1,0,1,1,0,
26,126,36,23000,32,,1904,1,1,1,1,0,0,0,1,0
26,37,30,56000,45,,6206,1,1,1,1,0,1,1,1,0
26,154,34,45000,30,,6107,1,1,1,1,0,0,0,1,0
26,110,40,14000,40,,6203,1,1,4,1,0,0,1,0,
26,79,40,30000,40,,2408,1,1,4,1,0,0,1,0,
26,149,37,15000,75,,4101,1,1,4,1,0,0,1,0,
26,30,34,9600,20,,1901,1,1,2,1,0,0,0,1,0
26,107,32,70000,40,,5506,1,1,1,1,0,1,1,0,
26,79,32,93000,40,,5500,1,1,3,1,0,0,1,1,1
26,87,40,60000,40,,5098,1,1,1,1,0,1,1,0,
26,85,34,26000,36,,1902,1,1,1,1,0,1,1,1,0
26,81,33,50000,40,,1904,1,1,1,1,0,1,1,0,
26,96,33,40000,40,,5200,1,1,1,4,0,1,1,1,0
26,111,33,50000,60,,5301,1,1,1,1,0,1,1,1,0
26,100,38,120000,45,,5501,1,1,1,1,0,1,1,0,
26,59,34,110000,50,,6207,1,1,1,1,0,1,1,0,
26,42,32,71000,50,,6206,1,1,1,4,0,1,1,0,
26,85,40,58000,45,,6200,1,1,1,1,0,1,1,1,0
26,45,39,75000,45,,6201,1,1,1,1,0,1,1,1,0
26,109,40,15000,40,,5200,1,1,5,1,0,0,1,0,
26,85,40,40000,50,,5200,1,1,1,1,0,1,1,0,
26,146,40,75000,40,,2901,1,1,1,1,0,1,1,1,0
26,148,38,75000,40,,2601,1,1,1,1,0,1,1,0,
26,92,40,64000,50,,3600,1,1,1,1,0,1,1,1,0
26,223,37,70000,40,1996,6107,2,4,1,3,0,1,1,1,0
26,104,32,38300,50,,3301,1,1,1,1,0,1,1,1,0
26,98,39,36600,52,,6203,1,1,1,1,0,1,1,1,0
26,80,36,80000,40,,5098,1,1,1,1,0,1,1,0,
26,135,36,27000,40,,6207,1,1,1,1,0,1,1,0,
26,438,36,5000,16,,6107,1,1,6,3,0,0,0,1,0
26,103,33,22900,40,,6000,1,1,1,1,1,1,1,0,
26,148,33,50000,40,,2310,1,1,1,4,0,1,1,1,0
26,127,35,48000,40,,3301,1,1,1,1,0,1,1,1,0
26,137,31,37000,40,,6203,1,1,2,1,0,0,1,1,0
26,22,37,50000,40,,5901,1,1,1,1,0,1,1,0,
26,281,34,40000,40,,6203,1,1,1,1,0,1,1,1,0
26,83,35,68000,50,,2304,1,1,1,1,0,1,1,1,0
26,89,40,50000,40,,5301,1,1,1,1,0,1,1,0,
26,88,32,46000,40,,2100,1,1,1,1,0,1,1,0,
26,20,31,45000,40,,6200,1,1,1,1,0,1,1,1,0
26,75,32,58000,40,,1901,1,1,1,1,0,1,1,1,1
26,50,33,25000,40,,1902,1,1,1,1,0,1,1,1,0
26,177,34,40000,40,,3600,1,1,1,1,0,1,1,0,
26,100,38,50000,30,,6107,1,1,1,1,0,0,0,1,0
26,104,30,20000,40,,6207,1,1,4,1,0,0,1,0,
26,80,36,17500,24,,6109,1,1,1,1,0,0,0,1,0
26,113,32,17000,30,,1303,1,1,1,1,0,0,0,1,1
26,92,34,25000,40,,4101,1,1,1,1,0,1,1,0,
26,254,36,121000,40,,3401,1,1,1,1,0,1,1,0,
26,90,35,42000,37,,3600,1,1,1,1,0,1,1,0,
26,96,40,95000,45,2007,2414,2,5,1,1,0,1,1,0,
26,108,36,6000,10,2007,2304,2,5,1,1,0,0,0,1,0
26,217,34,36000,45,,1901,1,1,1,1,0,1,1,0,
26,39,37,46000,40,,4001,1,1,1,1,0,1,1,0,
26,301,33,15000,40,,6200,1,1,1,1,0,1,1,0,
26,100,34,4200,40,,1901,1,1,1,1,1,1,1,0,
26,80,40,18600,40,,6201,1,1,4,1,0,0,1,0,
26,78,38,44100,45,,6201,1,1,1,1,0,1,1,1,0
26,79,36,45000,40,,6212,1,1,1,1,0,1,1,1,1
26,137,39,81000,40,,2102,1,1,1,1,0,1,1,1,1
26,111,30,38800,40,,3202,1,1,1,1,0,1,1,0,
26,126,37,28000,30,,2501,1,1,1,1,0,0,0,1,0
26,69,39,33000,40,,6211,1,1,1,1,0,1,1,0,
26,241,31,25000,40,,1901,1,1,1,1,0,1,1,1,0
26,51,39,5000,21,,4101,1,1,4,1,0,0,0,1,0
26,76,33,14000,15,,5200,1,1,1,1,0,0,0,1,0
26,83,37,41000,40,,2400,1,1,1,1,0,1,1,0,
26,78,32,39000,50,,2304,1,1,1,1,0,1,1,0,
26,123,34,400,10,,2312,1,1,6,1,0,0,0,1,0
26,113,37,44000,40,,6206,1,1,1,1,0,1,1,0,
26,25,31,34400,40,,3301,1,1,1,1,0,1,1,1,0
26,46,32,9000,25,,2304,1,1,4,1,0,0,0,1,0
26,84,34,50000,40,,6203,1,1,1,1,0,1,1,1,0
26,34,33,51000,40,,5506,1,1,1,1,0,1,1,0,
26,147,40,42000,40,,2401,1,1,1,1,0,1,1,1,0
26,378,40,45000,38,,6207,1,1,1,1,0,1,1,0,
26,28,32,62000,40,,5301,1,1,1,1,0,1,1,0,
26,100,31,45800,40,,1902,1,1,1,1,0,1,1,1,0
26,95,37,63000,40,,6107,1,1,1,1,0,1,1,1,0
26,83,36,9000,9,,1904,1,1,3,1,0,0,0,1,0
26,115,34,22000,40,,6211,1,1,1,1,0,1,1,0,
26,112,31,10000,40,,4901,1,1,6,1,0,0,1,0,
26,245,33,60000,40,,2310,1,1,1,2,0,1,1,1,1
26,230,30,65000,40,,6107,1,1,1,1,0,1,1,0,
26,113,39,27000,16,,6107,1,1,1,1,0,0,0,1,0
26,108,32,30000,60,,6209,1,1,4,1,0,0,1,0,
26,132,32,53000,50,,6201,1,1,1,1,0,1,1,1,0
26,112,40,35000,65,,2400,1,1,1,1,0,1,1,1,0
26,100,35,48000,50,,3600,1,1,1,1,0,1,1,1,1
26,55,39,74000,45,,4005,1,1,1,4,1,1,1,0,
26,458,32,3300,40,,5301,1,1,6,1,0,0,1,1,0
26,58,37,55000,50,,1100,1,1,1,1,0,1,1,0,
26,97,32,45000,45,,6203,1,1,1,1,0,1,1,1,1
26,90,37,2000,20,,6203,1,1,6,1,0,0,0,0,
26,49,34,120,3,,6004,1,1,6,1,0,0,0,1,0
26,137,35,80000,40,1994,6201,2,4,1,3,0,1,1,1,1
26,122,36,82000,42,,2102,1,1,1,1,0,1,1,0,
26,165,38,32000,40,,5301,1,1,1,1,1,1,1,1,0
26,144,35,40000,40,,5200,1,1,1,1,0,1,1,1,0
26,156,38,33300,40,,3301,1,1,1,2,0,1,1,1,0
26,76,31,111000,50,,6206,1,1,1,1,0,1,1,1,0
26,79,34,100000,50,,2499,1,1,1,1,0,1,1,0,
26,294,35,80000,40,,6207,1,1,1,2,0,1,1,0,
26,129,40,17100,40,,6209,1,1,1,2,0,1,1,1,0
26,36,38,35000,40,,1103,1,1,1,1,0,1,1,1,0
26,95,40,25000,25,,6103,1,1,4,1,0,0,0,1,0
26,275,35,51000,40,,6201,1,1,1,1,0,1,1,1,0
26,298,37,96000,70,1990,2400,2,4,1,1,0,1,1,0,
26,77,39,55000,40,,3301,1,1,1,1,0,1,1,1,0
26,149,37,22000,50,1973,1401,1,5,1,1,1,1,1,0,
26,130,39,52000,40,,3301,1,1,4,1,0,0,1,0,
26,122,37,22000,40,,5299,1,1,3,1,0,0,1,1,0
26,407,35,40000,30,,6209,1,1,1,1,0,0,0,1,0
26,33,40,35000,50,,6203,1,1,1,1,0,1,1,1,0
26,86,38,85000,50,,2412,1,1,1,1,0,1,1,0,
26,96,36,63000,55,,6207,1,1,1,1,0,1,1,1,0
26,104,33,65000,50,,2414,1,1,1,1,0,1,1,0,
26,98,32,61000,45,,5200,1,1,1,1,0,1,1,1,0
26,73,31,57000,50,,6206,1,1,1,1,0,1,1,1,0
