code_numeric,fhpolrigaug,lrgdpch,laborshare,lpop,socialist,medage,year
113,NA,NA,NA,7.813591,1,34.8,1975
113,NA,NA,NA,7.841493,1,35,1980
113,NA,NA,NA,7.871311,1,34.7,1985
113,NA,9.204279,NA,7.890096,1,34.6,1990
113,0.8333333,8.695889,NA,7.830028,1,36.2,1995
113,1,8.942823,NA,7.771489,1,37.8,2000
114,0.41,7.176346,NA,9.360999,0,17.5,1960
114,0.32,7.585205,0.4479953,9.497247,0,17.2,1965
114,0.3333333,7.723347,NA,9.636262,0,16.3,1970
114,0.3333333,7.836394,0.549943,9.758751,0,16.3,1975
114,0.5,8.00448,NA,9.8721,0,18.2,1980
114,0.5,8.051818,0.3403667,9.982668,0,18.8,1985
114,0.5,8.174837,0.3738639,10.0876,0,19.7,1990
114,0.3333333,8.140558,NA,10.18059,0,21.3,1995
114,0.3333333,8.220592,NA,10.26483,0,23,2000
115,NA,NA,NA,8.0077,1,26.1,1960
115,NA,NA,NA,8.112528,1,26.2,1965
115,NA,NA,NA,8.1873,1,26.3,1970
115,NA,NA,NA,8.252967,1,26.2,1975
115,NA,NA,NA,8.29455,1,27.7,1980
115,NA,NA,NA,8.340933,1,28.7,1985
115,NA,NA,NA,8.380686,1,29.9,1990
115,0.5,7.774394,NA,8.3754,1,30.8,1995
115,0.8333333,7.642906,NA,8.361241,1,31.7,2000
116,0.92,7.122519,NA,8.588024,0,18.1,1960
116,0.83,7.029944,0.3470201,8.71588,0,17.6,1965
116,0.3333333,7.149919,0.4217092,8.833463,0,17.4,1970
116,0.3333333,7.074652,NA,8.964312,0,17.5,1975
116,0.1666667,6.990982,0.3853754,9.090768,0,17.5,1980
116,0.3333333,6.863005,NA,9.222566,0,17.5,1985
116,0.5,6.803911,NA,9.361515,0,17.5,1990
116,0.8333333,6.708395,NA,9.49552,0,17.5,1995
116,0.8333333,6.728495,NA,9.650078,0,17.5,2000
117,NA,NA,NA,4.59512,0,21.2,1960
117,NA,NA,NA,4.691348,0,19.7,1965
117,0.6666667,NA,NA,4.795791,0,18.8,1970
117,0.5,NA,NA,4.919981,0,18.9,1975
117,0.3333333,NA,NA,5.062595,0,18.5,1980
117,0.3333333,NA,NA,5.214936,0,17.3,1985
117,0.1666667,NA,NA,5.361292,0,16.7,1990
117,0.1666667,NA,NA,5.493062,0,17.1,1995
117,0.1666667,NA,NA,5.613128,0,17.7,2000
118,0.8,8.289124,NA,10.51719,0,17.5,1960
118,0.75,8.469162,NA,10.67239,0,17,1965
118,0.3333333,8.616492,NA,10.83163,0,16.7,1970
118,0.5,8.774226,NA,10.98697,0,16.6,1975
118,0.6666667,8.943083,0.2161605,11.12092,0,17.2,1980
118,0.5,8.945503,0.1872804,11.23142,0,18.3,1985
118,0.5,8.900249,NA,11.32932,0,19.7,1990
118,0.5,8.878354,NA,11.42021,0,21.3,1995
118,0.8333333,9.078218,NA,11.49238,0,22.9,2000
119,NA,NA,NA,NA,1,22.4,1960
119,NA,NA,NA,NA,1,22.4,1965
119,NA,NA,NA,7.396335,1,23.7,1970
119,NA,NA,NA,7.470224,1,24.8,1975
119,NA,NA,NA,7.543803,1,26.4,1980
119,NA,NA,NA,7.585281,1,28.1,1985
119,NA,NA,NA,7.551187,1,29.5,1990
119,0.5,8.416305,NA,7.583756,1,30.9,1995
119,0.5,8.545053,NA,7.613819,1,32.3,2000
120,0.53,6.890221,NA,8.377932,0,17.2,1960
120,0.37,6.657802,0.3887381,8.474286,0,17.1,1965
120,0,6.66431,0.4646975,8.582045,0,16.9,1970
120,0,6.740712,0.2963766,8.683555,0,16.7,1975
120,0,6.850566,NA,8.793308,0,16.4,1980
120,0,6.755792,NA,8.907747,0,16.1,1985
120,0.1666667,6.626314,NA,9.043104,0,15.8,1990
120,0.8333333,6.69913,NA,9.171599,0,15.6,1995
120,0.8333333,6.876678,NA,9.290998,0,15.4,2000
121,NA,NA,0.4772581,5.796058,0,23.1,1960
121,NA,NA,0.4191025,5.768321,0,23.6,1965
121,1,NA,0.4884478,5.786897,0,26.3,1970
121,1,NA,0.4961219,5.793014,0,28.8,1975
121,0.8333333,NA,0.518766,5.897154,0,30,1980
121,0.8333333,NA,0.481187,5.840641,0,31.7,1985
121,1,NA,NA,5.886104,0,33,1990
121,1,9.431823,NA,5.934894,0,35,1995
121,1,NA,NA,5.966147,0,36.5,2000
122,0.63,NA,NA,9.980449,0,20,1960
122,NA,NA,NA,10.08552,0,19.6,1965
122,0,NA,NA,10.1981,0,19.4,1970
122,0.1666667,NA,NA,10.31421,0,19.5,1975
122,0,NA,NA,10.42543,0,19.7,1980
122,0,NA,NA,10.52299,0,20.1,1985
122,0,NA,NA,10.60948,0,21,1990
122,0,NA,NA,10.69991,0,22.1,1995
122,0,NA,NA,10.77371,0,23.4,2000
123,0.22,NA,NA,6.865891,0,18.4,1960
123,0.16,NA,NA,6.997596,0,18.2,1965
123,0,NA,NA,7.135687,0,18.1,1970
123,0,NA,NA,7.277248,0,18,1975
123,0,NA,NA,7.416378,0,18.2,1980
123,0,NA,NA,7.554335,0,18.6,1985
123,0.5,NA,NA,7.652546,0,18.8,1990
123,0.8333333,NA,NA,7.729735,0,20,1995
123,0.8333333,NA,NA,7.78239,0,21.8,2000
124,NA,NA,NA,NA,0,NA,1960
124,NA,NA,NA,NA,0,NA,1965
124,NA,NA,NA,NA,0,NA,1970
124,NA,NA,NA,NA,0,NA,1975
124,NA,NA,NA,NA,0,NA,1980
124,NA,NA,NA,NA,0,NA,1985
124,NA,NA,NA,NA,0,NA,1990
124,NA,NA,NA,NA,0,NA,1995
124,NA,NA,NA,NA,0,NA,2000
125,NA,7.364519,NA,8.917445,0,18.9,1960
125,0.12,7.419017,0.3119273,9.028579,0,18.7,1965
125,NA,7.359494,0.4142276,9.147933,0,18.4,1970
125,0.1666667,7.460438,NA,9.25894,0,18.1,1975
125,0,7.029049,NA,9.400547,0,18.1,1980
125,0.1666667,6.654599,NA,9.513477,0,17.6,1985
125,0.1666667,6.830688,NA,9.557541,0,16.6,1990
125,0.6666667,6.688275,NA,9.66903,0,17.7,1995
125,0.6666667,6.944121,NA,9.780811,0,17.8,2000
126,0.67,6.951782,NA,6.898715,0,18.8,1960
126,0.59,7.438795,NA,6.999423,0,18.8,1965
126,0.1666667,7.53964,NA,7.107426,0,18.6,1970
126,0.1666667,7.490358,NA,7.223296,0,18.2,1975
126,0,7.545162,NA,7.346655,0,18,1980
126,0,7.313798,NA,7.476472,0,17.9,1985
126,0,7.166897,NA,7.596894,0,17.9,1990
126,0.1666667,7.139542,NA,7.729735,0,18,1995
126,0.1666667,NA,NA,7.887959,0,18.2,2000
127,NA,8.057663,NA,6.49224,0,16.7,1960
127,NA,8.355584,0.324756,6.624065,0,16.7,1965
127,0.6666667,8.295341,0.2623792,6.716595,0,17.8,1970
127,0.8333333,8.45127,0.5205737,6.793466,0,19.5,1975
127,0.8333333,8.658683,0.4877291,6.873164,0,21.5,1980
127,0.8333333,8.832932,0.4499706,6.923629,0,23.4,1985
127,0.8333333,9.105606,NA,6.96319,0,25.7,1990
127,1,9.335156,NA,7.022868,0,27.3,1995
127,1,9.541922,NA,7.079185,0,28.9,2000
128,NA,6.03681,0.5853767,8.16877,0,17.1,1960
128,0.58,6.17475,0.3649234,8.28778,0,17,1965
128,0,6.120677,0.4067464,8.415825,0,16.7,1970
128,0,6.389271,0.4322122,8.56484,0,16.4,1975
128,0.1666667,6.482756,0.2971982,8.729559,0,16.2,1980
128,0.1666667,6.476879,NA,8.888481,0,16.4,1985
128,0,6.430699,NA,9.048645,0,17,1990
128,0.8333333,6.51129,NA,9.128045,0,17.8,1995
128,0.6666667,6.664136,NA,9.240967,0,17.1,2000
129,0.84,7.658714,NA,9.004545,0,17.6,1960
129,0.8,7.823121,0.294191,9.159258,0,16.9,1965
129,0.8333333,7.966764,0.2646545,9.292197,0,17.5,1970
129,0.6666667,8.186017,0.2584662,9.413934,0,18.6,1975
129,0.6666667,8.492172,0.2922237,9.529739,0,19.7,1980
129,0.6666667,8.603088,0.2656355,9.65995,0,20.3,1985
129,0.3333333,8.783339,0.2706052,9.809281,0,21.9,1990
129,0.5,9.071631,NA,9.933525,0,22.5,1995
129,0.3333333,9.202227,NA,10.05492,0,23.6,2000
130,NA,8.097447,NA,6.429719,0,19.3,1960
130,NA,8.332298,NA,6.542472,0,18.9,1965
130,NA,8.470129,NA,6.666957,0,18.6,1970
130,NA,8.612038,NA,6.804615,0,17.9,1975
130,NA,8.391611,NA,6.896694,0,16.9,1980
130,NA,8.400318,NA,7.013016,0,16.8,1985
130,0.8333333,8.319297,NA,7.226209,0,18,1990
130,0.8333333,8.39278,NA,7.36834,0,18.2,1995
130,0.8333333,NA,NA,7.471363,0,18.4,2000
131,0.57,7.392861,NA,8.065266,0,16.7,1960
131,0.16,7.466524,NA,8.194781,0,16.1,1965
131,0.1666667,7.325603,NA,8.331827,0,15.9,1970
131,0,7.056677,0.4206993,8.478868,0,15.8,1975
131,0,7.032337,0.0875884,8.633553,0,15.4,1980
131,0,6.7974,NA,8.791334,0,15.1,1985
131,0.1666667,6.85442,NA,8.949884,0,15,1990
131,0.6666667,6.716748,NA,9.117018,0,15.1,1995
131,0.5,6.774415,NA,9.29026,0,15.1,2000
132,0.87,6.939947,NA,10.61695,0,18.3,1960
132,0.49,6.969365,NA,10.74704,0,17.8,1965
132,0.1666667,7.015095,NA,10.8821,0,17.5,1970
132,0.1666667,6.97206,NA,11.02257,0,17.4,1975
132,0.8333333,7.102584,0.2256585,11.17252,0,17.4,1980
132,0,6.935002,NA,11.32895,0,17,1985
132,0.3333333,6.998362,NA,11.47422,0,16.8,1990
132,0,6.830782,NA,11.61971,0,16.9,1995
132,0.5,6.560809,NA,11.75123,0,17.3,2000
133,0.49,7.964466,NA,7.340836,0,16,1960
133,0.55,8.247722,0.1673518,7.500529,0,15.6,1965
133,0.5,8.28903,0.1577746,7.660585,0,15.7,1970
133,0.3333333,8.372661,0.1838268,7.823246,0,15.9,1975
133,0.3333333,8.01919,0.1929096,7.979681,0,16.1,1980
133,0.3333333,8.002988,NA,8.132707,0,16.1,1985
133,0.6666667,7.718805,NA,8.249052,0,16.6,1990
133,0.5,7.506292,NA,8.395251,0,17.2,1995
133,0.6666667,7.47715,NA,8.531293,0,18.1,2000
134,1,9.13194,0.526583,9.348971,0,28.7,1960
134,1,9.300868,0.5099156,9.416948,0,28.6,1965
134,1,9.496997,0.5090438,9.4757,0,28.6,1970
134,1,9.601299,0.572597,9.522666,0,29.4,1975
134,1,9.694074,0.68047,9.55747,0,31.3,1980
134,1,9.730054,0.6013884,9.581352,0,33.1,1985
134,1,9.877166,NA,9.6126,0,34.5,1990
134,1,9.94662,NA,9.646011,0,35.9,1995
134,1,10.09876,NA,9.675268,0,37.6,2000
135,1,9.016792,0.5366848,8.183397,0,34.4,1960
135,1,9.190365,0.4907616,8.222285,0,34.1,1965
135,1,9.322586,0.5472006,8.262817,0,33,1970
135,1,9.54068,0.6163316,8.295798,0,32.5,1975
135,1,9.730227,0.5762928,8.316545,0,33.3,1980
135,1,9.867865,0.5523462,8.331586,0,34.6,1985
135,1,9.925536,0.7146375,8.352673,0,35.4,1990
135,1,10.0813,NA,8.380227,0,36.1,1995
135,1,10.20583,NA,8.409831,0,37.2,2000
136,0.4,6.657564,NA,9.194109,0,20.4,1960
136,0.29,6.651843,NA,9.286375,0,19.9,1965
136,0.1666667,6.704073,NA,9.382611,0,19.7,1970
136,0.1666667,6.784991,NA,9.483188,0,19.4,1975
136,0.6666667,6.756389,NA,9.585964,0,19.3,1980
136,0.6666667,6.908319,0.2521126,9.692272,0,19.2,1985
136,0.5,6.99108,NA,9.805984,0,19.2,1990
136,0.6666667,7.124873,NA,9.9252,0,19.3,1995
136,0.6666667,7.285717,NA,10.04512,0,19.5,2000
137,1,9.353518,0.5898695,7.771489,0,27.4,1960
137,1,9.511593,0.5853497,7.873979,0,25.8,1965
137,1,9.52262,0.6435165,7.944492,0,25.6,1970
137,1,9.628115,0.6558289,8.034955,0,26.3,1975
137,1,9.563643,0.59282,8.043343,0,28.3,1980
137,1,9.69045,0.54045,8.093004,0,29.7,1985
137,1,9.690828,0.5582579,8.142121,0,31.1,1990
137,1,9.76537,NA,8.203988,0,32.6,1995
137,1,9.842444,NA,8.250829,0,34.5,2000
138,NA,NA,NA,NA,0,NA,1960
138,NA,NA,NA,NA,0,NA,1965
138,NA,NA,NA,NA,0,NA,1970
138,NA,NA,NA,NA,0,NA,1975
138,NA,NA,NA,NA,0,NA,1980
138,NA,NA,NA,NA,0,NA,1985
138,NA,NA,NA,NA,0,NA,1990
138,NA,NA,NA,NA,0,NA,1995
138,NA,NA,NA,NA,0,NA,2000
139,NA,NA,NA,6.324359,0,16.9,1960
139,NA,NA,NA,6.447306,0,16.2,1965
139,0,NA,NA,6.583409,0,16,1970
139,0,NA,0.6138084,6.741701,0,16.4,1975
139,0.1666667,NA,NA,7.003974,0,17.3,1980
139,0.1666667,NA,NA,7.242083,0,17.6,1985
139,0.1666667,NA,NA,7.394493,0,18.2,1990
139,0.1666667,NA,NA,7.666222,0,19.9,1995
139,0.1666667,NA,NA,7.787382,0,21.2,2000
140,NA,NA,0.2443064,10.73315,0,20.2,1960
140,NA,NA,0.2045081,10.87007,0,19.6,1965
140,0.6666667,NA,0.2364603,11.01217,0,19.1,1970
140,0.3333333,6.926908,0.2308694,11.1709,0,19,1975
140,0,7.049308,0.2035718,11.32334,0,19,1980
140,0.5,7.275558,0.214729,11.45947,0,19,1985
140,0.5,7.465782,NA,11.58966,0,18.9,1990
140,0.6666667,7.551351,NA,11.71484,0,18.4,1995
140,0.1666667,7.604745,NA,11.83559,0,18.8,2000
141,0.4,6.450712,0.2443064,11.48711,0,NA,1960
141,0.63,6.614855,0.2045081,11.61801,0,NA,1965
141,NA,6.848849,0.2364603,11.75262,0,NA,1970
141,NA,NA,0.2308694,11.89562,0,NA,1975
141,NA,NA,0.2035718,12.03272,0,NA,1980
141,NA,NA,0.214729,12.16463,0,NA,1985
141,NA,NA,NA,12.29225,0,NA,1990
141,NA,NA,NA,12.39878,0,NA,1995
141,NA,NA,NA,12.50295,0,NA,2000
142,0.75,7.751285,0.3488529,7.026427,0,18.6,1960
142,0.77,8.008891,0.3488826,7.172425,0,18.1,1965
142,0,8.249015,0.3007393,7.317213,0,18,1970
142,0,8.346293,0.3159281,7.451822,0,18.4,1975
142,0.5,8.583906,0.3346052,7.575585,0,19.3,1980
142,0.1666667,8.673018,0.3645403,7.681099,0,20.5,1985
142,0.5,8.514949,0.3706125,7.78239,0,21.9,1990
142,0.8333333,8.634871,NA,7.875119,0,23.4,1995
142,1,8.710505,NA,7.956477,0,24.8,2000
143,NA,NA,NA,NA,0,NA,1960
143,NA,NA,NA,NA,0,NA,1965
143,NA,NA,NA,NA,0,NA,1970
143,NA,NA,NA,NA,0,NA,1975
143,NA,NA,NA,NA,0,NA,1980
143,NA,NA,NA,NA,0,NA,1985
143,NA,NA,NA,NA,0,NA,1990
143,NA,NA,NA,NA,0,NA,1995
143,NA,NA,NA,NA,0,NA,2000
144,0.83,8.07968,0.2570886,9.203417,0,18.4,1960
144,0.87,8.306534,0.2151691,9.347229,0,18,1965
144,0,8.452364,0.1844165,9.487442,0,17.9,1970
144,0.1666667,8.582943,0.1484089,9.626482,0,18.2,1975
144,0.8333333,8.497258,0.17704,9.759848,0,18.7,1980
144,0.8333333,8.382646,0.1394957,9.877759,0,19.6,1985
144,0.6666667,8.184428,NA,9.979012,0,20.5,1990
144,0.3333333,8.395685,NA,10.07899,0,21.5,1995
144,0.6666667,8.431426,NA,10.1635,0,22.7,2000
145,0.93,7.608164,0.2341504,10.20563,0,17,1960
145,0.93,7.700883,0.237647,10.3599,0,16.9,1965
145,0.5,7.781599,0.1670126,10.50652,0,17.1,1970
145,0.3333333,7.935596,0.2138428,10.64595,0,17.6,1975
145,0.3333333,8.098315,0.2067477,10.77969,0,18.1,1980
145,0.5,7.923011,0.2600261,10.90101,0,18.6,1985
145,0.6666667,8.00947,0.2590239,11.01928,0,19.2,1990
145,0.8333333,8.0161,NA,11.13227,0,19.8,1995
145,0.8333333,8.138867,NA,11.2467,0,20.9,2000
146,NA,NA,NA,NA,0,NA,1960
146,NA,NA,NA,NA,0,NA,1965
146,NA,NA,NA,NA,0,NA,1970
146,NA,NA,NA,NA,0,NA,1975
146,NA,NA,NA,NA,0,NA,1980
146,NA,NA,NA,NA,0,NA,1985
146,NA,NA,NA,NA,0,NA,1990
146,NA,NA,NA,NA,0,NA,1995
146,NA,NA,NA,NA,0,NA,2000
147,NA,7.685717,0.5549385,7.560081,0,18.6,1960
147,NA,7.961848,0.4045178,7.672292,0,17.1,1965
147,NA,7.959229,0.3939365,7.792349,0,17.9,1970
147,0.6666667,8.184258,0.3476882,7.911691,0,17.9,1975
147,0.8333333,8.045626,0.3494063,8.034631,0,17.9,1980
147,0.8333333,8.027691,0.3560138,8.164795,0,18.1,1985
147,0.8333333,7.966026,NA,8.289037,0,18.8,1990
147,0.8333333,8.177335,NA,8.416267,0,19,1995
147,0.8333333,NA,NA,8.542861,0,19.1,2000
148,0.24,NA,NA,10.29421,1,26.5,1960
148,0.22,NA,NA,10.35762,1,27.6,1965
148,0.1666667,NA,0.2386986,10.3898,1,28.2,1970
148,0.1666667,NA,0.2523938,10.43476,1,28.6,1975
148,0.1666667,8.858294,0.2454722,10.47948,1,29.5,1980
148,0.1666667,8.771687,0.201974,10.52415,1,30.8,1985
148,0.8333333,8.794974,NA,10.54846,1,32.3,1990
148,1,8.893109,NA,10.56069,1,33.8,1995
148,1,9.128801,NA,10.56225,1,35.2,2000
149,0.21,NA,NA,9.343997,0,20.8,1960
149,0.21,NA,NA,9.448412,0,21.8,1965
149,0,NA,NA,9.574775,0,22.1,1970
149,0,NA,NA,9.681468,0,21.6,1975
149,0,NA,NA,9.752432,0,22.8,1980
149,0,NA,NA,9.827254,0,24.3,1985
149,0,NA,NA,9.901285,0,25.9,1990
149,0,NA,NA,9.969884,0,27.7,1995
149,0,NA,NA,10.01091,0,29.4,2000
150,0.42,8.140011,0.2813594,9.098638,0,28,1960
150,0.39,8.423364,0.3201314,9.119201,0,28.2,1965
150,0.3333333,8.747725,0.4403411,9.109879,0,28.6,1970
150,0.3333333,8.914448,0.4784641,9.11526,0,28.7,1975
150,0.8333333,9.10981,0.4091526,9.186663,0,29.1,1980
150,1,9.128251,0.3644361,9.21148,0,31.6,1985
150,1,9.417906,NA,9.199886,0,34.5,1990
150,1,9.47473,NA,9.203013,0,35.6,1995
150,1,9.675546,NA,9.21114,0,37,2000
151,0.39,7.793753,NA,7.518607,0,18.1,1960
151,0.45,7.851269,NA,7.640604,0,17.2,1965
151,0.5,7.963511,NA,7.762171,0,17.3,1970
151,0.3333333,8.101874,NA,7.885705,0,17.8,1975
151,0.3333333,8.408973,NA,8.043663,0,18.5,1980
151,0.3333333,8.376948,NA,8.191186,0,18.7,1985
151,0.5,8.509608,NA,8.330864,0,19,1990
151,0.5,8.587156,NA,8.454892,0,19.2,1995
151,0.5,8.451826,NA,8.569786,0,19.7,2000
152,NA,NA,NA,3.806663,0,20.8,1960
152,NA,NA,NA,4.248495,0,22.2,1965
152,0.1666667,NA,NA,4.70953,0,22.5,1970
152,0.1666667,NA,NA,5.141664,0,23.4,1975
152,0.3333333,NA,NA,5.433722,0,24.4,1980
152,0.3333333,NA,NA,5.880533,0,27.5,1985
152,0,NA,NA,6.184149,0,29.6,1990
152,0,NA,NA,6.224558,0,29.1,1995
152,0.1666667,NA,NA,6.371424,0,31,2000
153,0.2,6.945526,NA,9.820269,1,28.4,1960
153,0.21,7.315963,NA,9.853614,1,30.2,1965
153,0,7.628484,NA,9.916059,1,30.9,1970
153,0,8.031935,NA,9.963877,1,30.8,1975
153,0,7.664037,NA,10.00789,1,30.7,1980
153,0,8.659968,NA,10.03122,1,31.8,1985
153,0.1666667,8.474678,NA,10.05221,1,32.6,1990
153,0.5,8.46146,NA,10.02928,1,34,1995
153,0.8333333,8.362939,NA,10.01838,1,34.7,2000
154,NA,NA,NA,11.69439,1,27.4,1960
154,NA,NA,NA,11.74993,1,28.5,1965
154,NA,NA,NA,11.77839,1,30.6,1970
154,NA,NA,NA,11.80709,1,30.8,1975
154,NA,NA,NA,11.8423,1,31.3,1980
154,NA,NA,NA,11.87658,1,32.1,1985
154,NA,NA,NA,11.90694,1,33.3,1990
154,0.6666667,8.878406,NA,11.90592,1,35.1,1995
154,0.3333333,8.988348,NA,11.88831,1,36.8,2000
155,0.31,6.843564,NA,7.916443,0,16.5,1960
155,0.3,6.600103,0.3937644,8.065579,0,16.2,1965
155,0,6.787419,0.3073437,8.223627,0,15.9,1970
155,0,6.752532,0.0762765,8.385716,0,15.7,1975
155,0.1666667,7.00038,0.1902888,8.549273,0,15.6,1980
155,0.1666667,6.978871,NA,8.708805,0,15.6,1985
155,0.1666667,6.972079,NA,8.84549,0,16.1,1990
155,0,6.607646,NA,8.647519,0,16.5,1995
155,0,6.797143,NA,8.950144,0,17,2000
156,NA,NA,NA,NA,0,NA,1960
156,NA,NA,NA,NA,0,NA,1965
156,NA,NA,NA,NA,0,NA,1970
156,NA,NA,NA,NA,0,NA,1975
156,NA,NA,NA,NA,0,NA,1980
156,NA,NA,NA,NA,0,NA,1985
156,NA,NA,NA,NA,0,NA,1990
156,NA,NA,NA,NA,0,NA,1995
156,NA,NA,NA,NA,0,NA,2000
157,0.12,NA,NA,8.312626,0,18.4,1960
157,0.1,NA,NA,8.474912,0,18,1965
157,0.1666667,NA,NA,8.656085,0,17.8,1970
157,0.1666667,NA,NA,8.888895,0,17.9,1975
157,0.1666667,NA,NA,9.145482,0,18,1980
157,0.1666667,NA,0.2571787,9.423757,0,18.9,1985
157,0,NA,NA,9.667955,0,19.2,1990
157,0,NA,NA,9.809443,0,19.3,1995
157,0,NA,NA,9.939007,0,20.6,2000
158,NA,NA,NA,NA,0,NA,1960
158,NA,NA,NA,NA,0,NA,1965
158,NA,NA,NA,NA,0,NA,1970
158,NA,NA,NA,NA,0,NA,1975
158,NA,NA,NA,NA,0,NA,1980
158,NA,NA,NA,NA,0,NA,1985
158,NA,NA,NA,NA,0,NA,1990
158,NA,NA,NA,NA,0,NA,1995
158,NA,NA,NA,NA,0,NA,2000
159,0.25,NA,NA,9.339876,0,18.1,1960
159,0.38,NA,NA,9.454854,0,18,1965
159,0.1666667,NA,NA,9.576926,0,17.9,1970
159,0.1666667,NA,NA,9.721006,0,17.7,1975
159,0.3333333,NA,NA,9.868689,0,17.8,1980
159,0.1666667,NA,NA,10.01811,0,18.1,1985
159,0,NA,NA,10.11932,0,18.6,1990
159,0,NA,NA,10.23824,0,19.2,1995
159,0,NA,NA,10.3448,0,19.7,2000
160,NA,7.50525,NA,8.066835,0,18.3,1960
160,NA,7.442279,NA,8.195886,0,17.9,1965
160,0.1666667,7.394487,0.2967543,8.332789,0,17.6,1970
160,0.1666667,7.362354,0.4623823,8.47762,0,17.5,1975
160,0.5,7.287621,0.4328554,8.619389,0,17.3,1980
160,0.6666667,7.306947,0.348141,8.760139,0,16.9,1985
160,0.5,7.316562,NA,8.899322,0,16.7,1990
160,0.5,7.284021,NA,9.023769,0,17,1995
160,0.6666667,7.391289,NA,9.1622,0,17.6,2000
161,NA,NA,NA,NA,1,NA,1960
161,NA,NA,NA,NA,1,NA,1965
161,NA,NA,NA,NA,1,NA,1970
161,NA,NA,NA,NA,1,NA,1975
161,NA,NA,NA,NA,1,NA,1980
161,NA,NA,NA,NA,1,NA,1985
161,NA,NA,NA,NA,1,NA,1990
161,NA,NA,NA,NA,1,NA,1995
161,NA,NA,NA,NA,1,NA,2000
162,0.81,7.678224,0.3753626,7.406104,0,18.8,1960
162,0.77,8.034787,0.3539047,7.542744,0,18.1,1965
162,0.3333333,8.571418,0.3170903,7.637716,0,19.7,1970
162,0.3333333,8.972173,0.3284,7.724447,0,21.9,1975
162,0.3333333,9.34695,0.3666889,7.789041,0,24.5,1980
162,0.5,9.512479,0.2931361,7.914252,0,27.3,1985
162,0.5,9.79439,0.3314763,8.021913,0,29.3,1990
162,0.3333333,10.02757,NA,8.167919,0,31.8,1995
162,0.3333333,NA,NA,8.298539,0,34.5,2000
163,NA,NA,NA,NA,0,NA,1960
163,NA,NA,NA,NA,0,NA,1965
163,NA,NA,NA,NA,0,NA,1970
163,NA,NA,NA,NA,0,NA,1975
163,NA,NA,NA,NA,0,NA,1980
163,NA,NA,NA,NA,0,NA,1985
163,NA,NA,NA,NA,0,NA,1990
163,NA,NA,NA,NA,0,NA,1995
163,NA,NA,NA,NA,0,NA,2000
164,NA,NA,NA,4.770685,0,18.4,1960
164,NA,NA,NA,4.919981,0,18,1965
164,NA,NA,NA,5.081404,0,17.5,1970
164,NA,NA,NA,5.26269,0,16,1975
164,0.8333333,NA,NA,5.433722,0,16.2,1980
164,0.8333333,NA,NA,5.605802,0,16.2,1985
164,1,NA,NA,5.765191,0,16.8,1990
164,1,NA,NA,5.905362,0,17.4,1995
164,0.5,NA,NA,6.037871,0,18,2000
165,0.94,NA,NA,7.714677,0,19.9,1960
165,0.75,7.128407,NA,7.795235,0,19.6,1965
165,0.5,7.310796,NA,7.884576,0,19.2,1970
165,0.1666667,7.255608,NA,7.983099,0,18.8,1975
165,0.3333333,7.119874,NA,8.082093,0,18.5,1980
165,0.3333333,7.098263,NA,8.183677,0,18.3,1985
165,0.1666667,7.157906,NA,8.293799,0,18.2,1990
165,0,6.789893,NA,8.414052,0,18.1,1995
165,0.5,NA,NA,8.523374,0,17.9,2000
166,0.54,8.104618,0.2453808,7.854769,0,17,1960
166,0.72,8.268486,0.2704381,8.01036,0,16.6,1965
166,0.8333333,8.328597,0.2386101,8.188133,0,16.7,1970
166,0.8333333,8.403013,0.272954,8.323608,0,17,1975
166,0.1666667,8.332961,0.2159047,8.430763,0,17.3,1980
166,0.8333333,8.193586,NA,8.470101,0,17.9,1985
166,0.6666667,8.167508,NA,8.539346,0,18.9,1990
166,0.6666667,8.338053,NA,8.642944,0,20.2,1995
166,0.8333333,8.39732,NA,8.744488,0,21.8,2000
167,0.86,NA,NA,7.944492,0,18.1,1960
167,0.77,NA,0.2595583,8.062433,0,17.5,1965
167,0,NA,0.3099542,8.188967,0,17.2,1970
167,0,NA,0.3213172,8.327001,0,16.9,1975
167,0,NA,NA,8.777555,0,16.6,1980
167,0,NA,NA,8.799662,0,16.3,1985
167,0,NA,NA,8.876684,0,16,1990
167,0,NA,NA,8.902184,0,16.1,1995
167,0.1666667,NA,NA,9.080004,0,16,2000
168,NA,NA,NA,4.149464,0,24.6,1960
168,NA,NA,NA,4.22391,0,20.7,1965
168,NA,NA,NA,4.29046,0,16.5,1970
168,0.3333333,6.874294,NA,4.442651,0,16.3,1975
168,0.1666667,6.899385,NA,4.488636,0,16.7,1980
168,0,7.054222,NA,4.60517,0,16.6,1985
168,0.3333333,7.222165,NA,4.744932,0,16.2,1990
168,1,7.180779,NA,4.882802,0,17.2,1995
168,1,NA,NA,4.997212,0,18.4,2000
169,NA,NA,NA,5.669881,0,16.5,1960
169,NA,NA,NA,5.805135,0,16,1965
169,NA,NA,NA,5.918894,0,15.8,1970
169,0.8333333,NA,NA,5.898527,0,16,1975
169,0,NA,NA,5.872118,0,18.4,1980
169,0.1666667,NA,NA,5.950643,0,19.5,1985
169,0.5,NA,NA,5.996452,0,21,1990
169,0.6666667,NA,NA,6.013715,0,22.4,1995
169,1,NA,NA,6.033086,0,23.5,2000
170,NA,NA,NA,8.292624,1,26.8,1960
170,NA,NA,NA,8.383353,1,26.9,1965
170,NA,NA,NA,8.418146,1,28.3,1970
170,NA,NA,NA,8.463645,1,28.1,1975
