code_numeric,fhpolrigaug,lrgdpch,laborshare,lpop,socialist,medage,year
57,NA,NA,NA,7.644441,0,17.6,1975
57,NA,NA,NA,7.775696,0,17.8,1980
57,NA,NA,NA,7.901377,0,17.3,1985
57,NA,NA,NA,8.05166,0,17,1990
57,0.1666667,NA,NA,8.18144,0,16.8,1995
57,0,NA,NA,8.31801,0,16.9,2000
58,0.11,8.441745,0.4464621,10.32401,0,29.6,1960
58,0.1,8.850598,0.5032479,10.37527,0,30.1,1965
58,0.3333333,9.11336,0.5146067,10.42759,0,30.2,1970
58,0.3333333,9.32349,0.4438666,10.47771,0,29.7,1975
58,0.8333333,9.350207,0.4195096,10.52905,0,30.3,1980
58,1,9.373483,0.3833293,10.55602,0,31.9,1985
58,1,9.58033,NA,10.5671,0,33.9,1990
58,1,9.699554,NA,10.57669,0,35.6,1995
58,1,9.800728,NA,10.60905,0,37.4,2000
59,NA,NA,NA,7.103322,1,32,1960
59,NA,NA,NA,7.163172,1,32.9,1965
59,NA,NA,NA,7.21891,1,33.7,1970
59,NA,NA,NA,7.266828,1,34.1,1975
59,NA,NA,NA,7.297768,1,33.9,1980
59,NA,NA,NA,7.332369,1,34,1985
59,NA,NA,NA,7.358194,1,34.1,1990
59,0.8333333,8.923179,NA,7.270313,1,36.6,1995
59,1,9.168336,NA,7.222201,1,37.9,2000
60,NA,NA,NA,10.03324,0,17.7,1960
60,NA,NA,0.2731861,10.14286,0,17.7,1965
60,NA,NA,0.2344634,10.27288,0,17.6,1970
60,NA,NA,0.226705,10.40287,0,17.4,1975
60,NA,NA,0.197306,10.53787,0,17.3,1980
60,NA,NA,0.1935042,10.67706,0,17.3,1985
60,NA,NA,NA,10.8431,0,17.1,1990
60,0.5,6.269395,NA,10.94253,0,17,1995
60,0.3333333,6.452979,NA,11.07128,0,16.9,2000
61,0.31,6.266719,NA,10.09374,0,NA,1960
61,0.13,6.351094,0.2731861,10.20422,0,NA,1965
61,0.3333333,6.409465,0.2344634,10.33423,0,NA,1970
61,0,6.438396,0.226705,10.46433,0,NA,1975
61,0,6.463727,0.197306,10.59911,0,NA,1980
61,0,6.229138,0.1935042,10.7375,0,NA,1985
61,0,6.352316,NA,10.90263,0,NA,1990
61,NA,NA,NA,11.00383,0,NA,1995
61,NA,NA,NA,11.13305,0,NA,2000
62,NA,NA,NA,NA,0,NA,1960
62,NA,NA,NA,NA,0,NA,1965
62,NA,NA,NA,NA,0,NA,1970
62,NA,NA,NA,NA,0,NA,1975
62,NA,NA,NA,NA,0,NA,1980
62,NA,NA,NA,NA,0,NA,1985
62,NA,NA,NA,NA,0,NA,1990
62,NA,NA,NA,NA,0,NA,1995
62,NA,NA,NA,NA,0,NA,2000
63,0.97,8.921469,0.5077482,8.396154,0,28.2,1960
63,0.97,9.128719,0.4614142,8.425955,0,28.5,1965
63,0.8333333,9.3424,0.4609727,8.435115,0,29.6,1970
63,0.8333333,9.541437,0.4429211,8.457656,0,30.7,1975
63,0.8333333,9.651776,0.4346441,8.472196,0,32.8,1980
63,0.8333333,9.763481,0.4327072,8.497398,0,34.7,1985
63,1,9.91692,0.4739979,8.514389,0,36.4,1990
63,1,9.84103,NA,8.538563,0,37.8,1995
63,1,10.07711,NA,8.551015,0,39.4,2000
64,NA,7.91746,NA,5.976351,0,16,1960
64,NA,7.900438,0.3554565,6.139884,0,16.5,1965
64,0.8333333,8.141119,0.3939604,6.253829,0,17.8,1970
64,0.8333333,8.310014,0.4703039,6.356108,0,19,1975
64,0.8333333,8.43384,0.5544454,6.452049,0,19.8,1980
64,0.8333333,8.373541,0.4562214,6.546785,0,20.5,1985
64,0.1666667,8.47295,0.4630673,6.60123,0,21.3,1990
64,0.5,8.562225,NA,6.64639,0,22,1995
64,0.1666667,NA,NA,6.699377,0,23.1,2000
65,0.9,8.965018,NA,10.7295,0,33,1960
65,0.91,9.192188,NA,10.79462,0,32.7,1965
65,1,9.420286,NA,10.8351,0,32.3,1970
65,1,9.545926,0.6441504,10.87235,0,31.6,1975
65,1,9.693839,0.6845472,10.89452,0,32.5,1980
65,1,9.755048,0.5873787,10.91817,0,33.7,1985
65,1,9.904653,NA,10.94615,0,34.7,1990
65,1,9.909256,NA,10.9655,0,36.2,1995
65,1,10.01493,NA,10.98348,0,37.6,2000
66,0.63,8.015266,NA,6.186209,0,27.4,1960
66,0.45,8.600772,NA,6.204558,0,26.7,1965
66,0.1666667,8.833056,NA,6.222576,0,25.7,1970
66,0.1666667,8.955916,NA,6.385194,0,23.3,1975
66,0.1666667,9.111508,NA,6.539586,0,21.5,1980
66,0.1666667,8.861986,NA,6.688354,0,19.9,1985
66,0.5,9.111217,NA,6.840547,0,18.8,1990
66,0.3333333,9.095333,NA,6.982863,0,18.5,1995
66,0.3333333,9.036213,NA,7.114769,0,18.9,2000
67,0.99,9.177211,0.5269871,10.86615,0,35.4,1960
67,0.99,9.294972,0.5120257,10.9032,0,34.8,1965
67,1,9.399695,0.4777301,10.92651,0,33.7,1970
67,1,9.485318,0.4590974,10.93713,0,33.9,1975
67,1,9.569088,0.4391622,10.93898,0,34.6,1980
67,1,9.667117,0.4046265,10.94526,0,35.3,1985
67,1,9.815904,0.435149,10.9606,0,36.5,1990
67,1,9.883865,NA,10.9725,0,37,1995
67,1,10.00738,NA,10.98054,0,37.7,2000
68,NA,NA,NA,NA,0,NA,1960
68,NA,NA,NA,NA,0,NA,1965
68,NA,NA,NA,NA,0,NA,1970
68,NA,NA,NA,NA,0,NA,1975
68,NA,NA,NA,NA,0,NA,1980
68,NA,NA,NA,NA,0,NA,1985
68,NA,NA,NA,NA,0,NA,1990
68,NA,NA,NA,NA,0,NA,1995
68,NA,NA,NA,NA,0,NA,2000
69,NA,NA,NA,8.33327,1,27.8,1960
69,NA,NA,NA,8.406485,1,28,1965
69,NA,NA,NA,8.457019,1,28.8,1970
69,NA,NA,NA,8.498622,1,28.3,1975
69,NA,NA,NA,8.531688,1,29.1,1980
69,NA,NA,NA,8.573007,1,30,1985
69,NA,NA,NA,8.605223,1,31.2,1990
69,0.5,NA,NA,8.585226,1,32.9,1995
69,0.5,8.498297,NA,8.568267,1,34.8,2000
70,0.57,6.764173,0.2638169,8.820847,0,17.2,1960
70,0.24,6.712244,0.239841,8.96559,0,17.1,1965
70,0.1666667,7.156179,0.2035556,9.060912,0,17.1,1970
70,0,7.078761,0.2014034,9.193092,0,17,1975
70,0.8333333,7.09344,0.153642,9.281731,0,16.9,1980
70,0,7.028491,NA,9.443038,0,16.7,1985
70,0.1666667,7.074324,NA,9.624964,0,17.1,1990
70,0.5,7.149208,NA,9.758288,0,17.8,1995
70,0.8333333,7.208454,NA,9.868171,0,18.8,2000
71,NA,7.921682,NA,8.050703,0,17.9,1960
71,0.37,7.944034,NA,8.157084,0,17.5,1965
71,0,7.732884,NA,8.268732,0,17.4,1970
71,0,7.788236,NA,8.330623,0,17.5,1975
71,0,7.86262,NA,8.403129,0,17.3,1980
71,0,7.728806,NA,8.51459,0,17.1,1985
71,0.1666667,7.7977,NA,8.657825,0,17.1,1990
71,0.1666667,7.873855,NA,8.79346,0,17.4,1995
71,0.1666667,7.948218,NA,8.911261,0,17.6,2000
72,NA,6.805074,NA,5.863631,0,19.9,1960
72,NA,6.976129,NA,6.001415,0,19.9,1965
72,0.8333333,7.01445,NA,6.139884,0,19.6,1970
72,0.8333333,7.120737,0.470386,6.306275,0,19.3,1975
72,0.8333333,7.144153,NA,6.463029,0,18.9,1980
72,0.6666667,7.234966,NA,6.622736,0,18.6,1985
72,0.8333333,7.131224,NA,6.833032,0,18.7,1990
72,0,6.970135,NA,7.01661,0,19.1,1995
72,0,7.104079,NA,7.172425,0,19.4,2000
73,NA,6.056391,NA,6.322565,0,21.4,1960
73,NA,6.208751,NA,6.33328,0,20.8,1965
73,NA,5.8041,NA,6.368187,0,19.9,1970
73,0.1666667,6.414782,NA,6.453625,0,19,1975
73,0.1666667,6.103621,NA,6.637258,0,18.2,1980
73,0.1666667,6.294609,NA,6.739336,0,17.6,1985
73,0.1666667,6.47857,NA,6.852242,0,17.3,1990
73,0.6666667,6.662519,NA,6.982863,0,17,1995
73,0.5,6.533538,NA,7.089243,0,16.6,2000
74,NA,8.091364,NA,5.529429,0,22.2,1960
74,NA,8.134517,NA,5.598422,0,21.5,1965
74,0.1666667,8.231673,NA,5.673323,0,20.6,1970
74,0.1666667,8.285317,NA,5.416101,0,20.2,1975
74,0,7.689084,NA,5.379897,0,19.8,1980
74,0,7.449494,NA,5.743003,0,19.5,1985
74,0,7.257563,NA,5.863631,0,19,1990
74,0,7.043111,NA,5.988961,0,18.6,1995
74,0,8.189795,NA,6.124683,0,18.2,2000
75,0.88,8.334816,0.3593356,9.027259,0,29.1,1960
75,0.83,8.72038,0.3416657,9.053686,0,30.7,1965
75,0.1666667,9.040845,0.3192836,9.081711,0,33.4,1970
75,0.8333333,9.249929,0.4089774,9.110188,0,33.9,1975
75,0.8333333,9.380486,0.4560136,9.173987,0,34.2,1980
75,0.8333333,9.349674,0.4140979,9.203718,0,35.1,1985
75,1,9.390127,0.3882227,9.226312,0,36.1,1990
75,1,9.431264,NA,9.255122,0,37.4,1995
75,1,9.589738,NA,9.264829,0,39.1,2000
76,NA,NA,NA,4.49981,0,NA,1960
76,NA,NA,NA,4.574711,0,NA,1965
76,NA,NA,NA,4.558079,0,NA,1970
76,0.8333333,NA,NA,4.521789,0,NA,1975
76,0.3333333,8.012017,NA,4.50092,0,NA,1980
76,0.8333333,8.217793,NA,4.49981,0,NA,1985
76,0.8333333,8.461378,NA,4.539031,0,NA,1990
76,1,8.496442,NA,4.5486,0,NA,1995
76,1,8.728799,NA,4.59512,0,NA,2000
77,0.7,7.759642,NA,8.284757,0,17,1960
77,0.4,7.845412,0.2859315,8.426393,0,16.8,1965
77,0.8333333,8.003448,0.2562994,8.56465,0,16.9,1970
77,0.5,8.142745,0.199541,8.70251,0,17,1975
77,0.3333333,8.308284,0.2336548,8.827615,0,16.9,1980
77,0.5,8.182334,0.1938697,8.953898,0,16.7,1985
77,0.6666667,8.188078,NA,9.076694,0,16.9,1990
77,0.5,8.235296,NA,9.207937,0,17.2,1995
77,0.6666667,8.272367,NA,9.340078,0,17.8,2000
78,NA,7.548697,NA,6.343881,0,15.9,1960
78,0.53,7.61239,NA,6.46925,0,16.4,1965
78,0.8333333,7.796377,NA,6.563856,0,16,1970
78,0.5,7.866194,NA,6.598509,0,17.4,1975
78,0.5,7.945521,NA,6.634634,0,18.5,1980
78,0.3333333,7.709775,NA,6.625392,0,19.5,1985
78,0.3333333,7.644551,NA,6.594413,0,20.8,1990
78,0.8333333,7.878178,NA,6.610696,0,22.4,1995
78,0.8333333,NA,NA,6.634634,0,24.1,2000
79,0.7,7.438536,0.3080072,7.546446,0,16.7,1960
79,0.5,7.488313,0.3166004,7.716461,0,16.3,1965
79,0,7.528791,0.3767997,7.860185,0,15.9,1970
79,0.1666667,7.593008,NA,8.011355,0,15.9,1975
79,0.5,7.731841,0.3954192,8.179481,0,16.3,1980
79,0.8333333,7.725555,0.3948273,8.338784,0,16.7,1985
79,0.8333333,7.707236,0.355514,8.490849,0,17.2,1990
79,0.6666667,7.626646,NA,8.634976,0,17.8,1995
79,0.6666667,7.625558,NA,8.766706,0,18.7,2000
80,NA,NA,NA,8.328451,1,29.4,1960
80,NA,NA,NA,8.363342,1,30.6,1965
80,NA,NA,NA,8.391857,1,32.5,1970
80,NA,NA,NA,8.414939,1,33.1,1975
80,NA,NA,NA,8.431199,1,33.6,1980
80,NA,NA,NA,8.45553,1,34.4,1985
80,NA,NA,NA,8.470731,1,35.8,1990
80,0.5,8.837205,NA,8.441392,1,37.4,1995
80,0.8333333,9.050838,NA,8.384804,1,38.9,2000
81,0.35,NA,NA,8.243809,0,20.8,1960
81,0.21,NA,NA,8.329175,0,19.9,1965
81,0,6.834893,NA,8.416267,0,19.5,1970
81,0.1666667,6.826536,NA,8.501063,0,19.3,1975
81,0.1666667,7.013275,NA,8.585412,0,18.9,1980
81,0,6.874998,NA,8.676076,0,18.4,1985
81,0.5,6.763781,NA,8.775395,0,17.9,1990
81,0.3333333,7.288907,NA,8.877382,0,18.2,1995
81,0.1666667,NA,NA,8.982059,0,18.9,2000
82,0.28,NA,NA,9.208739,1,32.1,1960
82,0.12,NA,0.2978825,9.225525,1,33.4,1965
82,0.1666667,8.588902,0.2441026,9.243484,1,34.1,1970
82,0.1666667,8.845778,0.2797291,9.262174,1,34.2,1975
82,0.1666667,9.011422,0.3233313,9.278653,1,34.4,1980
82,0.3333333,9.122087,0.3730741,9.266626,1,35,1985
82,0.8333333,9.169792,NA,9.24619,1,36.4,1990
82,1,9.064034,NA,9.232982,1,37.4,1995
82,1,9.253325,NA,9.222466,1,38.1,2000
83,0.2,6.841697,NA,11.45101,0,20,1960
83,0.1,6.797702,NA,11.558,0,19.7,1965
83,0.3333333,6.991541,0.2261451,11.67451,0,19,1970
83,0.3333333,7.256683,0.2411854,11.79501,0,19.1,1975
83,0.3333333,7.54732,0.2546586,11.90701,0,19.6,1980
83,0.3333333,7.730899,0.2134041,12.00173,0,20.3,1985
83,0.1666667,7.955369,0.1948477,12.09084,0,21.6,1990
83,0,8.200976,NA,12.16915,0,23.1,1995
83,0.6666667,8.200371,NA,12.23692,0,24.6,2000
84,0.94,6.74189,0.4746312,12.98275,0,20.4,1960
84,0.91,6.831872,0.4796611,13.09668,0,20.1,1965
84,0.8333333,6.978369,0.4549198,13.21324,0,19.9,1970
84,0.8333333,6.997562,0.4906348,13.32687,0,20,1975
84,0.8333333,7.055082,0.4922402,13.44057,0,20.6,1980
84,0.8333333,7.221988,0.4213597,13.54782,0,21.2,1985
84,0.8333333,7.423547,0.376252,13.65242,0,21.8,1990
84,0.5,7.590337,NA,13.74528,0,22.6,1995
84,0.8333333,7.815578,NA,13.83131,0,23.4,2000
85,0.95,8.544048,0.511867,7.948739,0,29.8,1960
85,0.97,8.699453,0.4706181,7.964156,0,28.3,1965
85,1,8.8901,0.4584633,7.989561,0,27.6,1970
85,1,9.045475,0.4173453,8.063693,0,26.4,1975
85,1,9.206577,0.3446802,8.131824,0,26.4,1980
85,1,9.295671,0.275108,8.171882,0,26.9,1985
85,1,9.558014,0.2569326,8.162174,0,29.1,1990
85,1,9.756508,NA,8.189244,0,30.9,1995
85,1,10.18039,NA,8.241177,0,31.9,2000
86,0.35,7.8892,0.182427,9.978316,0,18.4,1960
86,0.45,8.141539,0.2018831,10.11298,0,17.7,1965
86,0.3333333,8.561217,0.2423798,10.25517,0,17.6,1970
86,0.1666667,8.522073,0.7040718,10.41049,0,17.6,1975
86,0.3333333,8.301185,0.5487418,10.57449,0,17.5,1980
86,0.3333333,8.397391,0.4472229,10.76003,0,17.6,1985
86,0.1666667,8.26404,NA,10.90412,0,17.7,1990
86,0.1666667,8.519805,NA,10.98451,0,18.3,1995
86,0.1666667,8.698613,NA,11.06137,0,20.6,2000
87,0.15,NA,0.3387705,8.831566,0,16.8,1960
87,0.11,NA,0.3594878,8.984192,0,16.7,1965
87,0,NA,0.4204678,9.143773,0,16.6,1970
87,0,NA,NA,9.307467,0,16.6,1975
87,0.1666667,NA,0.2890503,9.473243,0,16.9,1980
87,0,NA,NA,9.636719,0,17.2,1985
87,0,NA,0.3495355,9.802451,0,17.5,1990
87,0,NA,NA,9.941698,0,18.1,1995
87,0,NA,NA,10.05466,0,18.7,2000
88,1,9.014312,NA,5.170484,0,25.4,1960
88,1,9.275016,0.5915233,5.267858,0,24.3,1965
88,1,9.298835,0.6050245,5.31812,0,24.6,1970
88,1,9.564708,0.5647696,5.384495,0,25.4,1975
88,1,9.808449,0.5446389,5.429346,0,26.9,1980
88,1,9.857358,0.6910595,5.484797,0,28,1985
88,1,9.954723,NA,5.540479,0,30,1990
88,1,9.927636,NA,5.590987,0,31.5,1995
88,1,10.11767,NA,5.634789,0,32.9,2000
89,0.95,8.620045,0.3746982,7.656337,0,24.3,1960
89,0.97,8.898729,0.3668935,7.848934,0,23.6,1965
89,0.8333333,9.086753,0.346615,7.997663,0,23.4,1970
89,0.8333333,9.305582,0.3771309,8.147577,0,24,1975
89,0.8333333,9.34363,0.6023094,8.263075,0,24.8,1980
89,0.8333333,9.392495,0.5430319,8.350666,0,25.4,1985
89,0.8333333,9.519797,NA,8.446771,0,25.8,1990
89,1,9.6899,NA,8.620652,0,27,1995
89,1,9.738237,NA,8.737647,0,27.9,2000
90,0.97,8.837732,NA,10.82377,0,31.3,1960
90,0.97,9.049049,0.3910902,10.86115,0,32.1,1965
90,1,9.332002,0.3792127,10.89344,0,32.8,1970
90,1,9.435337,0.3868344,10.92307,0,33.4,1975
90,1,9.631416,0.4549198,10.94083,0,34,1980
90,1,9.704334,0.5234374,10.94364,0,35.2,1985
90,1,9.868263,0.6960464,10.94586,0,37.4,1990
90,1,9.918014,NA,10.95438,0,38.5,1995
90,1,9.988757,NA,10.96284,0,40.2,2000
91,0.91,7.917863,0.4068962,7.395721,0,19.6,1960
91,0.9,8.082705,0.4404722,7.473069,0,18.4,1965
91,1,8.260118,0.4396847,7.533159,0,16.7,1970
91,1,8.284571,0.4662274,7.607381,0,17,1975
91,0.8333333,8.146678,0.4019729,7.665285,0,19.2,1980
91,0.8333333,8.100238,0.3536654,7.745479,0,20.6,1985
91,0.8333333,8.318845,0.3437945,7.779048,0,22.1,1990
91,0.8333333,8.244399,NA,7.816014,0,23,1995
91,0.8333333,8.214085,NA,7.852828,0,24.1,2000
92,0.32,7.734221,0.2962255,6.738153,0,17.6,1960
92,0.31,7.919852,0.2753747,7.028202,0,17.4,1965
92,0.1666667,7.708977,0.2348094,7.31854,0,17.1,1970
92,0.1666667,7.765361,0.3082924,7.501082,0,16.4,1975
92,0.1666667,8.306857,0.296617,7.687539,0,15.3,1980
92,0.3333333,8.400855,0.2349397,7.880048,0,16.2,1985
92,0.3333333,8.148808,0.2895631,8.061487,0,16.3,1990
92,0.5,8.230902,NA,8.341649,0,18.7,1995
92,0.5,8.267375,NA,8.494295,0,20.1,2000
93,0.99,8.42168,0.3329867,11.45205,0,25.5,1960
93,1,8.830431,0.3195295,11.50169,0,27.3,1965
93,0.8333333,9.347801,0.3440537,11.55546,0,29,1970
93,0.8333333,9.485228,0.3666475,11.62572,0,30.4,1975
93,1,9.656223,0.3570409,11.66806,0,32.6,1980
93,1,9.783747,0.335191,11.70151,0,35.2,1985
93,1,10.00876,0.3517228,11.7243,0,37.4,1990
93,1,10.05485,NA,11.73957,0,39.7,1995
93,1,10.11356,NA,11.75092,0,41.3,2000
94,NA,NA,NA,9.207837,1,22.9,1960
94,NA,NA,NA,9.385218,1,22.4,1965
94,NA,NA,NA,9.481131,1,21.8,1970
94,NA,NA,NA,9.55648,1,22.3,1975
94,NA,NA,NA,9.607337,1,23.5,1980
94,NA,NA,NA,9.656493,1,24.5,1985
94,NA,NA,NA,9.70186,1,26,1990
94,0.1666667,8.656834,NA,9.684461,1,27.1,1995
94,0.1666667,8.908018,NA,9.619742,1,27.9,2000
95,0.71,6.679399,0.5245511,9.027859,0,17.2,1960
95,0.58,6.741649,0.5271165,9.18492,0,15.9,1965
95,0.3333333,6.710691,0.4451096,9.349929,0,15.6,1970
95,0.3333333,7.036955,0.4089098,9.528139,0,15.2,1975
95,0.3333333,7.12166,0.4502225,9.719084,0,15,1980
95,0.1666667,7.04774,0.432795,9.897017,0,14.8,1985
95,0.1666667,7.197484,0.4165106,10.05852,0,15.2,1990
95,0,7.133424,NA,10.19201,0,16.5,1995
95,0.1666667,7.126381,NA,10.31201,0,17.7,2000
96,NA,NA,NA,7.683864,1,24,1960
96,NA,NA,NA,7.855932,1,21.6,1965
96,NA,NA,NA,7.994295,1,19.4,1970
96,NA,NA,NA,8.101375,1,19.5,1975
96,NA,NA,NA,8.197538,1,20.8,1980
96,NA,NA,NA,8.293049,1,21.7,1985
96,NA,NA,NA,8.394573,1,21.6,1990
96,0.5,7.839219,NA,8.431635,1,22.1,1995
96,0.1666667,8.011205,NA,8.500047,1,23.2,2000
97,0.39,NA,NA,8.600246,0,18.6,1960
97,0.36,NA,NA,8.722743,0,18.5,1965
97,0.1666667,NA,NA,8.844769,0,18.3,1970
97,0,NA,NA,8.867568,0,18.7,1975
97,0,NA,NA,8.826917,0,19.2,1980
97,0,NA,NA,8.962392,0,17.8,1985
97,0,NA,NA,9.120962,0,17.5,1990
97,0.1666667,7.076396,NA,9.277561,0,16.6,1995
97,0.1666667,NA,NA,9.394429,0,17.5,2000
98,NA,NA,NA,3.706228,0,NA,1960
98,NA,NA,NA,3.802208,0,NA,1965
98,NA,NA,NA,3.889777,0,NA,1970
98,NA,NA,NA,3.972177,0,NA,1975
98,0.8333333,NA,NA,4.062166,0,NA,1980
98,1,NA,NA,4.174387,0,NA,1985
98,1,NA,NA,4.281377,0,NA,1990
98,1,NA,NA,4.382027,0,NA,1995
98,1,NA,NA,4.507557,0,NA,2000
99,NA,NA,NA,3.931826,0,NA,1960
99,NA,NA,NA,3.885679,0,NA,1965
99,NA,NA,NA,3.804438,0,NA,1970
99,NA,NA,NA,3.775057,0,NA,1975
99,NA,8.546586,NA,3.793239,0,NA,1980
99,1,8.756536,NA,3.755369,0,NA,1985
99,1,8.970687,NA,3.738384,0,NA,1990
99,1,9.286465,NA,3.713572,0,NA,1995
99,1,9.522664,NA,3.78419,0,NA,2000
100,NA,NA,NA,10.50323,0,NA,1960
100,NA,NA,NA,10.62663,0,NA,1965
100,NA,NA,NA,10.74333,0,NA,1970
100,NA,NA,NA,10.84543,0,NA,1975
100,NA,NA,NA,10.92089,0,NA,1980
100,NA,NA,NA,10.991,0,NA,1985
100,NA,NA,NA,11.04811,0,NA,1990
100,NA,NA,NA,11.10445,0,NA,1995
100,NA,NA,NA,11.14585,0,NA,2000
101,0.52,7.310043,0.2536042,10.12675,0,19.2,1960
101,0.53,7.497014,0.2492612,10.25871,0,18.7,1965
101,0.3333333,7.906761,0.2287131,10.37108,0,19,1970
101,0.3333333,8.204275,0.2931599,10.4711,0,19.9,1975
101,0.3333333,8.47425,0.2632229,10.5486,0,21.8,1980
101,0.5,8.790099,0.2968501,10.61658,0,24.5,1985
101,0.8333333,9.205568,0.256503,10.6659,0,26.9,1990
101,0.8333333,9.514257,NA,10.71648,0,29.3,1995
101,0.8333333,9.672554,NA,10.75807,0,31.8,2000
102,NA,NA,NA,5.627621,0,22.8,1960
102,NA,NA,0.1378727,6.154858,0,21.4,1965
102,0.5,NA,0.2152253,6.612041,0,18.9,1970
102,0.5,NA,0.2149366,6.914731,0,18.2,1975
102,0.1666667,NA,0.4340066,7.226209,0,20.5,1980
102,0.5,NA,0.2131838,7.445417,0,22.5,1985
102,0,NA,NA,7.661527,0,22.8,1990
102,0.3333333,NA,NA,7.36834,0,26.8,1995
102,0.5,NA,NA,7.593072,0,28.6,2000
103,0.57,NA,NA,7.685703,0,18.8,1960
103,0.43,NA,NA,7.796469,0,18.8,1965
103,0.3333333,NA,NA,7.90581,0,18.7,1970
103,0.1666667,NA,NA,8.014336,0,18.7,1975
103,0,NA,NA,8.072468,0,18.8,1980
103,0,NA,NA,8.194506,0,18.3,1985
103,0.1666667,NA,NA,8.326517,0,18,1990
103,0,NA,NA,8.452334,0,18.1,1995
103,0,NA,NA,8.571492,0,18.5,2000
104,0.84,NA,NA,7.584987,0,20.8,1960
104,0.74,NA,NA,7.731957,0,18.8,1965
104,0.8333333,NA,NA,7.869837,0,18.1,1970
104,0.5,NA,NA,7.988495,0,18.9,1975
104,0.5,NA,NA,8.007151,0,19.3,1980
104,0.3333333,NA,NA,8.094036,0,20.2,1985
104,0.1666667,8.082907,NA,8.198364,0,21.7,1990
104,0.1666667,8.461366,NA,8.295299,0,23.3,1995
104,0.1666667,8.663174,NA,8.372861,0,25.2,2000
105,0.47,NA,NA,6.946014,0,18.1,1960
105,0.46,NA,NA,7.085901,0,17.5,1965
105,0.1666667,NA,NA,7.233455,0,17.2,1970
105,0.1666667,NA,NA,7.383368,0,17,1975
105,0.1666667,NA,NA,7.536897,0,16.8,1980
105,0.3333333,NA,NA,7.693026,0,16.6,1985
105,0,NA,NA,7.797702,0,16.4,1990
105,0,NA,NA,7.913155,0,16.5,1995
105,0.3333333,NA,NA,8.048788,0,16.6,2000
106,0.31,NA,NA,7.207119,0,18.4,1960
106,0.34,NA,NA,7.392032,0,18.4,1965
106,0,NA,NA,7.593878,0,17.5,1970
106,0,NA,NA,7.802209,0,17,1975
106,0.1666667,NA,NA,8.020599,0,16.8,1980
106,0.1666667,NA,NA,8.239065,0,16.8,1985
106,0,NA,NA,8.368925,0,17.8,1990
106,0,NA,NA,8.466952,0,19.6,1995
106,0,NA,NA,8.573573,0,21.8,2000
107,NA,NA,NA,4.459451,0,17.7,1960
107,NA,NA,NA,4.536891,0,16.4,1965
107,NA,NA,NA,4.619073,0,15,1970
107,NA,NA,NA,4.685828,0,16.5,1975
107,0.8333333,8.082571,NA,4.74927,0,17.5,1980
107,1,8.152157,NA,4.826713,0,18.9,1985
107,1,8.637772,NA,4.898586,0,20.8,1990
107,1,8.751712,NA,4.979764,0,22,1995
107,1,8.753119,NA,5.045359,0,23.8,2000
108,NA,NA,NA,NA,0,NA,1960
108,NA,NA,NA,NA,0,NA,1965
108,0.5,NA,NA,NA,0,NA,1970
108,NA,NA,NA,NA,0,NA,1975
108,NA,NA,NA,NA,0,NA,1980
108,NA,NA,NA,NA,0,NA,1985
108,NA,NA,NA,NA,0,NA,1990
108,1,NA,NA,NA,0,NA,1995
108,1,NA,NA,3.465736,0,NA,2000
109,0.94,7.195235,NA,9.179984,0,19,1960
109,0.86,7.233606,NA,9.306287,0,19,1965
109,0.8333333,7.3508,NA,9.417842,0,19.7,1970
109,0.8333333,7.41386,NA,9.511333,0,20.9,1975
109,0.8333333,7.489711,0.189244,9.588983,0,22.1,1980
109,0.6666667,7.723791,0.1753525,9.646981,0,23.2,1985
109,0.5,7.830053,NA,9.696894,0,24.7,1990
109,0.5,8.028013,NA,9.757305,0,26.4,1995
109,0.6666667,8.10163,NA,9.823741,0,28.1,2000
110,NA,6.548558,NA,6.787845,0,18.5,1960
110,NA,6.762671,NA,6.901737,0,18.3,1965
110,0,6.783237,NA,7.003066,0,18.2,1970
110,0.3333333,6.959955,NA,7.107426,0,17.9,1975
110,0.3333333,7.213881,0.2012939,7.21671,0,17.7,1980
110,0.3333333,7.179348,NA,7.327123,0,17.6,1985
110,0.1666667,7.222058,NA,7.427739,0,17.5,1990
110,0.5,7.207245,NA,7.533159,0,18,1995
110,0.5,7.37254,NA,7.618251,0,18.8,2000
111,NA,NA,NA,7.929846,1,28.3,1960
111,NA,NA,NA,7.99699,1,29.7,1965
111,NA,NA,NA,8.051978,1,30.7,1970
111,NA,NA,NA,8.102283,1,31.3,1975
111,NA,NA,NA,8.135347,1,31.8,1980
111,NA,NA,NA,8.173293,1,31.9,1985
111,NA,NA,NA,8.215548,1,32.6,1990
111,1,8.737635,NA,8.197538,1,34.3,1995
111,1,8.889239,NA,8.162231,1,36,2000
112,1,9.367659,0.5275336,5.752255,0,35.2,1960
112,0.98,9.481506,0.4920567,5.808143,0,35.3,1965
112,0.8333333,9.623864,0.4720935,5.828357,0,35.3,1970
112,0.8333333,9.696674,0.6484474,5.887492,0,34.4,1975
112,1,9.790245,0.5039321,5.899623,0,34.8,1980
112,1,9.905174,0.4753402,5.905907,0,35.7,1985
112,1,10.19956,0.4998294,5.945159,0,35.9,1990
112,1,10.44502,NA,6.014937,0,36.1,1995
112,1,10.6917,NA,6.082219,0,37,2000
113,NA,NA,NA,7.663408,1,32.1,1960
113,NA,NA,NA,7.726213,1,32.8,1965
113,NA,NA,NA,7.772332,1,34.1,1970
