hsgpa,psu,entercollege,privatehs,hidad,himom,over475
52,585.5,0,0,0,0,1
59,533,0,0,0,0,1
54,552.5,1,0,0,0,1
52,365.5,0,0,0,0,0
57,372,0,0,0,0,0
54,566,1,0,0,0,1
61,602.5,1,1,0,0,1
54,515.5,0,1,1,1,1
55,566,1,0,0,0,1
52,528.5,1,0,0,0,1
59,540,1,0,0,0,1
56,539.5,1,1,0,0,1
63,618.5,1,1,1,1,1
67,670,0,0,1,1,1
55,612,1,0,1,1,1
57,605.5,1,0,1,1,1
54,546.5,0,1,1,1,1
58,574,1,1,0,1,1
56,604.5,1,0,1,0,1
54,485.5,1,0,0,0,1
59,487,1,0,0,0,1
57,565.5,0,0,0,0,1
52,379.5,0,0,0,0,0
55,645.5,1,0,1,1,1
62,687.5,1,0,0,0,1
56,490.5,1,0,0,0,1
58,554.5,0,0,1,0,1
55,517,0,0,0,0,1
52,542.5,0,0,0,0,1
60,546,1,0,1,0,1
61,576.5,1,0,1,0,1
52,397,0,0,0,0,0
53,587.5,1,0,0,1,1
60,526.5,1,0,0,0,1
57,590.5,1,1,0,1,1
65,683,1,0,0,0,1
50,544.5,0,0,0,0,1
59,681,1,0,1,1,1
60,620.5,1,0,1,1,1
64,659.5,0,0,0,0,1
59,634,1,0,1,1,1
51,390.5,0,0,0,0,0
51,466,0,0,1,0,0
53,525.5,0,0,0,1,1
57,534,1,0,0,1,1
68,660,1,0,1,0,1
60,654,1,1,0,0,1
64,614,0,0,1,0,1
61,645,1,0,0,0,1
56,672.5,1,0,1,1,1
53,571.5,1,0,0,0,1
61,616.5,1,0,0,0,1
62,489,1,0,0,0,1
59,650,1,0,0,0,1
56,610,1,0,1,1,1
51,451.5,0,0,0,0,0
60,564.5,1,0,0,0,1
68,620.5,1,1,1,1,1
58,623,1,0,1,0,1
55,586.5,0,0,0,0,1
62,657.5,1,1,1,1,1
63,639.5,1,1,1,0,1
57,501,0,0,0,0,1
61,609.5,1,0,0,0,1
52,460,0,0,0,1,0
57,456.5,0,0,0,0,0
52,569,1,0,0,0,1
57,606.5,1,1,1,1,1
60,689.5,1,0,1,1,1
51,517.5,1,0,0,1,1
56,538,1,1,1,1,1
59,572,0,0,0,1,1
62,573,0,0,1,1,1
51,547.5,1,0,0,0,1
49,407,0,0,0,0,0
50,560.5,0,0,0,0,1
56,505.5,0,0,1,0,1
52,530.5,1,0,0,0,1
61,652.5,0,0,0,0,1
60,591.5,0,0,0,0,1
63,529.5,1,0,0,0,1
54,533,1,0,0,0,1
49,401,0,0,0,0,0
50,407,1,0,0,0,0
52,379.5,0,0,0,0,0
59,459,1,0,0,0,0
65,670,1,0,1,1,1
66,625.5,0,1,1,1,1
61,562,1,0,0,1,1
52,504,0,0,1,1,1
63,597,0,0,1,1,1
53,508.5,1,0,0,0,1
55,486,0,0,1,1,1
64,672.5,1,1,0,1,1
53,443,1,0,1,1,0
60,590,1,0,0,0,1
58,576,1,0,1,1,1
65,698.5,1,0,0,1,1
57,510,0,0,0,1,1
52,493.5,0,0,0,0,1
54,592,1,1,0,0,1
64,482.5,1,0,0,0,1
64,619.5,1,0,0,0,1
57,515.5,1,0,0,0,1
47,489,0,0,0,0,1
63,536,1,0,1,0,1
54,586,0,0,1,0,1
48,446,0,0,0,0,0
52,430,0,0,0,0,0
58,520,1,1,1,1,1
64,614.5,1,0,0,0,1
60,629.5,1,0,0,1,1
50,511.5,1,0,0,1,1
57,686.5,1,0,0,1,1
61,498,0,0,0,0,1
56,501.5,1,0,0,1,1
67,659.5,1,0,0,0,1
63,583,1,0,0,1,1
53,515,0,1,1,1,1
48,425,0,0,0,0,0
62,553,1,0,0,0,1
56,513.5,0,0,0,0,1
55,534.5,1,0,0,1,1
59,535.5,1,0,0,1,1
53,437,1,0,1,1,0
50,599,1,0,1,0,1
52,536.5,1,0,0,0,1
64,586,0,0,0,1,1
54,533.5,1,0,1,1,1
61,610.5,1,1,0,0,1
55,604,1,0,1,0,1
57,500,1,0,0,0,1
52,488.5,0,0,1,1,1
63,645.5,0,0,0,0,1
58,578,0,0,0,1,1
63,541,0,0,0,0,1
63,599,1,1,1,1,1
55,560,0,0,1,1,1
55,450,0,0,0,1,0
53,573.5,1,0,1,1,1
59,517,0,0,0,0,1
56,583.5,1,0,0,0,1
56,490,1,0,0,0,1
51,569.5,1,0,0,0,1
54,509.5,1,0,0,0,1
0,481.5,0,0,0,0,1
68,656,0,0,1,0,1
51,396,0,0,0,0,0
54,544,1,0,0,0,1
67,635,1,1,1,0,1
52,572,0,0,1,0,1
65,599,1,0,1,1,1
54,478.5,1,0,0,0,1
54,513,0,0,1,1,1
55,400,0,0,0,0,0
54,553,0,0,0,0,1
61,541,1,0,0,1,1
53,522.5,0,0,0,0,1
52,441.5,0,1,0,0,0
60,574,1,0,0,1,1
60,573,1,0,0,0,1
58,673,1,1,0,0,1
68,621,1,0,1,1,1
53,492.5,1,0,1,0,1
54,470,0,0,0,0,0
61,534,0,0,0,0,1
63,674.5,0,0,0,1,1
58,543.5,0,0,1,1,1
60,538.5,1,0,0,0,1
52,393.5,0,0,1,1,0
65,530,1,0,0,0,1
54,552.5,0,1,0,0,1
59,622.5,1,1,0,0,1
62,624.5,1,0,1,0,1
60,515,1,0,1,1,1
57,486,1,0,0,1,1
55,552.5,0,0,0,0,1
58,571.5,1,0,0,1,1
56,533.5,1,0,0,0,1
53,509,1,0,1,1,1
51,413.5,1,0,1,0,0
57,664.5,1,1,0,0,1
56,557,0,0,0,0,1
60,516.5,1,0,1,1,1
50,426,0,0,0,0,0
56,548,0,0,0,1,1
66,609.5,1,0,1,1,1
58,550,0,0,1,0,1
65,699.5,1,0,0,0,1
57,475.5,0,0,1,1,1
53,384.5,0,0,0,0,0
54,567,0,0,0,0,1
54,621,1,1,1,0,1
56,463,0,0,0,0,0
57,473.5,0,0,1,0,0
65,666,1,0,0,0,1
60,650.5,1,0,1,1,1
59,467.5,0,0,0,0,0
62,543.5,1,0,0,0,1
65,686.5,1,1,0,0,1
51,403.5,0,0,0,0,0
56,543,1,0,0,0,1
61,540.5,1,0,0,0,1
57,549,1,0,1,1,1
61,678,1,0,0,0,1
58,557.5,1,0,0,1,1
55,576,1,0,1,0,1
54,550,1,1,0,0,1
63,640,1,1,1,0,1
54,574.5,0,0,1,0,1
51,394,0,0,0,0,0
53,621.5,1,0,0,0,1
54,553,1,0,0,0,1
61,540.5,0,0,0,0,1
47,530,1,0,0,0,1
52,515,1,0,0,1,1
59,599,0,0,0,0,1
66,684.5,1,0,0,0,1
61,644.5,0,0,0,0,1
51,415,0,0,1,0,0
65,664.5,1,0,0,0,1
51,550,1,0,0,0,1
64,595.5,1,0,1,0,1
60,613.5,0,0,1,0,1
56,644.5,1,0,1,0,1
52,485.5,0,0,0,0,1
57,419.5,0,0,0,0,0
50,441.5,0,0,0,0,0
61,496.5,1,0,0,0,1
56,445,0,0,1,0,0
66,580,0,0,0,0,1
53,478,0,0,1,1,1
66,653.5,1,0,1,1,1
62,659.5,1,0,1,1,1
48,537.5,1,0,1,0,1
55,471.5,0,1,1,0,0
49,494,0,0,0,0,1
57,500,0,0,1,1,1
56,593,1,0,0,1,1
52,440.5,0,0,0,0,0
58,469,0,0,0,0,0
59,698.5,1,1,1,1,1
56,587,1,1,1,1,1
55,618,0,0,1,0,1
58,662.5,1,0,0,0,1
63,697,1,1,0,1,1
51,463.5,0,0,1,0,0
59,550,1,0,1,0,1
62,650,1,0,0,0,1
52,625,1,0,1,0,1
62,634.5,1,1,0,1,1
54,441.5,1,0,1,1,0
56,623,0,0,1,1,1
50,394,0,0,1,0,0
52,480,1,0,0,0,1
61,669.5,1,0,0,0,1
58,651,1,0,0,0,1
64,663.5,0,0,1,1,1
52,429.5,0,0,1,0,0
54,531,1,0,1,1,1
51,476.5,1,0,0,1,1
55,395,0,0,1,1,0
55,492.5,0,0,0,0,1
57,557,1,0,0,1,1
48,516,0,1,0,0,1
55,580.5,0,0,0,0,1
59,609,1,0,0,0,1
55,601,1,1,0,0,1
60,578.5,1,0,0,0,1
53,379.5,0,0,0,0,0
65,543.5,1,0,0,0,1
59,645.5,0,0,0,0,1
62,671,1,0,1,1,1
61,511.5,0,0,0,0,1
54,460,0,0,0,0,0
47,379.5,0,0,0,0,0
56,383,0,0,0,0,0
54,576,1,1,1,0,1
64,635,1,0,1,0,1
57,531,1,1,0,0,1
57,597,0,1,0,0,1
51,596,1,0,1,0,1
57,572.5,1,0,1,1,1
55,552.5,1,0,0,1,1
58,573.5,1,0,0,1,1
49,529.5,0,0,1,0,1
55,397,0,0,1,0,0
62,685.5,1,0,1,1,1
58,648.5,1,0,1,1,1
62,637.5,1,0,0,0,1
57,577,0,0,1,0,1
54,509.5,1,0,0,0,1
56,597,1,0,0,0,1
61,569.5,0,0,0,0,1
66,678,1,0,1,0,1
61,677,1,0,0,1,1
62,668.5,1,1,1,1,1
56,457.5,0,0,0,0,0
56,567,0,0,0,0,1
53,581,1,1,0,1,1
56,608,1,0,0,0,1
65,640.5,0,1,1,1,1
56,567,1,0,1,0,1
64,660.5,1,0,1,1,1
51,500,0,0,1,1,1
57,541,0,0,0,0,1
52,494.5,0,0,0,1,1
52,420.5,0,0,0,0,0
56,611,0,0,1,1,1
55,625.5,1,0,0,0,1
63,513.5,1,0,0,0,1
61,660.5,1,0,1,0,1
57,597.5,0,0,0,0,1
53,472.5,0,0,1,1,0
61,668.5,1,0,1,0,1
61,543.5,1,0,0,0,1
52,537.5,1,0,0,0,1
66,672,1,0,0,0,1
61,678,1,0,1,0,1
62,529.5,0,0,0,0,1
58,548,1,0,1,0,1
62,578,1,0,0,0,1
58,609,1,1,0,1,1
51,428,1,0,0,0,0
56,632,1,0,1,0,1
53,451.5,0,0,1,0,0
62,488,1,0,0,0,1
56,515.5,1,0,0,1,1
57,645,0,0,0,0,1
63,604,1,0,0,1,1
61,484.5,1,0,0,0,1
56,582.5,0,1,1,0,1
55,516,1,0,1,1,1
53,485.5,0,0,1,0,1
53,450.5,0,0,0,0,0
58,455.5,1,0,1,0,0
53,536.5,1,0,1,0,1
59,599,1,0,0,0,1
51,526,0,0,1,1,1
51,531.5,0,0,1,0,1
50,517.5,1,0,0,0,1
60,631.5,0,0,1,0,1
54,567,1,0,0,0,1
61,644,1,1,1,1,1
49,413.5,0,0,1,0,0
58,521,0,0,0,0,1
58,625.5,1,1,1,1,1
56,648.5,1,1,1,1,1
60,624.5,1,0,0,0,1
55,698,1,0,0,0,1
58,586,1,0,1,0,1
56,582,0,0,0,0,1
58,318.5,0,0,0,0,0
55,505.5,0,0,0,0,1
63,699,1,1,1,1,1
65,662,1,0,0,0,1
60,563.5,0,0,1,1,1
57,505,1,0,1,0,1
61,573,1,0,0,0,1
65,639.5,1,0,0,0,1
61,657.5,1,0,1,0,1
65,619,1,0,0,0,1
60,549,1,0,0,0,1
55,499,0,0,1,0,1
55,570,1,0,0,1,1
57,586.5,0,0,1,1,1
54,590,0,0,0,0,1
61,562.5,1,0,1,0,1
58,534,1,0,0,0,1
47,387,0,0,0,0,0
57,540.5,0,0,1,0,1
55,601,1,1,1,1,1
59,574,1,0,0,0,1
56,622.5,0,0,0,0,1
55,494,0,0,0,0,1
50,535.5,1,0,1,1,1
53,623,1,0,1,0,1
58,625.5,1,0,0,0,1
55,502,0,0,0,0,1
66,561.5,0,0,1,1,1
51,513.5,0,0,0,0,1
58,546,0,0,1,0,1
67,692,1,1,0,0,1
58,556,0,0,0,1,1
61,498.5,0,0,0,0,1
61,583.5,1,0,0,1,1
61,581.5,0,0,0,1,1
60,698,1,0,1,1,1
60,661,1,0,1,1,1
55,460,0,0,1,1,0
53,491.5,0,0,0,0,1
54,493.5,0,0,0,0,1
65,675,1,0,1,1,1
60,470.5,0,0,0,0,0
54,600.5,0,0,1,0,1
59,576,1,0,1,1,1
51,569.5,1,0,0,1,1
53,594.5,1,1,1,0,1
55,667,1,0,0,1,1
58,475.5,0,0,0,1,1
57,577,0,0,1,0,1
64,502,0,0,0,0,1
56,556,0,0,1,0,1
55,540.5,1,0,0,0,1
52,513.5,0,0,0,0,1
63,686.5,1,0,1,1,1
65,605.5,0,0,0,0,1
56,570,1,0,1,1,1
58,652,1,0,1,0,1
60,657,1,0,0,1,1
53,612,1,0,0,1,1
58,564,1,0,0,0,1
57,631,0,0,1,1,1
57,400.5,0,0,0,0,0
58,494.5,0,0,1,0,1
52,528,0,0,0,1,1
56,677.5,1,0,0,0,1
55,601,1,0,0,0,1
55,507,0,0,0,1,1
50,506,0,0,1,0,1
56,508,0,0,1,0,1
49,485.5,0,0,0,1,1
52,604.5,0,0,0,0,1
57,490,0,0,1,0,1
63,555,1,0,0,0,1
66,623,1,1,1,1,1
54,567.5,1,1,0,0,1
60,610.5,1,0,1,1,1
53,519.5,1,1,1,0,1
58,627.5,0,1,1,1,1
53,492.5,0,0,1,0,1
55,566,0,0,1,1,1
55,547.5,0,0,1,1,1
60,558,1,0,0,0,1
52,479,0,0,1,0,1
57,634.5,1,0,0,0,1
54,609,1,0,0,1,1
55,502,0,0,1,1,1
52,431,0,0,0,0,0
53,349.5,0,0,0,1,0
59,473,0,0,0,0,0
61,511.5,1,0,0,1,1
52,353,0,0,0,0,0
50,434.5,0,0,0,0,0
55,408.5,0,0,0,1,0
59,391.5,0,0,0,0,0
54,470,0,0,0,0,0
50,391.5,0,0,0,0,0
50,355.5,0,0,0,0,0
55,313.5,0,0,0,0,0
51,529,0,0,0,0,1
52,427.5,0,0,0,0,0
54,577,1,0,0,0,1
56,553,0,0,0,0,1
50,318,0,0,0,0,0
48,403.5,0,0,0,0,0
61,572,1,0,0,0,1
54,420.5,0,0,0,0,0
62,593,1,0,0,0,1
59,503,1,0,0,0,1
53,406.5,0,0,1,1,0
56,563.5,1,0,0,1,1
50,464.5,0,0,0,1,0
62,468,0,0,0,0,0
62,630.5,1,0,0,0,1
63,494,1,0,0,0,1
52,452.5,0,0,0,0,0
55,383,0,0,0,0,0
55,453.5,0,0,0,0,0
58,486.5,1,0,0,0,1
55,413.5,0,0,0,0,0
54,336.5,0,0,0,0,0
54,459.5,0,0,0,1,0
48,438,0,0,0,0,0
62,420,1,0,0,0,0
53,508,0,0,0,0,1
54,406,0,0,0,0,0
58,462.5,0,0,0,0,0
50,349.5,0,0,0,0,0
62,536.5,1,0,0,1,1
56,503.5,1,0,0,0,1
57,397.5,0,0,0,0,0
59,553,0,0,0,0,1
58,558.5,1,0,0,0,1
60,517,1,0,0,0,1
55,383,0,0,0,0,0
58,504.5,1,0,0,0,1
56,431,0,0,0,0,0
61,455,1,0,0,0,0
60,365.5,1,0,0,0,0
61,571.5,1,0,0,0,1
65,561.5,1,0,0,0,1
64,590.5,1,0,0,0,1
52,377,0,0,0,0,0
60,423.5,0,0,0,0,0
47,388.5,0,0,0,0,0
58,419.5,0,0,0,0,0
57,358.5,0,0,0,0,0
59,494.5,1,0,0,0,1
55,507.5,1,0,1,1,1
52,440,0,0,0,0,0
63,478,1,0,0,0,1
64,521.5,1,0,0,0,1
56,416.5,0,0,0,0,0
56,478.5,1,0,0,0,1
49,429,0,0,0,0,0
59,552.5,0,0,0,0,1
58,416,0,0,0,0,0
60,429.5,0,0,0,0,0
51,323,0,0,0,0,0
64,609,1,0,0,0,1
59,459,0,0,0,0,0
54,349.5,0,0,0,0,0
50,365.5,0,0,0,0,0
65,458.5,0,0,0,0,0
58,568,1,0,0,0,1
56,511.5,1,0,0,0,1
58,506.5,1,0,0,0,1
56,323,1,0,0,0,0
65,613.5,1,0,0,1,1
57,387,0,0,0,0,0
55,419.5,0,0,0,0,0
60,617,1,1,0,1,1
64,442.5,0,0,0,0,0
63,558,1,0,0,0,1
56,561.5,0,0,0,0,1
64,499.5,0,0,0,0,1
55,420.5,0,0,0,0,0
61,617.5,1,0,0,0,1
60,570.5,0,0,0,0,1
56,466.5,0,0,0,0,0
54,354.5,0,0,0,0,0
61,478.5,0,0,0,0,1
57,548.5,0,0,0,0,1
57,438.5,1,0,0,0,0
56,419.5,0,0,0,0,0
62,603,1,0,0,0,1
54,368,0,0,0,0,0
50,357,0,0,0,0,0
58,603.5,1,0,0,0,1
64,639.5,1,0,0,1,1
61,544.5,0,0,0,0,1
59,477.5,0,0,0,0,1
58,393,0,0,0,0,0
58,368.5,0,0,1,1,0
62,413,0,0,0,0,0
63,561.5,0,0,0,0,1
54,424,0,0,0,0,0
63,562.5,1,0,0,0,1
53,379.5,1,0,1,0,0
67,651.5,1,0,0,0,1
57,602,1,0,0,1,1
64,518,1,0,0,0,1
47,341,0,0,0,0,0
54,469,0,0,0,0,0
57,554.5,1,0,0,0,1
54,494,0,0,0,0,1
63,527,1,0,0,0,1
63,565,1,0,0,0,1
54,479.5,0,0,0,0,1
61,439.5,0,0,0,0,0
59,339.5,0,0,0,0,0
54,406,0,0,0,0,0
63,617.5,0,0,0,0,1
53,507.5,1,0,0,0,1
52,478,0,0,1,1,1
54,404,0,0,0,0,0
52,546,1,0,0,0,1
59,523.5,0,0,0,0,1
59,438.5,0,0,0,0,0
51,402.5,0,0,0,0,0
0,348,0,0,0,0,0
58,515.5,1,0,0,0,1
60,386.5,1,0,0,0,0
60,554,1,0,0,0,1
51,479.5,0,0,0,0,1
57,439.5,0,0,0,0,0
64,600.5,1,0,0,0,1
60,434,0,0,0,0,0
55,526.5,0,0,0,1,1
66,561.5,1,0,0,0,1
59,576,1,0,0,1,1
52,502.5,0,0,0,0,1
55,435,0,0,0,0,0
53,359,0,0,0,0,0
64,631.5,1,0,0,0,1
51,480.5,1,0,1,1,1
62,567.5,1,0,0,0,1
56,555,1,0,1,0,1
53,425.5,0,0,0,0,0
49,451.5,0,0,0,0,0
52,453.5,0,0,0,0,0
51,438.5,0,0,0,0,0
51,538.5,0,1,0,0,1
59,591.5,1,0,1,1,1
51,495,0,0,1,0,1
58,535,1,0,0,0,1
66,673,1,0,0,0,1
57,425,0,0,0,0,0
56,455,0,0,0,0,0
55,319,1,0,0,0,0
52,423.5,0,0,0,0,0
53,522,0,0,0,0,1
62,380.5,0,0,0,0,0
54,464.5,0,0,0,0,0
65,468,0,0,0,0,0
55,520.5,1,0,0,0,1
0,419.5,0,0,0,0,0
51,453.5,0,0,0,0,0
48,511,1,0,0,0,1
60,499,1,0,0,1,1
56,596,0,0,0,0,1
56,558.5,1,0,1,0,1
53,487.5,1,0,0,1,1
50,524,0,0,0,0,1
57,485,1,0,0,0,1
61,555,0,0,0,0,1
64,636.5,1,0,0,0,1
55,534,1,0,0,0,1
60,475,1,0,1,0,1
51,458.5,0,0,0,0,0
53,496,0,0,0,0,1
60,502,0,0,0,0,1
60,375,0,0,0,0,0
54,497,1,0,1,1,1
60,567.5,1,0,0,0,1
52,524,1,0,0,1,1
57,543.5,1,0,0,0,1
56,546,0,0,0,1,1
50,444.5,0,0,0,0,0
58,482.5,1,0,0,0,1
55,426.5,0,0,0,0,0
49,339,0,0,0,0,0
63,652,1,0,1,0,1
0,342.5,0,0,0,0,0
55,490,1,0,0,0,1
54,499.5,0,0,0,0,1
66,469,0,0,0,0,0
55,470,0,0,0,0,0
58,386,0,0,0,0,0
50,438.5,0,0,0,0,0
0,541.5,0,0,0,0,1
50,330,0,0,1,1,0
49,485,0,0,0,0,1
57,547.5,1,0,0,0,1
55,444.5,0,0,0,0,0
70,645,1,0,0,0,1
54,519,1,0,1,0,1
56,321.5,0,0,0,0,0
56,478.5,0,0,0,0,1
0,598,1,0,0,1,1
58,587,1,0,0,0,1
49,438,0,0,1,1,0
57,448.5,0,0,0,0,0
65,589,1,0,1,0,1
60,522.5,1,0,0,0,1
60,531,0,0,0,0,1
57,357.5,0,0,0,0,0
51,522,0,0,1,0,1
52,330,0,0,0,0,0
54,605.5,1,0,1,0,1
56,448,0,0,0,0,0
62,612.5,1,0,0,0,1
53,320.5,0,0,0,0,0
57,518.5,1,0,0,0,1
63,504.5,0,0,0,0,1
59,425.5,0,0,1,0,0
61,543,1,0,0,0,1
51,504.5,0,0,0,0,1
58,363.5,0,0,0,0,0
0,623,1,0,0,0,1
56,581,1,0,1,1,1
50,423.5,0,0,0,0,0
53,390.5,0,0,0,0,0
55,336.5,0,0,0,0,0
58,555,1,0,0,0,1
58,600,1,0,1,1,1
0,601,1,0,0,0,1
61,533.5,1,0,0,0,1
63,648.5,1,1,1,1,1
54,543.5,0,0,1,0,1
51,423.5,0,0,0,1,0
53,418.5,0,0,0,0,0
0,445,0,0,1,0,0
54,536.5,0,0,0,0,1
58,514.5,0,0,0,0,1
61,521.5,0,0,0,0,1
53,488.5,0,0,1,0,1
52,516.5,0,0,0,0,1
49,317,0,0,1,0,0
57,540.5,0,0,0,0,1
58,681,1,0,1,1,1
64,551,1,0,0,0,1
56,490,1,0,0,0,1
51,413.5,0,0,0,1,0
50,463.5,0,0,0,0,0
57,522,0,0,0,0,1
65,599.5,1,0,1,0,1
61,423.5,0,0,0,0,0
52,357,0,0,0,0,0
59,602.5,1,0,0,1,1
0,426.5,0,0,0,0,0
62,596,1,0,0,1,1
63,462.5,0,0,0,0,0
55,661,1,0,0,1,1
52,586.5,1,0,0,0,1
63,574,1,0,0,0,1
54,555,1,0,0,0,1
58,567.5,1,0,1,0,1
54,496.5,0,0,0,0,1
56,560.5,1,0,1,1,1
61,578,1,0,0,1,1
60,567,0,0,0,0,1
58,528,1,0,0,0,1
54,641,1,0,1,0,1
63,517,1,0,1,0,1
52,507,0,0,1,1,1
54,393.5,0,0,0,0,0
51,368.5,0,0,0,0,0
53,440,0,0,0,0,0
50,421.5,0,0,0,0,0
64,611,0,0,0,1,1
52,393,0,0,0,0,0
54,567,0,0,0,0,1
58,543.5,1,0,0,0,1
54,571.5,1,0,1,1,1
59,554.5,0,0,0,0,1
55,456.5,0,0,0,0,0
52,521,1,0,1,0,1
61,600,1,0,0,0,1
54,507,1,0,0,0,1
53,652.5,1,0,1,0,1
47,516,0,0,0,0,1
61,475.5,0,0,0,0,1
59,565,0,0,0,0,1
53,362,0,0,0,0,0
60,478.5,0,0,0,0,1
58,597,1,0,1,1,1
56,475.5,1,0,0,0,1
55,453,0,0,0,0,0
65,671.5,0,1,0,0,1
45,339.5,0,0,0,0,0
56,459.5,1,0,0,0,0
51,357.5,0,0,0,0,0
52,399,0,0,0,0,0
57,487.5,0,0,0,0,1
62,546,1,0,0,1,1
62,462.5,0,0,0,0,0
55,613,1,0,0,0,1
56,560,1,1,0,0,1
61,560,1,0,0,0,1
60,504,1,0,1,0,1
60,574.5,1,0,0,0,1
52,520,0,0,1,0,1
53,456.5,0,0,0,1,0
57,531.5,0,0,0,0,1
58,496,1,0,1,0,1
55,501.5,0,0,1,0,1
54,394.5,0,0,0,0,0
47,414,1,0,0,0,0
52,441,0,0,0,0,0
52,483.5,1,0,0,0,1
61,620.5,1,0,0,0,1
54,491.5,0,0,0,0,1
58,456.5,1,0,0,0,0
59,590.5,1,0,0,0,1
49,507.5,0,0,0,0,1
54,504.5,0,0,0,0,1
58,565.5,0,0,0,0,1
61,588,1,0,0,0,1
54,467.5,0,0,0,0,0
53,443,0,0,0,1,0
62,526.5,0,0,0,0,1
52,597.5,1,0,0,0,1
55,506,1,0,1,1,1
60,476,0,0,0,0,1
67,587,1,0,0,0,1
0,363.5,0,0,0,0,0
55,523.5,1,0,0,0,1
53,502.5,0,0,0,0,1
66,531.5,1,0,1,0,1
62,588.5,1,0,1,1,1
60,596.5,1,0,0,0,1
65,616.5,1,0,1,1,1
58,500,1,0,0,0,1
52,536.5,0,0,0,0,1
59,572.5,1,0,0,0,1
55,454,0,0,0,0,0
60,424.5,0,0,0,0,0
54,581,1,0,0,0,1
49,481.5,0,0,0,0,1
57,565,1,0,1,0,1
51,452,0,0,0,0,0
56,336.5,1,0,0,0,0
48,376,0,0,0,0,0
54,452.5,1,0,0,1,0
63,607.5,1,0,0,0,1
56,477,0,0,0,0,1
57,539,0,0,0,0,1
54,573,0,0,0,0,1
57,531.5,0,0,0,0,1
56,389.5,0,0,0,0,0
50,498.5,1,0,0,1,1
51,480.5,1,0,1,1,1
58,392.5,0,0,0,0,0
58,583.5,1,0,0,0,1
49,434.5,0,0,0,0,0
49,482.5,0,0,0,0,1
64,568,1,0,0,0,1
54,542.5,0,0,0,0,1
56,455.5,1,0,0,0,0
58,531,0,0,0,0,1
56,546,0,0,1,0,1
62,482.5,1,0,0,0,1
61,514.5,1,0,0,0,1
52,370.5,0,0,0,0,0
50,409.5,0,0,0,1,0
52,417,1,0,0,0,0
57,557,1,0,0,0,1
52,409.5,0,0,0,0,0
65,494,0,0,0,0,1
50,404,1,0,0,0,0
64,610.5,1,0,0,0,1
52,526,0,0,0,0,1
0,515,1,0,0,0,1
64,408,0,0,0,0,0
67,566.5,1,0,0,0,1
60,536,0,0,0,0,1
59,504,1,0,0,0,1
52,459,0,0,0,0,0
59,409.5,0,0,0,0,0
50,368,0,0,0,0,0
62,634.5,1,0,0,0,1
51,451,0,0,0,0,0
66,445,0,0,0,0,0
56,491,0,0,0,0,1
59,626,1,0,0,0,1
62,469,0,0,0,0,0
55,408,0,0,0,0,0
51,356.5,0,0,0,0,0
54,462,0,0,0,0,0
62,576,1,0,0,0,1
54,461.5,1,0,0,0,0
52,484,0,0,0,0,1
60,524,1,0,0,0,1
59,428.5,0,0,1,1,0
64,563.5,1,0,0,0,1
56,508,1,0,1,1,1
58,413,0,0,0,0,0
50,439,0,0,0,0,0
52,470,0,0,0,0,0
51,489.5,1,0,0,0,1
53,393,0,0,0,0,0
67,643.5,1,0,0,0,1
57,609.5,1,0,0,0,1
55,506,0,0,0,0,1
57,602,1,0,0,1,1
55,546,0,0,0,0,1
65,591,1,0,0,1,1
54,412.5,0,0,0,0,0
50,492,0,0,0,0,1
41,378,0,0,0,0,0
58,635,1,0,0,0,1
65,551,1,0,0,0,1
52,460,0,0,0,0,0
59,507,1,0,0,1,1
57,404,0,0,0,0,0
62,540,0,0,0,0,1
51,565,0,0,0,0,1
54,454.5,0,0,0,0,0
60,585,1,0,0,0,1
67,471.5,0,0,0,0,0
59,494.5,0,0,0,0,1
52,541,1,0,0,0,1
53,456.5,0,0,0,0,0
59,412.5,0,0,1,0,0
57,461.5,0,0,0,0,0
58,395.5,0,0,0,0,0
59,422.5,0,0,0,0,0
60,481,0,0,0,0,1
60,488,0,0,0,0,1
56,422,0,0,0,0,0
58,470,0,0,0,0,0
52,415.5,0,0,0,0,0
51,333,0,0,0,0,0
52,417,0,0,0,0,0
60,593.5,0,0,0,0,1
49,417.5,0,0,0,0,0
61,572.5,1,0,1,0,1
55,436.5,0,0,0,0,0
56,498,0,0,0,0,1
65,590.5,1,0,0,0,1
61,502.5,1,0,0,0,1
52,460.5,0,0,0,1,0
49,448,1,0,0,0,0
61,489.5,1,0,0,0,1
64,380.5,0,0,0,0,0
66,467.5,0,0,0,0,0
68,613,1,0,0,0,1
53,431.5,0,0,0,0,0
57,536.5,1,0,0,0,1
52,390.5,0,0,0,0,0
65,605.5,1,0,0,0,1
64,479,0,0,0,0,1
66,565,1,0,1,0,1
53,370.5,0,0,0,0,0
51,335.5,0,0,0,0,0
64,485.5,0,0,0,0,1
52,474.5,0,0,1,0,0
59,508,0,0,1,0,1
60,439.5,0,0,0,0,0
57,496.5,1,0,0,0,1
55,492.5,1,0,0,0,1
55,346.5,0,0,0,0,0
52,365.5,0,0,0,0,0
59,488,0,0,0,0,1
55,414,0,0,0,0,0
61,482,1,0,0,0,1
55,371.5,0,0,0,0,0
54,445,0,0,0,0,0
54,410,1,0,0,0,0
62,499,0,0,0,0,1
58,429.5,0,0,0,0,0
64,650.5,1,0,0,0,1
60,459.5,1,0,0,0,0
59,443.5,0,0,0,0,0
56,447,0,0,1,1,0
52,529.5,0,0,0,0,1
