hsgpa,psu,entercollege,privatehs,hidad,himom,over475
65,573,1,0,0,0,1
53,467.5,1,0,0,0,0
0,451.5,1,0,1,1,0
68,661.5,1,0,1,1,1
53,568,1,0,0,0,1
59,610,1,0,1,1,1
58,538,1,0,0,0,1
60,536.5,0,0,0,0,1
54,549.5,1,0,0,0,1
66,535,1,0,0,0,1
62,524,1,0,0,0,1
65,401.5,0,0,0,0,0
58,587.5,1,0,0,0,1
56,406,0,0,0,0,0
54,409.5,0,0,1,1,0
53,348,0,0,0,0,0
59,367,0,0,0,0,0
65,643,0,0,1,0,1
64,621.5,1,0,0,0,1
53,343,0,0,0,0,0
54,452.5,0,0,0,0,0
55,461.5,1,0,0,0,0
56,484,1,0,1,0,1
60,586,1,0,0,0,1
59,535,0,0,0,0,1
58,522.5,1,0,0,0,1
56,518,1,0,0,0,1
58,414,0,0,0,0,0
66,613,1,0,1,1,1
63,546.5,1,0,0,0,1
0,362.5,0,0,0,0,0
59,510,1,0,0,0,1
54,514,1,0,0,0,1
58,569,0,0,0,0,1
60,434.5,1,0,0,0,0
51,549.5,1,0,1,1,1
59,505,1,1,1,1,1
59,588.5,1,0,1,1,1
48,309,0,0,0,0,0
57,365.5,0,0,0,0,0
61,529.5,0,0,0,1,1
64,641.5,1,1,1,1,1
55,490,1,0,0,0,1
59,550,1,0,0,0,1
58,412.5,0,0,1,0,0
56,494,1,0,0,0,1
51,407,0,0,0,0,0
51,437,0,0,0,0,0
55,550,1,0,0,0,1
62,566.5,1,0,0,1,1
55,457,1,0,1,0,0
59,548.5,0,1,1,1,1
53,540,0,0,1,0,1
57,556,1,0,0,0,1
51,470.5,1,0,0,1,0
63,668.5,1,0,1,0,1
62,608,1,0,0,0,1
62,504.5,1,0,0,1,1
59,526.5,1,0,0,0,1
59,494,1,0,0,1,1
62,587.5,1,0,1,1,1
52,427,0,0,0,0,0
51,473,1,0,1,0,0
53,423,1,0,0,0,0
65,531,1,0,0,0,1
0,495,1,0,0,0,1
53,351.5,1,0,0,0,0
54,456,0,0,0,0,0
51,505,0,0,1,1,1
55,365.5,0,0,0,0,0
54,467.5,0,0,0,0,0
67,467,1,0,0,0,0
58,477,1,0,0,0,1
54,494.5,1,0,0,0,1
57,458.5,0,0,0,0,0
61,380.5,0,0,0,0,0
60,400.5,0,0,0,0,0
50,492.5,0,0,0,0,1
59,415,0,0,0,0,0
55,488.5,0,0,1,1,1
55,560,0,0,1,1,1
54,492,0,0,0,0,1
60,497,0,0,0,0,1
53,439.5,0,0,0,0,0
52,376.5,0,0,0,0,0
51,386.5,0,0,0,0,0
61,548.5,0,0,0,0,1
56,484,0,0,0,0,1
66,626,1,0,0,0,1
59,461.5,0,0,0,0,0
54,429.5,0,0,0,0,0
61,365.5,0,0,0,0,0
53,547.5,1,0,0,0,1
55,331,0,0,0,0,0
58,386.5,0,0,0,0,0
56,392,0,0,0,0,0
53,366,0,0,0,0,0
47,336.5,0,0,0,0,0
52,405,0,0,0,0,0
55,325.5,0,0,0,0,0
61,414,0,0,0,0,0
54,412.5,0,0,0,0,0
69,602,1,0,0,0,1
55,428,0,0,0,0,0
55,435.5,0,0,0,1,0
58,501.5,0,0,1,1,1
56,565.5,1,0,0,0,1
59,501.5,1,0,0,0,1
64,554,1,0,1,0,1
57,585.5,1,0,1,0,1
58,588.5,1,0,1,0,1
58,353,0,0,0,0,0
59,543.5,0,0,0,0,1
62,545,1,0,0,0,1
59,420,0,0,0,0,0
56,420.5,0,0,0,0,0
58,491,0,0,0,0,1
55,499,1,0,0,0,1
60,495.5,0,0,0,0,1
56,483,0,0,0,1,1
57,320.5,0,0,1,0,0
56,446.5,0,0,0,0,0
55,410,0,0,0,0,0
48,509,1,0,0,0,1
54,494.5,1,0,1,1,1
0,351.5,0,0,0,0,0
52,444.5,1,0,0,0,0
52,443.5,0,0,1,0,0
54,564,0,0,0,0,1
56,533.5,1,0,0,0,1
60,522.5,1,0,0,0,1
50,324.5,1,0,1,0,0
50,500,1,0,0,0,1
56,471.5,0,0,0,0,0
56,528,0,0,1,0,1
55,360.5,0,0,0,0,0
59,488,0,0,0,0,1
57,469,0,0,0,0,0
61,494.5,1,0,0,0,1
55,456.5,1,0,0,0,0
67,656,1,0,0,0,1
56,500.5,0,0,0,1,1
59,590.5,1,0,1,0,1
51,442.5,0,0,0,0,0
51,486,0,0,0,0,1
51,431.5,0,0,0,1,0
52,307.5,0,0,0,0,0
57,439,0,0,0,0,0
52,444.5,0,0,0,0,0
52,335,0,0,0,0,0
51,487.5,0,0,1,0,1
51,445,0,0,0,0,0
53,362.5,0,0,0,0,0
52,362.5,1,0,0,0,0
55,446.5,0,0,0,0,0
60,476,0,0,0,0,1
57,529,1,0,0,0,1
57,543,0,0,0,1,1
64,663,1,0,0,0,1
65,587,1,0,0,0,1
60,562,0,0,1,1,1
50,571.5,0,0,0,0,1
58,470,0,0,0,0,0
54,493,0,0,0,0,1
51,458.5,0,0,1,0,0
56,472,1,0,0,0,0
65,652.5,1,0,1,1,1
57,494.5,0,0,0,0,1
51,473,0,0,1,0,0
53,391.5,0,0,0,0,0
61,577.5,0,0,0,1,1
59,570,0,0,0,0,1
64,570.5,1,0,0,0,1
58,572.5,1,0,0,0,1
63,614,1,0,0,0,1
66,494.5,1,0,0,0,1
64,605,0,0,1,1,1
56,540.5,1,0,0,0,1
61,449,0,0,0,0,0
62,467.5,1,0,0,0,0
58,642.5,1,0,0,0,1
61,581.5,1,0,0,0,1
58,698,0,0,0,0,1
56,511,1,0,0,0,1
62,549.5,1,0,0,0,1
58,548.5,0,0,0,0,1
65,622,1,0,0,0,1
60,563.5,1,0,0,0,1
66,573,1,0,0,0,1
67,687,1,0,0,0,1
65,513.5,0,0,0,0,1
67,464,0,0,0,0,0
59,443,0,0,0,0,0
53,398.5,0,0,0,0,0
62,562,1,0,0,0,1
51,399,0,0,0,0,0
57,585,1,0,0,0,1
52,444.5,0,0,0,0,0
59,439.5,0,0,0,0,0
52,487.5,1,0,0,1,1
52,370,0,0,0,0,0
57,604,1,1,1,0,1
48,364,0,0,0,0,0
54,478,0,0,0,1,1
62,436.5,0,0,0,0,0
46,531.5,1,0,1,1,1
55,451,0,0,0,1,0
58,506.5,0,0,1,1,1
64,457,0,0,0,0,0
67,555.5,1,0,0,0,1
56,512,1,0,1,1,1
53,527,1,0,1,1,1
56,521.5,0,0,1,0,1
55,391,0,0,0,0,0
60,598.5,1,0,0,0,1
54,405,0,0,0,0,0
49,353,0,0,1,1,0
51,486,0,0,0,0,1
55,602.5,1,0,1,0,1
57,539,0,0,0,0,1
50,390.5,0,0,0,0,0
50,332,0,0,0,0,0
62,302,0,0,0,0,0
61,568.5,0,0,0,0,1
61,677,1,1,1,1,1
61,652.5,1,0,1,1,1
50,489,0,0,0,0,1
64,579.5,1,0,0,1,1
61,694,0,0,1,1,1
60,583,1,0,1,1,1
53,463,0,0,0,0,0
49,507.5,1,0,0,0,1
60,586.5,1,0,1,0,1
58,441.5,0,0,1,0,0
68,672,1,0,0,0,1
61,464.5,1,0,0,1,0
55,541.5,0,0,0,0,1
51,455.5,0,0,0,0,0
55,616.5,1,0,0,1,1
67,469,1,0,0,0,0
55,573,1,0,0,0,1
51,320.5,0,0,0,0,0
59,533,1,0,0,0,1
58,481,0,0,1,1,1
63,564,1,0,0,1,1
62,487,1,0,0,0,1
56,516.5,0,0,0,0,1
55,490.5,0,0,0,0,1
54,355.5,0,0,1,0,0
55,450.5,0,0,0,0,0
56,490,0,0,0,0,1
59,518.5,0,0,0,0,1
56,501.5,0,0,0,0,1
53,537.5,0,0,0,0,1
51,553,1,0,0,0,1
61,493,1,0,0,0,1
59,572.5,1,0,1,0,1
56,418.5,0,0,0,0,0
57,549.5,1,0,1,1,1
64,494.5,1,0,0,0,1
57,550.5,0,0,0,1,1
65,683.5,1,0,1,1,1
61,551.5,1,0,0,0,1
54,505,0,0,1,0,1
52,512,0,0,0,0,1
50,514,1,0,0,1,1
66,636,1,0,1,0,1
56,489,1,0,1,1,1
55,578,0,0,0,0,1
65,608,1,0,0,0,1
54,470,1,0,0,0,0
66,638,1,0,0,0,1
56,494.5,0,0,1,1,1
53,548,0,0,1,0,1
65,604,1,0,1,1,1
54,492,0,0,1,1,1
62,668,1,0,1,0,1
67,679,1,1,0,0,1
64,617.5,1,0,0,0,1
58,485,0,0,0,0,1
60,550.5,1,0,0,0,1
66,655.5,1,0,1,0,1
53,531,0,0,0,0,1
52,479.5,0,0,0,0,1
52,510.5,1,0,0,0,1
63,595.5,1,1,0,1,1
65,623,1,0,1,0,1
61,494.5,0,0,0,0,1
63,598,1,0,0,1,1
60,463.5,0,0,0,0,0
58,433.5,0,0,0,0,0
60,547,1,0,0,0,1
69,659.5,1,0,1,1,1
47,446,0,0,0,1,0
55,485.5,0,0,1,0,1
61,517.5,1,0,1,0,1
57,465.5,0,0,0,0,0
57,354.5,0,0,0,0,0
56,492,0,0,1,1,1
59,491,0,0,0,0,1
66,618.5,1,0,0,0,1
61,454,0,0,0,0,0
61,505.5,1,0,0,0,1
59,485,1,0,0,0,1
54,533.5,1,0,0,0,1
60,611,1,0,1,1,1
57,456,0,0,0,1,0
63,468,0,0,0,0,0
55,578,1,0,0,1,1
53,560.5,1,0,1,0,1
59,458,0,0,0,0,0
54,491.5,1,0,0,0,1
0,344.5,0,0,0,0,0
62,507.5,1,0,0,0,1
54,377,0,0,0,0,0
60,473,0,0,0,0,0
61,448,0,0,0,0,0
57,517.5,0,0,0,0,1
48,402,0,0,0,0,0
59,505,1,0,0,0,1
55,412.5,0,0,0,0,0
56,501.5,1,0,0,0,1
67,522,0,0,0,0,1
0,482.5,0,0,0,0,1
53,369,0,0,0,0,0
57,464.5,0,0,0,0,0
62,370.5,0,0,0,0,0
54,612.5,1,0,0,0,1
57,516,0,0,0,0,1
53,495,0,0,0,0,1
56,492.5,1,0,0,0,1
58,464,0,0,0,0,0
64,534,1,0,0,0,1
59,450.5,0,0,0,0,0
60,478.5,1,0,0,0,1
60,478.5,0,0,0,0,1
60,515.5,1,0,1,0,1
59,453,1,0,0,0,0
55,479,0,0,0,0,1
61,459,0,0,0,0,0
55,418.5,0,0,0,0,0
56,388.5,0,0,0,0,0
52,406.5,0,0,0,0,0
50,438.5,0,0,0,0,0
58,580,0,0,0,0,1
68,627.5,1,0,0,0,1
52,379.5,0,0,0,0,0
52,347.5,0,0,0,0,0
55,509.5,1,0,0,0,1
57,509,0,0,1,1,1
57,487.5,0,0,0,0,1
51,578,1,0,0,0,1
58,503,0,0,0,0,1
65,541,1,0,0,0,1
60,521.5,1,0,0,0,1
58,540.5,0,0,0,0,1
50,531,0,0,0,0,1
56,564,0,0,1,0,1
45,462,1,1,0,0,0
0,439,0,0,0,0,0
50,439.5,0,0,1,1,0
52,452,0,0,0,0,0
56,539,1,0,1,0,1
63,529,1,0,1,1,1
52,395.5,1,0,0,1,0
50,310,0,0,0,0,0
55,491,0,0,0,0,1
54,431,0,0,0,0,0
52,566.5,1,1,1,1,1
56,451,0,0,0,0,0
62,637.5,1,0,0,0,1
60,591,1,0,0,0,1
55,509.5,0,0,0,0,1
56,557.5,1,1,0,1,1
55,463.5,0,0,0,0,0
62,546,1,0,0,1,1
64,566,1,0,0,0,1
52,475,1,0,0,1,1
55,448.5,1,0,0,1,0
51,572.5,1,1,1,1,1
61,494.5,1,0,0,0,1
56,400.5,0,0,1,0,0
66,661.5,1,0,1,1,1
60,639,1,0,1,1,1
66,528.5,1,0,0,0,1
59,545.5,1,1,1,1,1
52,535.5,1,0,1,0,1
67,654,1,0,1,1,1
54,414,1,0,1,0,0
60,508.5,1,0,0,1,1
54,303,0,0,0,0,0
64,611,0,0,1,1,1
51,467,1,0,1,1,0
53,453,0,0,0,0,0
52,495.5,0,0,1,1,1
59,543.5,1,0,0,0,1
64,674.5,1,0,1,0,1
49,405.5,0,0,0,0,0
54,590.5,1,0,0,0,1
51,518,1,1,0,1,1
61,477.5,0,0,0,0,1
63,623.5,1,0,1,1,1
52,400.5,0,0,0,0,0
64,599,1,0,0,0,1
67,631,1,0,1,1,1
63,471.5,0,0,1,0,0
51,509.5,1,0,0,1,1
59,414,0,0,0,0,0
55,371.5,0,0,0,0,0
54,383,0,0,0,0,0
48,413.5,0,0,0,0,0
61,527.5,0,0,0,1,1
49,400.5,0,0,0,0,0
64,541,1,0,0,1,1
64,478.5,1,0,0,0,1
54,330.5,0,0,0,0,0
50,455.5,0,0,0,0,0
0,366.5,0,0,0,0,0
50,409.5,0,0,0,0,0
58,593,1,0,0,0,1
58,511,1,0,0,0,1
62,345,0,0,0,0,0
67,647.5,1,0,0,0,1
56,491.5,0,0,0,0,1
49,480,0,0,1,1,1
52,459,0,0,1,1,0
64,541,1,0,0,0,1
54,461.5,0,0,0,0,0
60,463.5,0,0,0,1,0
61,602,0,0,0,0,1
58,486,0,0,0,0,1
62,431.5,0,0,0,0,0
53,412.5,0,0,0,0,0
58,402.5,0,0,0,0,0
57,397,0,0,0,0,0
50,562.5,1,0,0,0,1
52,383,0,0,0,0,0
53,509,0,0,0,0,1
59,619,1,0,0,0,1
51,320.5,0,0,0,0,0
57,441,0,0,0,0,0
54,353,0,0,0,0,0
58,527.5,0,0,1,1,1
58,434.5,0,0,0,0,0
53,398.5,0,0,0,0,0
65,590.5,1,0,0,0,1
62,519,1,0,0,0,1
50,381,0,0,0,0,0
53,310,0,0,0,0,0
52,475.5,0,0,0,0,1
54,544.5,0,0,0,0,1
58,554,1,0,1,1,1
50,451,1,0,1,0,0
59,531,1,0,0,0,1
64,577.5,1,0,1,1,1
53,464.5,1,0,0,0,0
48,384,0,0,0,0,0
48,389.5,1,0,1,0,0
51,439,0,0,0,0,0
50,410,0,0,0,0,0
58,624.5,0,0,0,0,1
64,639,1,0,0,0,1
57,610.5,1,0,0,0,1
66,494.5,1,0,0,0,1
64,610,0,0,0,0,1
56,475,0,0,0,0,1
67,638,1,0,1,0,1
58,461.5,0,0,0,0,0
52,509.5,1,0,0,1,1
56,312.5,0,0,0,0,0
65,601,1,0,1,0,1
55,473,0,0,1,0,0
57,592,1,0,0,1,1
50,467,0,0,0,0,0
57,600,1,0,0,0,1
65,675.5,1,0,0,0,1
64,597.5,1,0,0,0,1
58,466.5,1,0,0,0,0
60,556.5,1,0,0,0,1
57,333,0,0,0,0,0
57,544.5,1,0,0,0,1
54,430,0,0,1,1,0
54,552.5,0,0,0,0,1
58,562.5,1,0,1,0,1
60,437,0,0,0,0,0
50,426,0,0,0,0,0
65,645,1,0,1,0,1
59,434,0,0,0,1,0
66,630,1,0,0,0,1
57,532.5,0,0,0,0,1
57,600,1,0,0,0,1
60,483.5,0,0,0,0,1
60,534.5,0,0,0,0,1
57,433.5,0,0,0,0,0
52,441.5,0,0,0,0,0
61,439,0,0,0,0,0
59,433.5,0,0,0,1,0
52,464.5,0,0,0,0,0
57,651.5,1,0,0,0,1
53,475,0,0,0,0,1
57,489,1,0,0,0,1
55,556,0,0,0,0,1
58,541.5,1,0,0,0,1
65,608,0,0,0,0,1
59,500,0,0,0,0,1
51,339.5,0,0,0,0,0
56,533.5,1,0,0,1,1
52,540.5,1,0,1,1,1
61,619,0,0,0,0,1
62,566.5,1,0,0,0,1
59,479,0,0,0,0,1
59,386.5,0,0,0,0,0
61,462,1,0,0,0,0
49,453.5,0,0,0,0,0
52,447.5,1,0,1,0,0
57,362.5,0,0,0,1,0
54,496.5,1,0,0,0,1
55,495.5,0,0,0,0,1
65,662.5,1,0,0,0,1
55,552.5,0,0,0,0,1
66,546,0,0,0,0,1
62,482.5,1,0,0,0,1
61,542,0,0,0,0,1
52,429,0,0,0,0,0
58,532.5,0,0,1,1,1
62,458,0,0,0,0,0
51,342,0,0,0,0,0
57,492,0,0,1,0,1
59,525,1,0,0,0,1
64,558,1,0,0,1,1
54,536.5,0,0,0,1,1
62,485.5,0,0,0,0,1
58,349.5,0,0,0,0,0
50,458,0,0,0,0,0
67,587.5,1,0,1,1,1
61,554,0,0,0,0,1
56,588.5,0,0,0,0,1
62,618.5,0,0,1,0,1
61,432,0,0,0,0,0
48,460.5,1,0,1,0,0
53,482,0,0,0,1,1
56,348,0,0,0,0,0
56,466,0,0,1,0,0
59,453.5,0,0,0,0,0
60,531,1,0,0,0,1
52,458,0,0,1,1,0
54,473,0,0,1,0,0
49,452.5,0,0,0,0,0
59,661.5,1,0,0,0,1
65,617.5,1,0,0,0,1
0,328.5,0,0,0,0,0
51,358.5,0,0,0,1,0
62,582,1,0,0,0,1
54,467,0,0,0,1,0
61,396,1,1,0,1,0
50,503,0,0,0,0,1
68,545.5,1,0,0,0,1
58,451,0,0,0,1,0
66,635,1,0,0,0,1
60,686.5,1,0,0,0,1
54,338,0,0,0,0,0
57,504,0,0,0,0,1
51,333,0,0,0,0,0
59,545,1,0,1,0,1
62,502.5,0,0,0,0,1
59,452,0,0,0,0,0
54,420,0,0,0,0,0
58,500,0,0,0,0,1
56,503,1,0,0,0,1
63,621.5,1,0,1,1,1
54,456.5,0,0,0,0,0
55,359.5,0,0,0,0,0
62,683.5,1,0,0,0,1
51,448,1,0,0,0,0
63,576.5,1,0,0,0,1
56,411,0,0,0,0,0
0,481.5,0,0,0,0,1
47,362,0,0,0,0,0
55,409.5,0,0,0,0,0
66,542,1,0,0,0,1
56,486,0,0,0,0,1
52,393,0,0,0,0,0
62,517.5,0,0,0,0,1
52,387.5,0,0,0,0,0
60,549.5,1,0,0,0,1
55,389.5,0,0,0,0,0
64,560,0,0,0,0,1
51,495,0,0,0,0,1
0,386.5,0,0,0,0,0
60,436.5,0,0,0,0,0
59,443,0,0,0,0,0
53,414,1,0,0,0,0
52,557,0,0,0,0,1
54,462.5,0,0,0,0,0
65,515.5,1,0,0,0,1
68,699,1,0,0,0,1
50,403.5,0,0,0,0,0
62,458,0,0,0,0,0
52,357.5,0,0,0,0,0
57,512,1,0,0,1,1
62,648.5,1,0,0,0,1
59,456,0,0,0,0,0
59,557,1,0,0,0,1
60,523.5,0,0,0,0,1
61,586,1,0,0,0,1
50,357,0,0,0,0,0
63,587.5,1,0,0,0,1
55,544,1,0,0,0,1
56,458,0,0,0,0,0
63,505.5,0,0,0,0,1
65,639.5,1,0,1,0,1
0,368,0,0,0,1,0
51,490.5,0,0,0,0,1
58,557.5,1,0,0,1,1
68,612.5,1,0,0,0,1
59,537.5,1,0,0,0,1
51,375.5,0,0,0,1,0
48,401.5,0,0,0,0,0
52,502.5,0,0,0,0,1
61,499.5,1,0,0,1,1
52,439,0,0,0,0,0
52,349,0,0,0,0,0
47,394.5,0,0,0,0,0
50,314,0,0,0,0,0
56,491,1,0,0,1,1
50,367,0,0,0,0,0
49,413.5,1,0,1,1,0
49,523,0,0,0,0,1
56,505.5,0,0,0,0,1
48,375.5,0,0,0,0,0
57,407.5,0,0,0,1,0
49,428.5,0,0,0,0,0
60,638,1,0,1,0,1
48,354.5,0,0,0,0,0
50,395.5,0,0,0,0,0
53,450,0,0,0,0,0
55,375,0,0,0,0,0
56,374.5,0,0,0,0,0
55,360.5,0,0,0,0,0
63,621.5,1,0,1,0,1
56,415,0,0,0,0,0
52,439.5,0,0,1,0,0
51,301,0,0,0,0,0
54,398.5,0,0,0,0,0
57,373,0,0,0,0,0
52,476,0,1,0,0,1
57,461.5,0,0,0,0,0
49,364,0,0,0,0,0
61,425.5,0,0,0,0,0
58,527,0,0,0,0,1
54,526.5,0,0,1,1,1
52,386.5,0,0,0,0,0
0,559.5,0,0,1,1,1
60,426,0,0,0,0,0
51,413.5,0,0,0,1,0
57,328.5,0,0,0,0,0
51,479,1,1,0,0,1
53,480.5,0,0,1,1,1
53,612.5,1,1,0,1,1
50,520,0,0,0,0,1
60,386.5,0,0,0,0,0
55,302,0,0,0,0,0
52,499,0,0,0,0,1
0,357.5,0,0,0,0,0
56,362.5,0,0,0,0,0
48,365.5,0,0,0,0,0
50,458,0,0,1,0,0
54,371.5,0,0,0,0,0
61,518,0,0,0,0,1
57,412.5,0,0,0,0,0
62,665,1,1,1,1,1
53,368,0,0,0,0,0
50,354.5,0,0,0,0,0
52,416.5,0,0,0,0,0
60,541.5,1,0,0,0,1
57,568,1,0,1,0,1
49,353,0,0,0,0,0
59,557,0,0,0,0,1
62,670.5,1,0,0,0,1
58,550,1,1,1,0,1
51,408,1,0,0,0,0
50,461,0,0,0,1,0
57,477.5,1,0,1,0,1
55,333.5,0,0,0,0,0
47,501,1,0,0,0,1
66,598,1,0,0,0,1
53,589.5,0,1,1,0,1
53,482.5,0,0,0,0,1
52,595,1,0,1,0,1
61,462,0,0,0,0,0
61,420.5,0,0,0,0,0
63,618,1,0,0,0,1
53,363,0,0,0,0,0
52,445,0,0,0,0,0
55,390,0,0,0,0,0
51,307,0,0,0,0,0
59,471.5,0,0,0,0,0
0,340,0,0,0,0,0
56,435.5,0,0,0,0,0
53,413.5,0,0,0,0,0
53,436,0,0,0,0,0
62,558,0,0,0,0,1
55,443.5,0,0,0,0,0
58,423.5,0,0,0,0,0
48,362,0,0,0,0,0
62,618,0,1,1,0,1
51,368,0,0,1,0,0
61,524,1,0,0,0,1
66,588,1,0,1,0,1
58,425.5,0,0,0,0,0
58,562.5,1,0,1,0,1
62,303.5,0,0,0,0,0
54,511,0,0,0,1,1
59,447,0,0,0,0,0
59,557,1,0,1,0,1
55,390,0,0,0,0,0
60,585,1,0,1,1,1
57,429.5,0,0,0,0,0
56,504,1,0,0,0,1
65,507,0,0,0,0,1
62,613.5,1,0,0,1,1
54,393,0,0,0,1,0
51,441,1,0,1,1,0
58,568.5,0,0,0,0,1
60,581,1,0,0,0,1
57,508.5,0,0,0,0,1
54,328,0,0,0,0,0
58,360,0,0,0,0,0
63,598,1,0,0,0,1
55,521.5,0,0,0,0,1
54,542.5,1,0,0,0,1
61,518,1,0,1,1,1
59,549.5,0,0,0,0,1
56,489.5,0,0,0,0,1
60,522,0,0,0,0,1
55,317,0,0,0,0,0
59,524.5,1,0,1,0,1
60,579,1,0,0,0,1
67,545,1,0,0,1,1
56,418,0,0,0,0,0
51,381,0,0,0,0,0
61,505,1,0,0,0,1
50,384.5,0,0,0,0,0
48,549.5,1,0,0,0,1
60,604.5,1,0,0,0,1
65,588.5,1,0,0,0,1
58,438.5,0,0,0,0,0
53,573,1,1,1,1,1
51,367,0,0,0,0,0
65,586,1,0,0,0,1
60,558,1,0,0,0,1
51,514.5,1,0,0,0,1
49,427,0,0,0,0,0
58,303.5,0,0,0,0,0
57,531,1,0,1,1,1
56,494.5,1,0,0,0,1
52,367,0,0,0,0,0
62,579,1,0,0,0,1
59,423.5,0,0,0,0,0
59,341,0,0,0,0,0
60,554,1,0,0,0,1
57,486.5,0,0,0,0,1
58,568,0,0,0,0,1
62,425.5,0,0,0,0,0
55,529.5,1,0,0,1,1
56,344.5,0,0,0,0,0
64,572,1,0,0,0,1
61,651.5,1,0,0,0,1
61,576.5,0,0,0,0,1
60,697,1,1,1,1,1
68,568,1,0,0,0,1
63,673.5,0,1,1,1,1
57,558.5,0,0,0,0,1
62,552.5,0,0,0,0,1
61,593,1,0,0,0,1
58,460,0,0,0,0,0
60,514,0,0,0,0,1
59,500,0,1,1,0,1
52,559.5,1,0,0,1,1
55,583.5,1,0,0,0,1
53,467.5,1,0,0,0,0
52,458,1,0,1,0,0
61,539,1,0,0,0,1
59,416.5,1,0,0,0,0
66,623,1,0,1,1,1
61,309.5,0,0,0,0,0
51,327.5,0,0,0,0,0
52,333.5,0,0,0,0,0
52,395.5,0,0,0,0,0
54,380.5,0,0,0,0,0
54,478.5,1,0,0,1,1
65,620,1,0,0,0,1
58,490.5,1,0,0,0,1
52,362.5,1,0,0,0,0
56,447,0,0,0,0,0
55,451,0,0,0,0,0
63,655,1,0,0,0,1
56,403,0,0,0,0,0
57,536,1,0,0,1,1
54,409.5,1,0,0,0,0
58,537.5,0,0,0,0,1
56,442,0,0,0,0,0
61,472,0,0,0,0,0
57,471,0,0,0,0,0
62,573.5,0,0,0,0,1
58,366,0,0,0,0,0
54,479,0,0,0,0,1
55,437,0,0,0,0,0
67,587,1,0,0,0,1
63,681.5,1,1,1,1,1
64,625.5,1,0,0,0,1
65,638.5,1,0,0,0,1
53,442.5,0,0,0,0,0
59,365,0,0,0,0,0
0,368.5,0,0,0,1,0
51,381,0,0,0,0,0
55,468,0,0,0,0,0
61,530.5,1,0,0,0,1
61,464.5,0,0,0,0,0
62,596,1,0,1,1,1
59,399,0,0,0,0,0
61,588.5,1,0,1,0,1
56,461,0,0,0,0,0
55,349,0,0,0,1,0
62,604.5,1,0,0,0,1
51,482.5,0,0,0,0,1
57,392,0,0,0,0,0
62,585,1,0,0,1,1
49,446,0,0,0,0,0
61,569.5,1,0,0,0,1
62,587.5,0,0,0,0,1
59,508.5,0,0,0,0,1
64,674.5,1,0,0,0,1
64,571,1,0,0,0,1
61,534,1,0,0,0,1
60,416.5,0,0,0,0,0
63,384.5,0,0,0,0,0
55,452,0,0,0,0,0
55,449,0,0,0,0,0
59,457,0,0,0,0,0
58,525.5,0,0,0,0,1
57,409.5,0,0,0,0,0
59,492,1,0,0,0,1
56,360,0,0,0,0,0
57,550.5,1,0,0,0,1
47,352.5,0,0,0,1,0
54,513.5,1,0,0,0,1
53,353,0,0,0,0,0
59,595.5,1,0,0,1,1
65,603.5,1,0,0,1,1
63,461.5,0,0,0,0,0
57,568,1,0,0,0,1
62,412.5,1,0,0,0,0
52,336.5,0,0,0,0,0
52,550.5,0,0,0,0,1
57,383,0,0,0,0,0
55,478,0,0,0,0,1
58,621.5,1,0,1,0,1
57,384.5,0,0,0,0,0
57,417,0,0,0,0,0
57,516.5,0,0,0,0,1
58,599,1,0,1,0,1
51,384.5,0,0,0,0,0
58,496.5,0,0,0,0,1
59,519,1,0,0,0,1
60,320.5,0,0,0,0,0
63,649.5,1,0,0,0,1
55,373.5,0,0,0,0,0
60,484.5,1,0,0,0,1
51,317,0,0,0,0,0
51,362.5,0,0,0,0,0
60,354.5,0,0,0,0,0
66,630,1,0,0,0,1
52,499.5,0,0,0,0,1
51,536.5,1,0,1,1,1
63,415.5,1,0,0,0,0
52,439,0,0,0,0,0
58,616.5,0,0,0,0,1
52,433.5,0,0,0,0,0
56,430,0,0,0,0,0
61,513.5,0,0,0,0,1
60,519,1,0,0,0,1
59,602.5,1,0,0,0,1
56,472.5,0,0,0,0,0
55,456,0,0,0,0,0
61,366.5,0,0,0,0,0
57,630.5,1,1,1,1,1
60,536.5,1,0,0,1,1
61,563,1,0,0,0,1
59,412.5,0,0,0,0,0
55,518.5,1,0,1,1,1
62,503,1,0,0,0,1
52,420.5,0,0,0,0,0
50,406,0,0,0,0,0
60,546.5,0,0,0,0,1
58,499,0,0,0,0,1
60,554,1,0,0,0,1
50,500,0,0,0,0,1
57,527,0,0,1,0,1
52,310.5,0,0,0,0,0
55,429,0,0,0,0,0
54,379.5,0,0,0,0,0
62,616,1,0,1,1,1
61,548,0,0,0,0,1
56,399.5,0,0,0,0,0
57,584.5,1,0,1,0,1
58,500,0,0,0,1,1
59,566.5,1,0,0,1,1
64,568,1,0,0,1,1
63,557.5,0,0,0,0,1
62,517.5,1,0,0,0,1
47,364,0,0,0,0,0
64,532,1,0,0,0,1
54,416.5,0,0,0,0,0
62,668,1,0,0,0,1
57,500,0,0,0,0,1
57,443.5,0,0,0,0,0
57,364,0,0,0,0,0
65,480,1,0,0,0,1
52,469.5,0,0,0,0,0
62,400.5,0,0,0,0,0
63,651,1,0,0,0,1
66,597.5,1,0,0,0,1
62,555,1,0,0,0,1
59,561.5,1,0,0,0,1
46,472.5,0,0,0,0,0
56,549.5,1,1,0,1,1
58,391.5,0,0,0,0,0
66,592,1,0,0,0,1
49,559.5,1,0,0,0,1
